RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;C052;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3600;;
Temperature Maximum;26,2°C;;
Temperature Minimum;12°C;;
Temperature Average;16,3°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;65,6%RH;;
Humidity Minimum;39,4%RH;;
Humidity Average;55,8%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:50;;
End Time;28-05-2022 21:45;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:50:22;18;46,5
2;2022-05-16 09:55:22;18,8;49,6
3;2022-05-16 10:00:22;19,2;50,2
4;2022-05-16 10:05:22;19,6;50,2
5;2022-05-16 10:10:22;19,7;49,7
6;2022-05-16 10:15:22;19,8;49,2
7;2022-05-16 10:20:22;19,8;45,7
8;2022-05-16 10:25:22;20,4;47,2
9;2022-05-16 10:30:22;21,7;45,9
10;2022-05-16 10:35:22;20,1;39,4
11;2022-05-16 10:40:22;17,4;41,3
12;2022-05-16 10:45:22;16,3;42,2
13;2022-05-16 10:50:22;15,8;43,6
14;2022-05-16 10:55:22;15,5;44,1
15;2022-05-16 11:00:22;15,4;44,1
16;2022-05-16 11:05:22;15,3;44,6
17;2022-05-16 11:10:22;15,2;45,1
18;2022-05-16 11:15:22;15,3;45,1
19;2022-05-16 11:20:22;15,3;45,1
20;2022-05-16 11:25:22;15,3;45,1
21;2022-05-16 11:30:22;15,4;45,1
22;2022-05-16 11:35:22;15,4;45,6
23;2022-05-16 11:40:22;15,4;45,7
24;2022-05-16 11:45:22;15,5;45,7
25;2022-05-16 11:50:22;15,6;45,7
26;2022-05-16 11:55:22;15,6;45,7
27;2022-05-16 12:00:22;15,7;45,2
28;2022-05-16 12:05:22;15,8;45,2
29;2022-05-16 12:10:22;15,8;45,2
30;2022-05-16 12:15:22;15,9;45,2
31;2022-05-16 12:20:22;16;45,7
32;2022-05-16 12:25:22;16;45,7
33;2022-05-16 12:30:22;16;45,7
34;2022-05-16 12:35:22;16,1;45,7
35;2022-05-16 12:40:22;16,1;45,7
36;2022-05-16 12:45:22;16,2;46,3
37;2022-05-16 12:50:22;16,2;46,3
38;2022-05-16 12:55:22;16,3;46,3
39;2022-05-16 13:00:22;16,3;46,3
40;2022-05-16 13:05:22;16,4;46,3
41;2022-05-16 13:10:22;16,4;46,8
42;2022-05-16 13:15:22;16,5;46,8
43;2022-05-16 13:20:22;16,5;47,3
44;2022-05-16 13:25:22;16,5;47,3
45;2022-05-16 13:30:22;16,6;47,3
46;2022-05-16 13:35:22;16,6;47,3
47;2022-05-16 13:40:22;16,7;47,3
48;2022-05-16 13:45:22;16,7;47,3
49;2022-05-16 13:50:22;16,7;47,3
50;2022-05-16 13:55:22;16,7;47,3
51;2022-05-16 14:00:22;16,8;47,4
52;2022-05-16 14:05:22;16,8;47,4
53;2022-05-16 14:10:22;16,9;47,4
54;2022-05-16 14:15:22;16,9;47,4
55;2022-05-16 14:20:22;16,9;47,4
56;2022-05-16 14:25:22;17;47,4
57;2022-05-16 14:30:22;17,1;47,4
58;2022-05-16 14:35:22;17,2;47,4
59;2022-05-16 14:40:22;17,2;47,4
60;2022-05-16 14:45:22;17,2;47,9
61;2022-05-16 14:50:22;17,3;48,4
62;2022-05-16 14:55:22;17,3;48,4
63;2022-05-16 15:00:22;17,3;48,4
64;2022-05-16 15:05:22;17,4;48,4
65;2022-05-16 15:10:22;17,4;48,4
66;2022-05-16 15:15:22;17,4;48,4
67;2022-05-16 15:20:22;17,4;48,4
68;2022-05-16 15:25:22;17,4;48,4
69;2022-05-16 15:30:22;17,4;48,4
70;2022-05-16 15:35:22;17,4;48,4
71;2022-05-16 15:40:22;17,5;48,4
72;2022-05-16 15:45:22;17,5;48,4
73;2022-05-16 15:50:22;17,5;48,4
74;2022-05-16 15:55:22;17,5;48,4
75;2022-05-16 16:00:22;17,5;48,4
76;2022-05-16 16:05:22;17,5;48,4
77;2022-05-16 16:10:22;17,5;48,5
78;2022-05-16 16:15:22;17,5;48,4
79;2022-05-16 16:20:22;17,5;48,5
80;2022-05-16 16:25:22;17,5;48,4
81;2022-05-16 16:30:22;17,4;48,4
82;2022-05-16 16:35:22;17,4;48,4
83;2022-05-16 16:40:22;17,4;48,4
84;2022-05-16 16:45:22;17,4;48,4
85;2022-05-16 16:50:22;17,4;48,4
86;2022-05-16 16:55:22;17,4;48,4
87;2022-05-16 17:00:22;17,4;48,4
88;2022-05-16 17:05:22;17,4;48,4
89;2022-05-16 17:10:22;17,4;48,4
90;2022-05-16 17:15:22;17,3;48,4
91;2022-05-16 17:20:22;17,3;48,4
92;2022-05-16 17:25:22;17,2;48,9
93;2022-05-16 17:30:22;17,2;49,4
94;2022-05-16 17:35:22;17,2;49,4
95;2022-05-16 17:40:22;17,2;49,4
96;2022-05-16 17:45:22;17,1;49,4
97;2022-05-16 17:50:22;17;49,4
98;2022-05-16 17:55:22;17;49,4
99;2022-05-16 18:00:22;16,9;49,9
100;2022-05-16 18:05:22;16,8;49,9
101;2022-05-16 18:10:22;16,8;49,9
102;2022-05-16 18:15:22;16,7;50,4
103;2022-05-16 18:20:22;16,7;50,3
104;2022-05-16 18:25:22;16,6;50,3
105;2022-05-16 18:30:22;16,5;50,3
106;2022-05-16 18:35:22;16,5;50,3
107;2022-05-16 18:40:22;16,4;50,8
108;2022-05-16 18:45:22;16,4;50,8
109;2022-05-16 18:50:22;16,3;50,8
110;2022-05-16 18:55:22;16,2;51,3
111;2022-05-16 19:00:22;16,2;51,3
112;2022-05-16 19:05:22;16,1;51,3
113;2022-05-16 19:10:22;16,1;51,3
114;2022-05-16 19:15:22;16;51,3
115;2022-05-16 19:20:22;16;51,3
116;2022-05-16 19:25:22;16;51,2
117;2022-05-16 19:30:22;16;51,2
118;2022-05-16 19:35:22;15,9;51,2
119;2022-05-16 19:40:22;15,9;51,7
120;2022-05-16 19:45:22;15,8;51,7
121;2022-05-16 19:50:22;15,8;51,7
122;2022-05-16 19:55:22;15,7;51,7
123;2022-05-16 20:00:22;15,7;51,7
124;2022-05-16 20:05:22;15,7;52,2
125;2022-05-16 20:10:22;15,6;52,2
126;2022-05-16 20:15:22;15,6;52,2
127;2022-05-16 20:20:22;15,6;52,2
