RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;7201300558;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2338;;
Temperature Maximum;25,1°C;;
Temperature Minimum;14,2°C;;
Temperature Average;17,8°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;61,5%RH;;
Humidity Minimum;35,5%RH;;
Humidity Average;52,3%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-26 09:41:43;;
End Time;2022-05-04 12:26:43;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-04-26 09:41:43;19,8;57,3
2;2022-04-26 09:46:43;21,6;57,7
3;2022-04-26 09:51:43;22,4;54,3
4;2022-04-26 09:56:43;22,8;53,4
5;2022-04-26 10:01:43;23,1;51,4
6;2022-04-26 10:06:43;23,4;51,9
7;2022-04-26 10:11:43;23,6;49,9
8;2022-04-26 10:16:43;24,2;51,5
9;2022-04-26 10:21:43;24,3;50,5
10;2022-04-26 10:26:43;24;49,4
11;2022-04-26 10:31:43;25,1;51,6
12;2022-04-26 10:36:43;24,9;45,9
13;2022-04-26 10:41:43;21,8;47,6
14;2022-04-26 10:46:43;20,6;50
15;2022-04-26 10:51:43;20,3;51,4
16;2022-04-26 10:56:43;20,1;51,9
17;2022-04-26 11:01:43;19,9;52,4
18;2022-04-26 11:06:43;19,8;52,8
19;2022-04-26 11:11:43;19,8;52,8
20;2022-04-26 11:16:43;19,7;53,3
21;2022-04-26 11:21:43;19,7;53,3
22;2022-04-26 11:26:43;19,7;53,3
23;2022-04-26 11:31:43;19,6;53,8
24;2022-04-26 11:36:43;19,6;53,8
25;2022-04-26 11:41:43;19,7;53,8
26;2022-04-26 11:46:43;19,8;53,3
27;2022-04-26 11:51:43;20;53,4
28;2022-04-26 11:56:43;20,2;52,9
