RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V57;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;4121;;
Temperature Maximum;26.9°C;;
Temperature Minimum;20.6°C;;
Temperature Average;23.8°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;55.3%RH;;
Humidity Minimum;42.1%RH;;
Humidity Average;51.1%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;4/01/2022 9:27;;
End Time;18/01/2022 16:47;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-23 13:11:44;15;57,7
2;2022-05-23 13:13:44;12,6;61,1
3;2022-05-23 13:15:44;10,8;64,2
4;2022-05-23 13:17:44;9,5;65,8
5;2022-05-23 13:19:44;8,5;68,6
6;2022-05-23 13:21:44;7,8;70,3
7;2022-05-23 13:23:44;7,4;72
8;2022-05-23 13:25:44;6,7;67,5
9;2022-05-23 13:27:44;6;69,7
10;2022-05-23 13:29:44;5,6;76,2
11;2022-05-23 13:31:44;5,7;78,8
12;2022-05-23 13:33:44;5,7;82,8
13;2022-05-23 13:35:44;6;87,1
14;2022-05-23 13:37:44;6;82,2
15;2022-05-23 13:39:44;5,6;76,3
16;2022-05-23 13:41:44;5,1;75,2
17;2022-05-23 13:43:44;4,7;78,1
18;2022-05-23 13:45:44;4,6;81
19;2022-05-23 13:47:44;4,5;83,9
20;2022-05-23 13:49:44;4,6;84,7
21;2022-05-23 13:51:44;4,6;86,2
22;2022-05-23 13:53:44;5;89,2
23;2022-05-23 13:55:44;5;86,9
24;2022-05-23 13:57:44;4,4;75,6
25;2022-05-23 13:59:44;3,8;76,8
26;2022-05-23 14:01:44;3,6;81,1
27;2022-05-23 14:03:44;3,6;82,6
28;2022-05-23 14:05:44;3,7;86
29;2022-05-23 14:07:44;3,9;87,4
30;2022-05-23 14:09:44;4,1;88,4
31;2022-05-23 14:11:44;4,3;89,8
32;2022-05-23 14:13:44;4,5;89,4
33;2022-05-23 14:15:44;4,7;90,7
34;2022-05-23 14:17:44;4,9;90,6
35;2022-05-23 14:19:44;5;89,2
36;2022-05-23 14:21:44;4,8;83,3
37;2022-05-23 14:23:44;4,4;81,9
38;2022-05-23 14:25:44;4,3;84,1
39;2022-05-23 14:27:44;4,3;86,2
40;2022-05-23 14:29:44;4,3;88,2
41;2022-05-23 14:31:44;4,5;89,1
42;2022-05-23 14:33:44;4,6;90
43;2022-05-23 14:35:44;4,8;90,8
44;2022-05-23 14:37:44;5;90,6
45;2022-05-23 14:39:44;4,9;87,5
46;2022-05-23 14:41:44;4,8;86
47;2022-05-23 14:43:44;4,7;86,5
48;2022-05-23 14:45:44;4,6;87,3
49;2022-05-23 14:47:44;4,7;88,5
50;2022-05-23 14:49:44;4,8;89,4
51;2022-05-23 14:51:44;4,9;89,9
52;2022-05-23 14:53:44;5;90,7
53;2022-05-23 14:55:44;5,2;90,7
54;2022-05-23 14:57:44;5,3;91
55;2022-05-23 14:59:44;5,4;91,1
56;2022-05-23 15:01:44;5,5;91,7
57;2022-05-23 15:03:44;5,6;91,8
58;2022-05-23 15:05:44;5,7;92,2
59;2022-05-23 15:07:44;5,8;92,7
60;2022-05-23 15:09:44;5,9;92,8
61;2022-05-23 15:11:44;6,1;93
62;2022-05-23 15:13:44;6,2;92,9
63;2022-05-23 15:15:44;6,3;93,1
64;2022-05-23 15:17:44;6,5;93,3
65;2022-05-23 15:19:44;6,5;93,3
66;2022-05-23 15:21:44;6,7;93,6
67;2022-05-23 15:23:44;6,8;93,4
68;2022-05-23 15:25:44;6,8;93,6
69;2022-05-23 15:27:44;7;93,7
70;2022-05-23 15:29:44;7;93,8
71;2022-05-23 15:31:44;7,2;93,8
72;2022-05-23 15:33:44;7,2;93,5
73;2022-05-23 15:35:44;7,1;90,9
74;2022-05-23 15:37:44;6,9;88,7
75;2022-05-23 15:39:44;6,6;87,4
76;2022-05-23 15:41:44;6,3;86,7
77;2022-05-23 15:43:44;6;86,3
78;2022-05-23 15:45:44;5,7;84,5
79;2022-05-23 15:47:44;5,3;83,5
80;2022-05-23 15:49:44;5;82,8
81;2022-05-23 15:51:44;4,6;82,4
82;2022-05-23 15:53:44;4,3;83,8
83;2022-05-23 15:55:44;4,2;86,8
84;2022-05-23 15:57:44;4,3;88,9
85;2022-05-23 15:59:44;4,4;90,8
86;2022-05-23 16:01:44;4,6;91,7
87;2022-05-23 16:03:44;4,7;92,8
88;2022-05-23 16:05:44;4,9;93,2
89;2022-05-23 16:07:44;4,9;89,1
90;2022-05-23 16:09:44;4,6;84,8
91;2022-05-23 16:11:44;4,3;85
92;2022-05-23 16:13:44;4,2;87,3
93;2022-05-23 16:15:44;4,2;89,6
94;2022-05-23 16:17:44;4,4;90,6
95;2022-05-23 16:19:44;4,5;91,7
96;2022-05-23 16:21:44;4,7;92,4
97;2022-05-23 16:23:44;4,9;93,1
98;2022-05-23 16:25:44;5;90,8
99;2022-05-23 16:27:44;4,7;85,2
100;2022-05-23 16:29:44;4,4;83,8
101;2022-05-23 16:31:44;4,2;86,3
102;2022-05-23 16:33:44;4,2;88,7
103;2022-05-23 16:35:44;4,3;90
104;2022-05-23 16:37:44;4,4;91,1
105;2022-05-23 16:39:44;4,6;92,3
106;2022-05-23 16:41:44;4,8;93,6
107;2022-05-23 16:43:44;5,1;93,5
108;2022-05-23 16:45:44;4,9;87
109;2022-05-23 16:47:44;4,5;83,4
110;2022-05-23 16:49:44;4,2;85,2
111;2022-05-23 16:51:44;4,2;87,8
112;2022-05-23 16:53:44;4,2;89,5
113;2022-05-23 16:55:44;4,3;90,5
114;2022-05-23 16:57:44;4,5;91,8
115;2022-05-23 16:59:44;4,7;92,4
116;2022-05-23 17:01:44;4,9;93,2
117;2022-05-23 17:03:44;5;92,3
118;2022-05-23 17:05:44;4,8;86,7
119;2022-05-23 17:07:44;4,4;83,5
120;2022-05-23 17:09:44;4,2;85,7
121;2022-05-23 17:11:44;4,2;88
122;2022-05-23 17:13:44;4,2;89,8
123;2022-05-23 17:15:44;4,4;90,7
124;2022-05-23 17:17:44;4,5;92
125;2022-05-23 17:19:44;4,6;92,2
126;2022-05-23 17:21:44;4,9;92,9
127;2022-05-23 17:23:44;5;91,8
128;2022-05-23 17:25:44;4,7;86,2
129;2022-05-23 17:27:44;4,4;84,2
130;2022-05-23 17:29:44;4,2;86,2
131;2022-05-23 17:31:44;4,2;88,4
132;2022-05-23 17:33:44;4,2;90,3
133;2022-05-23 17:35:44;4,4;91,4
134;2022-05-23 17:37:44;4,5;91,9
135;2022-05-23 17:39:44;4,7;92,6
136;2022-05-23 17:41:44;4,9;93,1
137;2022-05-23 17:43:44;4,9;90,2
138;2022-05-23 17:45:44;4,6;84,7
139;2022-05-23 17:47:44;4,3;84,6
140;2022-05-23 17:49:44;4,2;87,1
141;2022-05-23 17:51:44;4,2;89,1
142;2022-05-23 17:53:44;4,3;90,5
143;2022-05-23 17:55:44;4,4;91,7
144;2022-05-23 17:57:44;4,6;92,3
145;2022-05-23 17:59:44;4,8;92,7
146;2022-05-23 18:01:44;4,9;93,2
147;2022-05-23 18:03:44;4,9;89,1
148;2022-05-23 18:05:44;4,6;84,5
