Informe de datos;;;;;
Archivo creado el:2022-05-28 18:46:26;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:10
Espacio total;16000;Presiona el botón;Inhabilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V226;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:60,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2103;;MKT;21,3;
Primera lectura;2022-05-21 11:33:10;;Última lectura;2022-05-28 18:43:10;
Máximo(Temperatura);25,6°C;;Mínimo(Temperatura);17,6°C;
Promedio(Temperatura);21,1°C;;Tiempo de grabación;7D 7H 10M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);77,9%;;Mínimo(Humedad);53,9%;
Promedio(Humedad);68,3%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:33:10;23,9;60,3;;
2;2022-05-21 11:38:10;22,6;63;;
3;2022-05-21 11:43:10;22,2;66,1;;
4;2022-05-21 11:48:10;21,7;65,6;;
5;2022-05-21 11:53:10;21,1;66,4;;
6;2022-05-21 11:58:10;20,9;67,3;;
7;2022-05-21 12:03:10;23,5;69,5;;
8;2022-05-21 12:08:10;24,4;67;;
9;2022-05-21 12:13:10;24,7;61,4;;
10;2022-05-21 12:18:10;23,1;62,6;;
11;2022-05-21 12:23:10;22,1;63,4;;
12;2022-05-21 12:28:10;21,5;64,2;;
13;2022-05-21 12:33:10;22,6;70,3;;
14;2022-05-21 12:38:10;24,8;72,6;;
15;2022-05-21 12:43:10;25,1;63,9;;
16;2022-05-21 12:48:10;23,8;64,1;;
17;2022-05-21 12:53:10;23;64,9;;
18;2022-05-21 12:58:10;22,5;65,7;;
19;2022-05-21 13:03:10;22,3;66,2;;
20;2022-05-21 13:08:10;22,3;66,2;;
21;2022-05-21 13:13:10;22,4;65,7;;
22;2022-05-21 13:18:10;22,5;66,2;;
23;2022-05-21 13:23:10;22,7;66,2;;
24;2022-05-21 13:28:10;22,8;66,3;;
25;2022-05-21 13:33:10;22,9;66,3;;
26;2022-05-21 13:38:10;22,9;65,8;;
27;2022-05-21 13:43:10;23;66,3;;
28;2022-05-21 13:48:10;23;65,8;;
29;2022-05-21 13:53:10;23;66,3;;
30;2022-05-21 13:58:10;22,9;66,3;;
31;2022-05-21 14:03:10;22,9;66,7;;
32;2022-05-21 14:08:10;22,9;66,7;;
33;2022-05-21 14:13:10;22,9;67,2;;
34;2022-05-21 14:18:10;22,8;67,2;;
35;2022-05-21 14:23:10;22,8;67,6;;
36;2022-05-21 14:28:10;22,7;68,1;;
37;2022-05-21 14:33:10;22,7;67,6;;
38;2022-05-21 14:38:10;22,5;67,6;;
39;2022-05-21 14:43:10;22,4;67,6;;
40;2022-05-21 14:48:10;22,4;67,1;;
41;2022-05-21 14:53:10;22,4;67,1;;
42;2022-05-21 14:58:10;22,3;67,6;;
43;2022-05-21 15:03:10;22,3;67,6;;
44;2022-05-21 15:08:10;22,3;67,1;;
45;2022-05-21 15:13:10;22,3;67,1;;
46;2022-05-21 15:18:10;22,3;67,1;;
47;2022-05-21 15:23:10;22,3;67,1;;
48;2022-05-21 15:28:10;22,2;67,1;;
49;2022-05-21 15:33:10;22,2;67,1;;
50;2022-05-21 15:38:10;22,2;67,1;;
51;2022-05-21 15:43:10;22,2;67,1;;
52;2022-05-21 15:48:10;22,2;67,1;;
53;2022-05-21 15:53:10;22,2;67,1;;
54;2022-05-21 15:58:10;22,2;67,5;;
55;2022-05-21 16:03:10;22,2;68;;
56;2022-05-21 16:08:10;22,2;68;;
57;2022-05-21 16:13:10;22,1;68,4;;
58;2022-05-21 16:18:10;22,1;68,4;;
59;2022-05-21 16:23:10;22;69,3;;
60;2022-05-21 16:28:10;21,9;70,2;;
61;2022-05-21 16:33:10;21,9;70,2;;
62;2022-05-21 16:38:10;21,8;71,1;;
63;2022-05-21 16:43:10;21,7;71,1;;
64;2022-05-21 16:48:10;21,7;71,1;;
65;2022-05-21 16:53:10;21,6;70,6;;
66;2022-05-21 16:58:10;21,5;70,1;;
67;2022-05-21 17:03:10;21,4;69,7;;
68;2022-05-21 17:08:10;21,3;69,2;;
69;2022-05-21 17:13:10;21,3;68,7;;
70;2022-05-21 17:18:10;21,2;68,7;;
71;2022-05-21 17:23:10;21,1;68,3;;
72;2022-05-21 17:28:10;21;68,7;;
73;2022-05-21 17:33:10;21;68,7;;
74;2022-05-21 17:38:10;20,9;68,7;;
75;2022-05-21 17:43:10;20,9;68,7;;
76;2022-05-21 17:48:10;20,9;68,7;;
77;2022-05-21 17:53:10;20,8;69,1;;
78;2022-05-21 17:58:10;20,8;69,1;;
79;2022-05-21 18:03:10;20,7;69,5;;
80;2022-05-21 18:08:10;20,6;69,5;;
81;2022-05-21 18:13:10;20,6;69,5;;
82;2022-05-21 18:18:10;20,6;70;;
83;2022-05-21 18:23:10;20,5;70;;
84;2022-05-21 18:28:10;20,5;69,9;;
85;2022-05-21 18:33:10;20,5;70,4;;
86;2022-05-21 18:38:10;20,5;70,4;;
87;2022-05-21 18:43:10;20,4;70,4;;
88;2022-05-21 18:48:10;20,4;70,4;;
89;2022-05-21 18:53:10;20,4;70,4;;
90;2022-05-21 18:58:10;20,4;70,8;;
91;2022-05-21 19:03:10;20,3;70,8;;
92;2022-05-21 19:08:10;20,3;71,2;;
93;2022-05-21 19:13:10;20,3;71,2;;
94;2022-05-21 19:18:10;20,3;71,2;;
95;2022-05-21 19:23:10;20,2;71,2;;
96;2022-05-21 19:28:10;20,2;71,2;;
97;2022-05-21 19:33:10;20,2;71,2;;
98;2022-05-21 19:38:10;20,1;71,2;;
99;2022-05-21 19:43:10;20,1;71,6;;
100;2022-05-21 19:48:10;20,1;71,6;;
101;2022-05-21 19:53:10;20;71,6;;
102;2022-05-21 19:58:10;20;71,6;;
103;2022-05-21 20:03:10;20;71,6;;
104;2022-05-21 20:08:10;19,9;71,6;;
105;2022-05-21 20:13:10;19,9;71,6;;
106;2022-05-21 20:18:10;19,8;71,6;;
107;2022-05-21 20:23:10;19,8;71,6;;
108;2022-05-21 20:28:10;19,8;71,6;;
109;2022-05-21 20:33:10;19,8;71,6;;
110;2022-05-21 20:38:10;19,8;71,6;;
111;2022-05-21 20:43:10;19,7;71,6;;
112;2022-05-21 20:48:10;19,7;71,6;;
113;2022-05-21 20:53:10;19,6;71,6;;
114;2022-05-21 20:58:10;19,6;71,1;;
115;2022-05-21 21:03:10;19,6;71,1;;
116;2022-05-21 21:08:10;19,5;71,1;;
117;2022-05-21 21:13:10;19,5;71,1;;
118;2022-05-21 21:18:10;19,5;71,5;;
119;2022-05-21 21:23:10;19,5;71,5;;
120;2022-05-21 21:28:10;19,4;71,5;;
121;2022-05-21 21:33:10;19,4;71,1;;
122;2022-05-21 21:38:10;19,3;71,5;;
123;2022-05-21 21:43:10;19,3;71,5;;
124;2022-05-21 21:48:10;19,3;71,5;;
125;2022-05-21 21:53:10;19,3;71,1;;
126;2022-05-21 21:58:10;19,3;71;;
127;2022-05-21 22:03:10;19,2;71,5;;
128;2022-05-21 22:08:10;19,2;71;;
129;2022-05-21 22:13:10;19,2;71;;
130;2022-05-21 22:18:10;19,2;71;;
131;2022-05-21 22:23:10;19,2;71;;
132;2022-05-21 22:28:10;19,1;71;;
133;2022-05-21 22:33:10;19,1;71;;
134;2022-05-21 22:38:10;19,1;71;;
135;2022-05-21 22:43:10;19;71;;
136;2022-05-21 22:48:10;19;71;;
137;2022-05-21 22:53:10;19;71;;
138;2022-05-21 22:58:10;18,9;71;;
139;2022-05-21 23:03:10;18,9;71;;
140;2022-05-21 23:08:10;18,8;71;;
141;2022-05-21 23:13:10;18,8;71;;
142;2022-05-21 23:18:10;18,8;71;;
143;2022-05-21 23:23:10;18,8;70,9;;
144;2022-05-21 23:28:10;18,7;70,9;;
145;2022-05-21 23:33:10;18,7;70,9;;
146;2022-05-21 23:38:10;18,7;70,9;;
147;2022-05-21 23:43:10;18,7;70,9;;
148;2022-05-21 23:48:10;18,6;71,4;;
149;2022-05-21 23:53:10;18,6;71,4;;
150;2022-05-21 23:58:10;18,6;71,3;;
151;2022-05-22 00:03:10;18,6;70,9;;
152;2022-05-22 00:08:10;18,6;71,3;;
153;2022-05-22 00:13:10;18,6;71,3;;
154;2022-05-22 00:18:10;18,5;70,9;;
155;2022-05-22 00:23:10;18,5;71,3;;
156;2022-05-22 00:28:10;18,5;70,9;;
157;2022-05-22 00:33:10;18,5;70,9;;
158;2022-05-22 00:38:10;18,4;70,9;;
159;2022-05-22 00:43:10;18,4;70,9;;
160;2022-05-22 00:48:10;18,3;70,9;;
161;2022-05-22 00:53:10;18,3;70,9;;
162;2022-05-22 00:58:10;18,3;70,9;;
163;2022-05-22 01:03:10;18,3;70,9;;
164;2022-05-22 01:08:10;18,2;70,8;;
165;2022-05-22 01:13:10;18,2;70,8;;
166;2022-05-22 01:18:10;18,2;70,8;;
167;2022-05-22 01:23:10;18,1;70,8;;
168;2022-05-22 01:28:10;18,1;70,8;;
169;2022-05-22 01:33:10;18,1;71,3;;
170;2022-05-22 01:38:10;18,1;71,2;;
171;2022-05-22 01:43:10;18,1;71,2;;
172;2022-05-22 01:48:10;18;71,2;;
173;2022-05-22 01:53:10;18;71,2;;
174;2022-05-22 01:58:10;18;71,2;;
175;2022-05-22 02:03:10;18;71,2;;
176;2022-05-22 02:08:10;18;71,2;;
177;2022-05-22 02:13:10;18;71,2;;
178;2022-05-22 02:18:10;18;71,2;;
179;2022-05-22 02:23:10;17,9;71,2;;
180;2022-05-22 02:28:10;17,9;71,2;;
181;2022-05-22 02:33:10;17,9;71,2;;
182;2022-05-22 02:38:10;17,8;71,2;;
