RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V546;;
Number;V552;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2814;;
Temperature Maximum;22,1°C;;
Temperature Minimum;11,7°C;;
Temperature Average;17,3°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;99,9%RH;;
Humidity Minimum;1%RH;;
Humidity Average;59%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;09-05-2022 14:52;;
End Time;19-05-2022 9:17;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-09 14:52;19,2;55,6
2;2022-05-09 14:57;20,1;56,2
3;2022-05-09 15:02;19,5;58,3
4;2022-05-09 15:07;19,2;53,9
5;2022-05-09 15:12;19,1;54,4
6;2022-05-09 15:17;19,1;55,8
7;2022-05-09 15:22;19,1;55,8
8;2022-05-09 15:27;19,1;55,8
9;2022-05-09 15:32;19,1;53,3
10;2022-05-09 15:37;19,1;52,8
11;2022-05-09 15:42;19,2;52,8
12;2022-05-09 15:47;19,2;52,2
13;2022-05-09 15:52;19,2;53,8
14;2022-05-09 15:57;19,2;53,8
15;2022-05-09 16:02;19,3;54,2
16;2022-05-09 16:07;19,3;54,2
17;2022-05-09 16:12;19,3;54,2
18;2022-05-09 16:17;19,3;54,7
19;2022-05-09 16:22;19,3;54,7
20;2022-05-09 16:27;19,3;55,3
21;2022-05-09 16:32;19,3;54,4
22;2022-05-09 16:37;19,3;54
23;2022-05-09 16:42;19,3;54
24;2022-05-09 16:47;19,4;52,5
25;2022-05-09 16:52;19,4;51,9
26;2022-05-09 16:57;19,4;51,9
27;2022-05-09 17:02;19,3;51,9
28;2022-05-09 17:07;19,3;51,9
29;2022-05-09 17:12;19,3;51,9
30;2022-05-09 17:17;19,2;51,8
31;2022-05-09 17:22;19,2;51,8
32;2022-05-09 17:27;19,1;51,8
33;2022-05-09 17:32;19,1;51,8
34;2022-05-09 17:37;19,1;51,8
35;2022-05-09 17:42;19;51,8
36;2022-05-09 17:47;18,9;52,3
37;2022-05-09 17:52;18,9;52,3
38;2022-05-09 17:57;18,8;52,3
39;2022-05-09 18:02;18,8;52,3
40;2022-05-09 18:07;18,7;52,3
41;2022-05-09 18:12;18,6;52,3
42;2022-05-09 18:17;18,6;52,3
43;2022-05-09 18:22;18,5;52,3
44;2022-05-09 18:27;18,4;52,3
45;2022-05-09 18:32;18,4;52,8
46;2022-05-09 18:37;18,3;52,8
47;2022-05-09 18:42;18,2;52,8
48;2022-05-09 18:47;18,1;52,8
49;2022-05-09 18:52;18,1;52,8
50;2022-05-09 18:57;18;52,8
51;2022-05-09 19:02;18;53,3
52;2022-05-09 19:07;17,9;53,8
