Informe de datos;;;;;
Archivo creado el:2022-05-28 18:37:12;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:40
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V733;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2101;;MKT;20,7;
Primera lectura;2022-05-21 11:33:40;;Última lectura;2022-05-28 18:33:40;
Máximo(Temperatura);25,0°C;;Mínimo(Temperatura);17,8°C;
Promedio(Temperatura);20,6°C;;Tiempo de grabación;7D 7H 0M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,0%;;Mínimo(Humedad);55,7%;
Promedio(Humedad);69,8%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:33:40;24;59,8;;
2;2022-05-21 11:38:40;23,3;62;;
3;2022-05-21 11:43:40;22,5;63,8;;
4;2022-05-21 11:48:40;21,8;64,6;;
5;2022-05-21 11:53:40;21,3;65,5;;
6;2022-05-21 11:58:40;21;66,3;;
7;2022-05-21 12:03:40;20,8;67,2;;
8;2022-05-21 12:08:40;20,6;67,6;;
9;2022-05-21 12:13:40;20,5;68,1;;
10;2022-05-21 12:18:40;20,5;68,1;;
11;2022-05-21 12:23:40;20,4;68,5;;
12;2022-05-21 12:28:40;20,4;68,9;;
13;2022-05-21 12:33:40;20,4;68,9;;
14;2022-05-21 12:38:40;20,3;68,9;;
15;2022-05-21 12:43:40;20,3;69,4;;
16;2022-05-21 12:48:40;20,3;69,4;;
17;2022-05-21 12:53:40;20,3;69,4;;
18;2022-05-21 12:58:40;20,3;69,8;;
19;2022-05-21 13:03:40;20,3;69,8;;
20;2022-05-21 13:08:40;23,7;76,5;;
21;2022-05-21 13:13:40;23,2;65,8;;
22;2022-05-21 13:18:40;22,6;66,1;;
23;2022-05-21 13:23:40;22,4;67;;
24;2022-05-21 13:28:40;22,3;67,5;;
25;2022-05-21 13:33:40;22,3;67,5;;
26;2022-05-21 13:38:40;22,3;67,5;;
27;2022-05-21 13:43:40;22,4;67;;
28;2022-05-21 13:48:40;22,4;67;;
29;2022-05-21 13:53:40;22,4;67,5;;
30;2022-05-21 13:58:40;22,4;67,5;;
31;2022-05-21 14:03:40;22,4;67,9;;
32;2022-05-21 14:08:40;22,4;67,9;;
33;2022-05-21 14:13:40;22,4;67,9;;
34;2022-05-21 14:18:40;22,4;67,9;;
35;2022-05-21 14:23:40;22,4;68,8;;
36;2022-05-21 14:28:40;22,3;68,8;;
37;2022-05-21 14:33:40;22,2;68,4;;
38;2022-05-21 14:38:40;22,2;68,3;;
39;2022-05-21 14:43:40;22,1;67,9;;
40;2022-05-21 14:48:40;22,1;67,9;;
41;2022-05-21 14:53:40;22;67,9;;
42;2022-05-21 14:58:40;22;68,3;;
43;2022-05-21 15:03:40;21,9;68,3;;
44;2022-05-21 15:08:40;21,9;67,8;;
45;2022-05-21 15:13:40;21,9;67,8;;
46;2022-05-21 15:18:40;21,9;67,8;;
47;2022-05-21 15:23:40;21,9;67,8;;
