Informe de datos;;;;;
Archivo creado el:2022-05-28 18:20:03;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:46
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V821;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2098;;MKT;20,9;
Primera lectura;2022-05-21 11:32:46;;Última lectura;2022-05-28 18:17:46;
Máximo(Temperatura);25,4°C;;Mínimo(Temperatura);17,6°C;
Promedio(Temperatura);20,8°C;;Tiempo de grabación;7D 6H 45M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);78,8%;;Mínimo(Humedad);54,3%;
Promedio(Humedad);68,9%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:46;24,3;58,4;;
2;2022-05-21 11:37:46;23;62,1;;
3;2022-05-21 11:42:46;22,2;63,9;;
4;2022-05-21 11:47:46;21,8;64,7;;
5;2022-05-21 11:52:46;21,3;66;;
6;2022-05-21 11:57:46;21;66,4;;
7;2022-05-21 12:02:46;20,8;67,3;;
8;2022-05-21 12:07:46;20,5;67,7;;
9;2022-05-21 12:12:46;20,4;68,1;;
10;2022-05-21 12:17:46;20,3;68,6;;
11;2022-05-21 12:22:46;20,3;69;;
12;2022-05-21 12:27:46;20,2;69,4;;
13;2022-05-21 12:32:46;20,2;69,4;;
14;2022-05-21 12:37:46;20,7;70,9;;
15;2022-05-21 12:42:46;21,1;70,1;;
16;2022-05-21 12:47:46;21,4;68,7;;
17;2022-05-21 12:52:46;21,4;68,8;;
18;2022-05-21 12:57:46;21,5;68,8;;
19;2022-05-21 13:02:46;22,2;68,5;;
20;2022-05-21 13:07:46;22,1;67,1;;
21;2022-05-21 13:12:46;22,1;66,6;;
22;2022-05-21 13:17:46;22,1;66,6;;
23;2022-05-21 13:22:46;22,2;66,6;;
24;2022-05-21 13:27:46;22,3;67,1;;
25;2022-05-21 13:32:46;22,4;67,1;;
26;2022-05-21 13:37:46;22,5;66,7;;
27;2022-05-21 13:42:46;22,5;66,2;;
28;2022-05-21 13:47:46;22,6;66,2;;
29;2022-05-21 13:52:46;22,5;66,2;;
30;2022-05-21 13:57:46;22,5;66,7;;
31;2022-05-21 14:02:46;22,5;67,1;;
32;2022-05-21 14:07:46;22,5;67,1;;
33;2022-05-21 14:12:46;22,4;67,1;;
34;2022-05-21 14:17:46;22,4;67,1;;
35;2022-05-21 14:22:46;22,3;68;;
36;2022-05-21 14:27:46;22,3;68,5;;
37;2022-05-21 14:32:46;22,2;67,5;;
38;2022-05-21 14:37:46;22,2;67,5;;
39;2022-05-21 14:42:46;22,1;67,5;;
40;2022-05-21 14:47:46;22,1;67,5;;
41;2022-05-21 14:52:46;22;67,5;;
42;2022-05-21 14:57:46;22;67,5;;
43;2022-05-21 15:02:46;22;67,5;;
44;2022-05-21 15:07:46;21,9;67,5;;
45;2022-05-21 15:12:46;21,9;67,5;;
46;2022-05-21 15:17:46;21,9;67,5;;
47;2022-05-21 15:22:46;21,9;67,5;;
