Informe de datos;;;;;
Archivo creado el:2022-05-28 17:56:07;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:18:12
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V770;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2096;;MKT;20,1;
Primera lectura;2022-05-21 11:18:12;;Última lectura;2022-05-28 17:53:12;
Máximo(Temperatura);26,2°C;;Mínimo(Temperatura);18,9°C;
Promedio(Temperatura);20,1°C;;Tiempo de grabación;7D 6H 35M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);77,2%;;Mínimo(Humedad);59,0%;
Promedio(Humedad);71,7%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:18:12;21,5;65,1;;
2;2022-05-21 11:23:12;21,7;65,1;;
3;2022-05-21 11:28:12;21,1;66,4;;
4;2022-05-21 11:33:12;20,8;66,8;;
5;2022-05-21 11:38:12;20,6;67,7;;
6;2022-05-21 11:43:12;20,4;68,6;;
7;2022-05-21 11:48:12;20,3;69;;
8;2022-05-21 11:53:12;20,3;69,4;;
9;2022-05-21 11:58:12;20,3;69,4;;
10;2022-05-21 12:03:12;20,3;69,4;;
11;2022-05-21 12:08:12;20,3;69,4;;
12;2022-05-21 12:13:12;20,2;69,8;;
13;2022-05-21 12:18:12;20,2;69,8;;
14;2022-05-21 12:23:12;20,2;69,8;;
15;2022-05-21 12:28:12;20,2;69,8;;
16;2022-05-21 12:33:12;20,2;69,8;;
17;2022-05-21 12:38:12;20,2;70,3;;
18;2022-05-21 12:43:12;20,2;70,3;;
19;2022-05-21 12:48:12;20,2;70,7;;
20;2022-05-21 12:53:12;20,2;70,7;;
21;2022-05-21 12:58:12;20,2;70,7;;
22;2022-05-21 13:03:12;20,2;71,2;;
23;2022-05-21 13:08:12;20,2;71,2;;
24;2022-05-21 13:13:12;20,3;71,2;;
25;2022-05-21 13:18:12;20,3;71,2;;
26;2022-05-21 13:23:12;20,3;71,6;;
27;2022-05-21 13:28:12;20,3;71,7;;
28;2022-05-21 13:33:12;20,3;71,7;;
29;2022-05-21 13:38:12;20,4;72,1;;
30;2022-05-21 13:43:12;20,4;72,1;;
31;2022-05-21 13:48:12;20,4;72,1;;
32;2022-05-21 13:53:12;20,5;72,1;;
33;2022-05-21 13:58:12;20,5;72,1;;
34;2022-05-21 14:03:12;20,5;72,1;;
35;2022-05-21 14:08:12;20,5;72,1;;
36;2022-05-21 14:13:12;20,5;72,6;;
37;2022-05-21 14:18:12;20,5;72,6;;
38;2022-05-21 14:23:12;20,5;72,6;;
39;2022-05-21 14:28:12;20,5;73;;
40;2022-05-21 14:33:12;20,5;73;;
41;2022-05-21 14:38:12;20,5;73;;
42;2022-05-21 14:43:12;20,5;73;;
43;2022-05-21 14:48:12;20,5;73;;
44;2022-05-21 14:53:12;20,5;72,6;;
45;2022-05-21 14:58:12;20,5;72,6;;
46;2022-05-21 15:03:12;20,5;72,6;;
