RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V549;;
Number;719AH10139;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3611;;
Temperature Maximum;24,9°C;;
Temperature Minimum;12,8°C;;
Temperature Average;17,3°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;68,7%RH;;
Humidity Minimum;47%RH;;
Humidity Average;58%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:56;;
End Time;28-05-2022 22:46;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:56:14;18,8;50,1
2;2022-05-16 10:01:14;18,6;48,5
3;2022-05-16 10:06:14;18,4;49
4;2022-05-16 10:11:14;18,3;49
5;2022-05-16 10:16:14;18,2;49,5
6;2022-05-16 10:21:14;18,1;49,5
7;2022-05-16 10:26:14;17,9;49,4
8;2022-05-16 10:31:14;17,8;49,4
9;2022-05-16 10:36:14;17,7;49,4
10;2022-05-16 10:41:14;17,6;49,9
11;2022-05-16 10:46:14;17,6;49,9
12;2022-05-16 10:51:14;17,5;50,4
13;2022-05-16 10:56:14;17,5;50,4
14;2022-05-16 11:01:14;17,4;50,4
15;2022-05-16 11:06:14;17,4;50,9
16;2022-05-16 11:11:14;17,4;51,4
17;2022-05-16 11:16:14;17,3;51,4
18;2022-05-16 11:21:14;17,3;51,4
19;2022-05-16 11:26:14;17,3;51,4
20;2022-05-16 11:31:14;17,3;51,4
21;2022-05-16 11:36:14;17,2;51,4
22;2022-05-16 11:41:14;17,2;51,4
23;2022-05-16 11:46:14;17,2;51,4
24;2022-05-16 11:51:14;17,2;51,9
25;2022-05-16 11:56:14;17,3;51,9
26;2022-05-16 12:01:14;17,3;51,9
27;2022-05-16 12:06:14;17,3;51,9
28;2022-05-16 12:11:14;17,3;51,9
29;2022-05-16 12:16:14;17,3;51,9
30;2022-05-16 12:21:14;17,3;51,9
31;2022-05-16 12:26:14;17,3;51,9
32;2022-05-16 12:31:14;17,3;51,9
