RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;C057;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;1976;;
Temperature Maximum;24,4°C;;
Temperature Minimum;12,7°C;;
Temperature Average;16,8°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;76,4%RH;;
Humidity Minimum;4,9%RH;;
Humidity Average;60%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;01-04-2022 17:14;;
End Time;08-04-2022 13:49;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-04-23 10:16;19;50,7
2;2022-04-23 10:21;18,9;49,2
3;2022-04-23 10:26;17,7;53,5
4;2022-04-23 10:31;17,4;54,5
5;2022-04-23 10:36;17,4;55
6;2022-04-23 10:41;17,4;55,4
7;2022-04-23 10:46;17,4;55,4
8;2022-04-23 10:51;17,4;55,9
9;2022-04-23 10:56;17,5;55,9
10;2022-04-23 11:01;17,6;55,5
11;2022-04-23 11:06;17,6;55,5
12;2022-04-23 11:11;17,7;55,5
13;2022-04-23 11:16;17,8;55,5
14;2022-04-23 11:21;17,8;55,5
15;2022-04-23 11:26;17,8;55,5
16;2022-04-23 11:31;17,9;55,5
17;2022-04-23 11:36;18;55,1
18;2022-04-23 11:41;18;55,1
19;2022-04-23 11:46;18,2;55,1
20;2022-04-23 11:51;18,2;54,6
21;2022-04-23 11:56;18,3;54,6
22;2022-04-23 12:01;18,4;54,6
23;2022-04-23 12:06;18,5;54,6
24;2022-04-23 12:11;18,6;54,2
25;2022-04-23 12:16;18,6;53,7
26;2022-04-23 12:21;18,6;53,7
27;2022-04-23 12:26;18,7;53,7
28;2022-04-23 12:31;18,8;53,7
29;2022-04-23 12:36;18,8;53,7
30;2022-04-23 12:41;18,9;53,2
31;2022-04-23 12:46;18,9;53,2
32;2022-04-23 12:51;19;53,2
33;2022-04-23 12:56;19,1;52,7
34;2022-04-23 13:01;19,1;54,3
35;2022-04-23 13:06;19,2;54,3
36;2022-04-23 13:11;19,2;53,8
37;2022-04-23 13:16;19,2;53,8
38;2022-04-23 13:21;19,3;53,8
39;2022-04-23 13:26;19,3;53,8
40;2022-04-23 13:31;19,3;53,8
41;2022-04-23 13:36;19,3;53,4
42;2022-04-23 13:41;19,4;53,4
43;2022-04-23 13:46;19,4;53,4
44;2022-04-23 13:51;19,5;53,4
45;2022-04-23 13:56;19,6;53,4
46;2022-04-23 14:01;19,7;53,4
47;2022-04-23 14:06;19,7;53,4
48;2022-04-23 14:11;19,7;53,4
49;2022-04-23 14:16;19,7;52,9
50;2022-04-23 14:21;19,7;52,9
51;2022-04-23 14:26;19,7;52,9
52;2022-04-23 14:31;19,7;52,4
53;2022-04-23 14:36;19,8;52,4
54;2022-04-23 14:41;19,8;52,5
55;2022-04-23 14:46;19,8;52,5
56;2022-04-23 14:51;19,8;52,5
57;2022-04-23 14:56;19,8;52,5
58;2022-04-23 15:01;19,8;52,5
59;2022-04-23 15:06;19,8;52,5
60;2022-04-23 15:11;19,8;52,5
61;2022-04-23 15:16;19,8;52,5
62;2022-04-23 15:21;19,8;52
63;2022-04-23 15:26;19,8;52
64;2022-04-23 15:31;19,8;52
65;2022-04-23 15:36;19,8;52
66;2022-04-23 15:41;19,8;52
67;2022-04-23 15:46;19,8;51,5
68;2022-04-23 15:51;19,8;51,5
69;2022-04-23 15:56;19,8;51,5
70;2022-04-23 16:01;19,8;51,5
71;2022-04-23 16:06;19,8;51
72;2022-04-23 16:11;19,8;51
73;2022-04-23 16:16;19,8;51
74;2022-04-23 16:21;19,8;50,5
75;2022-04-23 16:26;19,8;51
76;2022-04-23 16:31;19,8;50,5
77;2022-04-23 16:36;19,7;50,5
78;2022-04-23 16:41;19,7;50,5
79;2022-04-23 16:46;19,6;50,5
80;2022-04-23 16:51;19,6;50,5
81;2022-04-23 16:56;19,6;50,5
82;2022-04-23 17:01;19,5;50,5
83;2022-04-23 17:06;19,5;50,5
84;2022-04-23 17:11;19,4;51
85;2022-04-23 17:16;19,4;51
86;2022-04-23 17:21;19,3;51
87;2022-04-23 17:26;19,3;51
88;2022-04-23 17:31;19,3;51
89;2022-04-23 17:36;19,2;51,5
90;2022-04-23 17:41;19,2;51,5
91;2022-04-23 17:46;19,2;51,5
92;2022-04-23 17:51;19,1;51,4
93;2022-04-23 17:56;19,1;51,4
94;2022-04-23 18:01;19;51,4
95;2022-04-23 18:06;19;51,9
96;2022-04-23 18:11;19;51,9
97;2022-04-23 18:16;18,9;51,9
98;2022-04-23 18:21;18,9;52,4
99;2022-04-23 18:26;18,8;52,4
100;2022-04-23 18:31;18,8;52,4
101;2022-04-23 18:36;18,7;52,9
102;2022-04-23 18:41;18,7;52,9
103;2022-04-23 18:46;18,7;53,4
104;2022-04-23 18:51;18,6;53,4
105;2022-04-23 18:56;18,6;53,8
106;2022-04-23 19:01;18,6;53,8
107;2022-04-23 19:06;18,6;54,3
108;2022-04-23 19:11;18,6;54,3
109;2022-04-23 19:16;18,6;54,3
110;2022-04-23 19:21;18,6;54,3
111;2022-04-23 19:26;18,5;54,3
112;2022-04-23 19:31;18,5;54,8
113;2022-04-23 19:36;18,5;54,8
114;2022-04-23 19:41;18,5;54,8
115;2022-04-23 19:46;18,4;54,8
116;2022-04-23 19:51;18,4;54,8
117;2022-04-23 19:56;18,4;54,8
118;2022-04-23 20:01;18,4;54,8
119;2022-04-23 20:06;18,3;55,3
120;2022-04-23 20:11;18,3;55,3
121;2022-04-23 20:16;18,3;55,3
122;2022-04-23 20:21;18,3;55,3
123;2022-04-23 20:26;18,2;55,2
124;2022-04-23 20:31;18,2;55,2
125;2022-04-23 20:36;18,2;55,2
126;2022-04-23 20:41;18,2;55,2
127;2022-04-23 20:46;18,1;55,2
128;2022-04-23 20:51;18,1;55,2
129;2022-04-23 20:56;18,1;55,2
130;2022-04-23 21:01;18;55,2
131;2022-04-23 21:06;18;55,2
132;2022-04-23 21:11;18;55,2
133;2022-04-23 21:16;18;55,2
134;2022-04-23 21:21;18;55,2
135;2022-04-23 21:26;17,9;55,2
136;2022-04-23 21:31;17,9;55,7
137;2022-04-23 21:36;17,9;55,7
138;2022-04-23 21:41;17,9;55,7
139;2022-04-23 21:46;17,8;55,7
140;2022-04-23 21:51;17,8;55,7
141;2022-04-23 21:56;17,8;55,7
142;2022-04-23 22:01;17,7;55,7
143;2022-04-23 22:06;17,7;55,7
144;2022-04-23 22:11;17,7;56,2
145;2022-04-23 22:16;17,6;56,1
146;2022-04-23 22:21;17,6;56,1
147;2022-04-23 22:26;17,6;56,1
148;2022-04-23 22:31;17,5;56,1
149;2022-04-23 22:36;17,5;56,1
150;2022-04-23 22:41;17,5;56,1
151;2022-04-23 22:46;17,4;56,1
152;2022-04-23 22:51;17,4;56,1
153;2022-04-23 22:56;17,4;56,6
154;2022-04-23 23:01;17,3;56,6
155;2022-04-23 23:06;17,3;56,6
156;2022-04-23 23:11;17,2;56,6
157;2022-04-23 23:16;17,1;56,6
158;2022-04-23 23:21;17,1;56,6
159;2022-04-23 23:26;17;56,6
160;2022-04-23 23:31;17;56,6
161;2022-04-23 23:36;17;57
162;2022-04-23 23:41;17;57
163;2022-04-23 23:46;16,9;57
164;2022-04-23 23:51;16,9;57
165;2022-04-23 23:56;16,9;57
166;2022-04-24 0:01;16,9;57
167;2022-04-24 0:06;16,8;57,5
168;2022-04-24 0:11;16,8;57,5
169;2022-04-24 0:16;16,7;57,5
170;2022-04-24 0:21;16,7;57,5
171;2022-04-24 0:26;16,7;57,5
172;2022-04-24 0:31;16,7;57,5
173;2022-04-24 0:36;16,7;57,5
174;2022-04-24 0:41;16,6;57,9
175;2022-04-24 0:46;16,6;57,9
176;2022-04-24 0:51;16,6;57,9
177;2022-04-24 0:56;16,5;57,9
178;2022-04-24 1:01;16,5;57,9
179;2022-04-24 1:06;16,4;57,9
180;2022-04-24 1:11;16,3;57,9
181;2022-04-24 1:16;16,3;58,4
182;2022-04-24 1:21;16,2;58,4
183;2022-04-24 1:26;16,2;58,4
184;2022-04-24 1:31;16,1;58,3
185;2022-04-24 1:36;16;58,3
186;2022-04-24 1:41;16;58,8
187;2022-04-24 1:46;16;58,8
188;2022-04-24 1:51;15,9;58,8
189;2022-04-24 1:56;15,9;58,8
190;2022-04-24 2:01;15,8;58,8
191;2022-04-24 2:06;15,8;58,8
192;2022-04-24 2:11;15,8;58,7
193;2022-04-24 2:16;15,8;59,2
194;2022-04-24 2:21;15,7;59,2
195;2022-04-24 2:26;15,7;59,2
196;2022-04-24 2:31;15,6;59,2
197;2022-04-24 2:36;15,6;59,2
198;2022-04-24 2:41;15,6;59,7
199;2022-04-24 2:46;15,5;59,6
200;2022-04-24 2:51;15,5;59,6
201;2022-04-24 2:56;15,4;59,6
202;2022-04-24 3:01;15,4;59,6
203;2022-04-24 3:06;15,4;59,6
204;2022-04-24 3:11;15,3;59,6
205;2022-04-24 3:16;15,3;59,6
206;2022-04-24 3:21;15,2;59,6
207;2022-04-24 3:26;15,1;59,6
208;2022-04-24 3:31;15,1;59,6
209;2022-04-24 3:36;15,1;59,6
210;2022-04-24 3:41;15;60
211;2022-04-24 3:46;15;60
212;2022-04-24 3:51;14,9;60
213;2022-04-24 3:56;14,9;60
214;2022-04-24 4:01;14,9;60
215;2022-04-24 4:06;14,8;60
216;2022-04-24 4:11;14,8;60
217;2022-04-24 4:16;14,8;60
218;2022-04-24 4:21;14,8;60,5
219;2022-04-24 4:26;14,7;60,5
220;2022-04-24 4:31;14,7;60,5
221;2022-04-24 4:36;14,7;60,4
222;2022-04-24 4:41;14,7;60,4
223;2022-04-24 4:46;14,7;60,4
224;2022-04-24 4:51;14,7;60,4
225;2022-04-24 4:56;14,6;60,4
226;2022-04-24 5:01;14,5;60,4
227;2022-04-24 5:06;14,5;60,4
228;2022-04-24 5:11;14,3;60,4
229;2022-04-24 5:16;14,3;60,4
230;2022-04-24 5:21;14,3;60,4
