Informe de datos;;;;;
Archivo creado el:2022-05-28 18:59:59;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:05
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V767;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2103;;MKT;20,8;
Primera lectura;2022-05-21 11:32:05;;Última lectura;2022-05-28 18:42:05;
Máximo(Temperatura);26,0°C;;Mínimo(Temperatura);17,8°C;
Promedio(Temperatura);20,6°C;;Tiempo de grabación;7D 7H 10M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);78,7%;;Mínimo(Humedad);55,6%;
Promedio(Humedad);69,6%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:05;24,3;57,9;;
2;2022-05-21 11:37:05;23,5;61,1;;
3;2022-05-21 11:42:05;22,4;63,3;;
4;2022-05-21 11:47:05;22;63,7;;
5;2022-05-21 11:52:05;21,4;65;;
6;2022-05-21 11:57:05;21,1;65,9;;
7;2022-05-21 12:02:05;20,9;66,3;;
8;2022-05-21 12:07:05;20,7;67,2;;
9;2022-05-21 12:12:05;20,5;67,6;;
10;2022-05-21 12:17:05;25,8;75,1;;
11;2022-05-21 12:22:05;24,3;61,3;;
12;2022-05-21 12:27:05;22,9;62,5;;
13;2022-05-21 12:32:05;22,2;64,2;;
14;2022-05-21 12:37:05;21,9;66;;
15;2022-05-21 12:42:05;21,5;66,9;;
16;2022-05-21 12:47:05;21,3;67,3;;
17;2022-05-21 12:52:05;21,2;67,7;;
18;2022-05-21 12:57:05;21,2;68,2;;
19;2022-05-21 13:02:05;21,2;68,2;;
20;2022-05-21 13:07:05;21,4;68,7;;
21;2022-05-21 13:12:05;21,5;67,8;;
22;2022-05-21 13:17:05;21,6;67,8;;
23;2022-05-21 13:22:05;21,8;67,8;;
24;2022-05-21 13:27:05;21,9;67,8;;
25;2022-05-21 13:32:05;22;67,9;;
26;2022-05-21 13:37:05;22,1;67,9;;
27;2022-05-21 13:42:05;22,2;67,5;;
28;2022-05-21 13:47:05;22,2;67;;
29;2022-05-21 13:52:05;22,2;67,5;;
30;2022-05-21 13:57:05;22,2;67,5;;
31;2022-05-21 14:02:05;22,2;67,9;;
32;2022-05-21 14:07:05;22,2;67,9;;
33;2022-05-21 14:12:05;22,2;68,4;;
34;2022-05-21 14:17:05;22,2;67,9;;
35;2022-05-21 14:22:05;22,2;68,4;;
36;2022-05-21 14:27:05;22,2;69,3;;
37;2022-05-21 14:32:05;22,1;68,8;;
38;2022-05-21 14:37:05;22;68,3;;
39;2022-05-21 14:42:05;22;68,3;;
40;2022-05-21 14:47:05;22;67,9;;
41;2022-05-21 14:52:05;21,9;67,9;;
42;2022-05-21 14:57:05;21,9;67,9;;
43;2022-05-21 15:02:05;21,9;68,3;;
44;2022-05-21 15:07:05;21,8;67,8;;
45;2022-05-21 15:12:05;21,8;67,8;;
46;2022-05-21 15:17:05;21,8;67,8;;
47;2022-05-21 15:22:05;21,8;67,8;;
