RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V513;;
Number;V85;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3636;;
Temperature Maximum;25,4°C;;
Temperature Minimum;11,9°C;;
Temperature Average;16,5°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;65,8%RH;;
Humidity Minimum;47,5%RH;;
Humidity Average;57,7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:47;;
End Time;29-05-2022 0:42;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:47:35;19;49,7
2;2022-05-16 09:52:35;17,9;47,5
3;2022-05-16 09:57:35;17,5;47,5
4;2022-05-16 10:02:35;17,5;49
5;2022-05-16 10:07:35;17,5;49,5
6;2022-05-16 10:12:35;17,5;49,5
7;2022-05-16 10:17:35;17,5;50
8;2022-05-16 10:22:35;17,5;50
9;2022-05-16 10:27:35;17,5;50
10;2022-05-16 10:32:35;17,5;50
11;2022-05-16 10:37:35;17,5;50
12;2022-05-16 10:42:35;17,5;50,5
13;2022-05-16 10:47:35;17,4;50,5
14;2022-05-16 10:52:35;17,4;50
15;2022-05-16 10:57:35;17,4;50,5
16;2022-05-16 11:02:35;17,4;50,5
17;2022-05-16 11:07:35;17,4;50,5
18;2022-05-16 11:12:35;17,4;50,5
19;2022-05-16 11:17:35;17,3;50,5
20;2022-05-16 11:22:35;17,3;50,5
21;2022-05-16 11:27:35;17,3;50,5
22;2022-05-16 11:32:35;17,3;50,5
23;2022-05-16 11:37:35;17,2;50,5
24;2022-05-16 11:42:35;17,2;50,5
25;2022-05-16 11:47:35;17,2;50,5
26;2022-05-16 11:52:35;17,1;50,5
27;2022-05-16 11:57:35;17,1;50,5
28;2022-05-16 12:02:35;17,1;50,5
29;2022-05-16 12:07:35;17,1;50,5
30;2022-05-16 12:12:35;17,1;51
31;2022-05-16 12:17:35;17,1;51
32;2022-05-16 12:22:35;17;51
33;2022-05-16 12:27:35;17;51
34;2022-05-16 12:32:35;17;51
35;2022-05-16 12:37:35;17;51
