Informe de datos;;;;;
Archivo creado el:2022-05-28 17:40:27;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:08:50
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V800;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2095;;MKT;20,3;
Primera lectura;2022-05-21 11:08:50;;Última lectura;2022-05-28 17:38:50;
Máximo(Temperatura);26,9°C;;Mínimo(Temperatura);19,1°C;
Promedio(Temperatura);20,2°C;;Tiempo de grabación;7D 6H 30M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);77,1%;;Mínimo(Humedad);58,5%;
Promedio(Humedad);71,9%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:08:50;24,4;60,3;;
2;2022-05-21 11:13:50;23,1;61,5;;
3;2022-05-21 11:18:50;22,9;62,9;;
4;2022-05-21 11:23:50;21,9;64,2;;
5;2022-05-21 11:28:50;21,3;65,5;;
6;2022-05-21 11:33:50;20,9;65,9;;
7;2022-05-21 11:38:50;20,8;67,2;;
8;2022-05-21 11:43:50;20,6;67,6;;
9;2022-05-21 11:48:50;20,5;68,1;;
10;2022-05-21 11:53:50;20,4;68,5;;
11;2022-05-21 11:58:50;20,4;68,9;;
12;2022-05-21 12:03:50;20,3;68,9;;
13;2022-05-21 12:08:50;20,3;69,4;;
14;2022-05-21 12:13:50;20,3;69,4;;
15;2022-05-21 12:18:50;20,3;69,4;;
16;2022-05-21 12:23:50;20,3;69,4;;
17;2022-05-21 12:28:50;20,3;69,4;;
18;2022-05-21 12:33:50;20,3;69,8;;
19;2022-05-21 12:38:50;20,3;69,8;;
20;2022-05-21 12:43:50;20,3;70,2;;
21;2022-05-21 12:48:50;20,3;70,2;;
22;2022-05-21 12:53:50;20,3;70,7;;
23;2022-05-21 12:58:50;20,3;70,7;;
24;2022-05-21 13:03:50;20,3;71,1;;
25;2022-05-21 13:08:50;20,3;71,1;;
26;2022-05-21 13:13:50;20,4;71,1;;
27;2022-05-21 13:18:50;20,4;71,2;;
28;2022-05-21 13:23:50;20,5;71,2;;
29;2022-05-21 13:28:50;20,5;71,2;;
30;2022-05-21 13:33:50;20,6;71,2;;
31;2022-05-21 13:38:50;20,7;71,2;;
32;2022-05-21 13:43:50;20,7;71,2;;
33;2022-05-21 13:48:50;20,8;71,2;;
34;2022-05-21 13:53:50;20,8;71,2;;
35;2022-05-21 13:58:50;20,8;71,2;;
36;2022-05-21 14:03:50;20,8;71,7;;
37;2022-05-21 14:08:50;20,8;71,7;;
38;2022-05-21 14:13:50;20,8;71,7;;
39;2022-05-21 14:18:50;20,8;72,1;;
40;2022-05-21 14:23:50;20,8;72,1;;
41;2022-05-21 14:28:50;20,8;72,1;;
42;2022-05-21 14:33:50;20,8;72,6;;
43;2022-05-21 14:38:50;20,8;72,6;;
44;2022-05-21 14:43:50;20,8;72,1;;
45;2022-05-21 14:48:50;20,8;72,1;;
46;2022-05-21 14:53:50;20,8;72,1;;
