Informe de datos;;;;;
Archivo creado el:2022-05-28 18:12:41;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:37
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V781;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2097;;MKT;20,3;
Primera lectura;2022-05-21 11:32:37;;Última lectura;2022-05-28 18:12:37;
Máximo(Temperatura);26,6°C;;Mínimo(Temperatura);17,1°C;
Promedio(Temperatura);20,2°C;;Tiempo de grabación;7D 6H 40M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,9%;;Mínimo(Humedad);57,1%;
Promedio(Humedad);70,8%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:37;24,4;58,4;;
2;2022-05-21 11:37:37;23,4;62,1;;
3;2022-05-21 11:42:37;22,4;63,8;;
4;2022-05-21 11:47:37;22,1;64,7;;
5;2022-05-21 11:52:37;21,4;65,5;;
6;2022-05-21 11:57:37;20,9;66,4;;
7;2022-05-21 12:02:37;20,7;67,2;;
8;2022-05-21 12:07:37;20,5;67,7;;
9;2022-05-21 12:12:37;20,3;68,1;;
10;2022-05-21 12:17:37;20,3;68,5;;
11;2022-05-21 12:22:37;20,2;68,9;;
12;2022-05-21 12:27:37;20,2;69,4;;
13;2022-05-21 12:32:37;20,1;69,4;;
14;2022-05-21 12:37:37;20,7;70,4;;
15;2022-05-21 12:42:37;21,2;69,6;;
16;2022-05-21 12:47:37;21,5;68,7;;
17;2022-05-21 12:52:37;21,5;68,7;;
18;2022-05-21 12:57:37;21,7;68,3;;
19;2022-05-21 13:02:37;21,9;68,3;;
20;2022-05-21 13:07:37;22,3;66,5;;
21;2022-05-21 13:12:37;22;66;;
22;2022-05-21 13:17:37;22,9;69,9;;
23;2022-05-21 13:22:37;22,5;66,2;;
24;2022-05-21 13:27:37;22,1;67;;
25;2022-05-21 13:32:37;21,9;67,9;;
26;2022-05-21 13:37:37;21,9;67,9;;
27;2022-05-21 13:42:37;21,9;67,4;;
28;2022-05-21 13:47:37;21,9;67,5;;
29;2022-05-21 13:52:37;21,9;67,9;;
30;2022-05-21 13:57:37;21,9;67,9;;
31;2022-05-21 14:02:37;21,9;68,4;;
32;2022-05-21 14:07:37;22;68,4;;
33;2022-05-21 14:12:37;22;68,8;;
34;2022-05-21 14:17:37;21,9;68,4;;
35;2022-05-21 14:22:37;21,9;68,8;;
36;2022-05-21 14:27:37;21,9;69,7;;
37;2022-05-21 14:32:37;21,9;68,8;;
38;2022-05-21 14:37:37;21,8;68,8;;
39;2022-05-21 14:42:37;21,8;68,8;;
40;2022-05-21 14:47:37;21,7;68,3;;
41;2022-05-21 14:52:37;21,7;68,3;;
42;2022-05-21 14:57:37;21,7;68,3;;
43;2022-05-21 15:02:37;21,7;68,3;;
44;2022-05-21 15:07:37;21,6;68,3;;
45;2022-05-21 15:12:37;21,6;68,3;;
46;2022-05-21 15:17:37;21,6;68,3;;
