RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V236;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;20/06/1906 0:00;;
Temperature Maximum;24.1°C;;
Temperature Minimum;17.2°C;;
Temperature Average;21.3°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;76.1%RH;;
Humidity Minimum;40.3%RH;;
Humidity Average;51%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;1/01/2012 2:37;;
End Time;9/01/2012 7:27;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2020/03/24  11:02:00;-24,8;50,8
2;2020/03/24  11:02:00;-25,8;50
3;2020/03/24  11:03:00;-24,5;50,7
4;2020/03/24  11:03:00;-23,2;51,5
5;2020/03/24  11:04:00;-22,6;52,3
6;2020/03/24  11:04:00;-23;53,2
7;2020/03/24  11:05:00;-25,1;54,1
8;2020/03/24  11:05:00;-26,1;54,4
9;2020/03/24  11:06:00;-26,6;54,6
10;2020/03/24  11:06:00;-26,9;54,8
11;2020/03/24  11:07:00;-27;54,1
12;2020/03/24  11:07:00;-27,1;54,3
13;2020/03/24  11:08:00;-27,1;54,9
14;2020/03/24  11:08:00;-27,1;55,6
15;2020/03/24  11:09:00;-27,1;56,4
16;2020/03/24  11:09:00;-27;56,8
17;2020/03/24  11:10:00;-27;56,6
18;2020/03/24  11:10:00;-27;56,4
19;2020/03/24  11:11:00;-26,9;56,3
20;2020/03/24  11:11:00;-26,9;52,3
21;2020/03/24  11:12:00;-26,8;62,1
22;2020/03/24  11:12:00;-26,7;62,4
23;2020/03/24  11:13:00;-26,7;53
24;2020/03/24  11:13:00;-26,7;51,5
25;2020/03/24  11:14:00;-26,6;66,1
26;2020/03/24  11:14:00;-26,5;65,9
27;2020/03/24  11:15:00;-26,4;61,7
28;2020/03/24  11:15:00;-26,4;53
29;2020/03/24  11:16:00;-26,3;66,2
30;2020/03/24  11:16:00;-26,3;62,4
31;2020/03/24  11:17:00;-26,2;60,8
32;2020/03/24  11:17:00;-26,1;64,1
33;2020/03/24  11:18:00;-26,1;57,5
34;2020/03/24  11:18:00;-26,1;63,5
35;2020/03/24  11:19:00;-26,1;62,1
36;2020/03/24  11:19:00;-26,1;59
37;2020/03/24  11:20:00;-26,1;55,4
38;2020/03/24  11:20:00;-26,1;56
39;2020/03/24  11:21:00;-26;61,2
40;2020/03/24  11:21:00;-26;59,1
41;2020/03/24  11:22:00;-26;52,8
42;2020/03/24  11:22:00;-26;61,7
43;2020/03/24  11:23:00;-26;59,8
44;2020/03/24  11:23:00;-26;53,6
45;2020/03/24  11:24:00;-26;62
46;2020/03/24  11:24:00;-26;61,2
47;2020/03/24  11:25:00;-26;58,9
48;2020/03/24  11:25:00;-25,9;57,2
49;2020/03/24  11:26:00;-25,9;51,9
50;2020/03/24  11:26:00;-25,9;61,2
51;2020/03/24  11:27:00;-25,9;60,4
