RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V527;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3644;;
Temperature Maximum;27,4°C;;
Temperature Minimum;12,1°C;;
Temperature Average;16,4°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;65,3%RH;;
Humidity Minimum;42,2%RH;;
Humidity Average;57,5%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:51;;
End Time;29-05-2022 1:26;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:51:43;18,6;47,6
2;2022-05-16 09:56:43;19,6;48,8
3;2022-05-16 10:01:43;19,9;51,9
4;2022-05-16 10:06:43;20,3;47,8
5;2022-05-16 10:11:43;20,5;47,3
6;2022-05-16 10:16:43;20,8;46,9
7;2022-05-16 10:21:43;21,1;46,9
8;2022-05-16 10:26:43;20,9;42,2
9;2022-05-16 10:31:43;18,5;42,4
10;2022-05-16 10:36:43;16,9;43,8
11;2022-05-16 10:41:43;16,1;45,2
12;2022-05-16 10:46:43;15,6;46,2
13;2022-05-16 10:51:43;15,4;46,7
14;2022-05-16 10:56:43;15,2;47,2
15;2022-05-16 11:01:43;15,2;47,2
16;2022-05-16 11:06:43;15,2;47,2
17;2022-05-16 11:11:43;15,2;47,2
18;2022-05-16 11:16:43;15,2;47,7
19;2022-05-16 11:21:43;15,2;48,2
20;2022-05-16 11:26:43;15,2;48,2
21;2022-05-16 11:31:43;15,2;48,2
22;2022-05-16 11:36:43;15,3;48,7
23;2022-05-16 11:41:43;15,4;48,7
24;2022-05-16 11:46:43;15,4;48,7
25;2022-05-16 11:51:43;15,4;48,7
26;2022-05-16 11:56:43;15,5;48,7
27;2022-05-16 12:01:43;15,5;48,7
28;2022-05-16 12:06:43;15,6;49,2
29;2022-05-16 12:11:43;15,6;49,3
30;2022-05-16 12:16:43;15,6;49,3
31;2022-05-16 12:21:43;15,7;49,3
32;2022-05-16 12:26:43;15,7;49,3
33;2022-05-16 12:31:43;15,8;49,3
34;2022-05-16 12:36:43;15,8;49,8
35;2022-05-16 12:41:43;15,9;49,8
36;2022-05-16 12:46:43;15,9;49,8
37;2022-05-16 12:51:43;15,9;49,8
38;2022-05-16 12:56:43;16;50,3
39;2022-05-16 13:01:43;16;50,3
40;2022-05-16 13:06:43;16;50,3
41;2022-05-16 13:11:43;16;50,3
42;2022-05-16 13:16:43;16,1;50,3
43;2022-05-16 13:21:43;16,1;50,3
44;2022-05-16 13:26:43;16,2;50,3
45;2022-05-16 13:31:43;16,2;50,3
46;2022-05-16 13:36:43;16,2;50,3
47;2022-05-16 13:41:43;16,3;50,3
48;2022-05-16 13:46:43;16,3;50,3
49;2022-05-16 13:51:43;16,4;50,4
