Informe de datos;;;;;
Archivo creado el:2022-05-28 17:35:12;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:20:15
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V807;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2074;;MKT;19,9;
Primera lectura;2022-05-21 11:20:15;;Última lectura;2022-05-28 16:05:15;
Máximo(Temperatura);22,8°C;;Mínimo(Temperatura);18,7°C;
Promedio(Temperatura);19,9°C;;Tiempo de grabación;7D 4H 45M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,3%;;Mínimo(Humedad);64,4%;
Promedio(Humedad);73,2%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:20:15;21,2;67,3;;
2;2022-05-21 11:25:15;21,4;66,9;;
3;2022-05-21 11:30:15;20,8;67,7;;
4;2022-05-21 11:35:15;20,4;69;;
5;2022-05-21 11:40:15;20,3;69,4;;
6;2022-05-21 11:45:15;20,2;69,8;;
7;2022-05-21 11:50:15;20,1;70,2;;
8;2022-05-21 11:55:15;20,1;70,7;;
9;2022-05-21 12:00:15;20,1;70,7;;
10;2022-05-21 12:05:15;20,1;70,7;;
11;2022-05-21 12:10:15;20;70,7;;
12;2022-05-21 12:15:15;20;70,7;;
13;2022-05-21 12:20:15;20;70,7;;
14;2022-05-21 12:25:15;20;71,1;;
15;2022-05-21 12:30:15;20;71,1;;
16;2022-05-21 12:35:15;20;71,1;;
17;2022-05-21 12:40:15;20;71,6;;
18;2022-05-21 12:45:15;20;71,6;;
19;2022-05-21 12:50:15;20;72;;
20;2022-05-21 12:55:15;20;72;;
21;2022-05-21 13:00:15;20;72,4;;
22;2022-05-21 13:05:15;20,1;72,4;;
23;2022-05-21 13:10:15;20,1;72,4;;
24;2022-05-21 13:15:15;20,1;72,4;;
25;2022-05-21 13:20:15;20,2;72,4;;
26;2022-05-21 13:25:15;20,2;72,9;;
27;2022-05-21 13:30:15;20,3;72,9;;
28;2022-05-21 13:35:15;20,3;72,9;;
29;2022-05-21 13:40:15;20,3;72,9;;
30;2022-05-21 13:45:15;20,3;72,9;;
31;2022-05-21 13:50:15;20,3;72,9;;
32;2022-05-21 13:55:15;20,3;72,9;;
33;2022-05-21 14:00:15;20,4;73,4;;
34;2022-05-21 14:05:15;20,4;73,4;;
35;2022-05-21 14:10:15;20,4;73,4;;
36;2022-05-21 14:15:15;20,4;73,8;;
37;2022-05-21 14:20:15;20,4;73,4;;
38;2022-05-21 14:25:15;20,4;73,8;;
39;2022-05-21 14:30:15;20,4;73,8;;
40;2022-05-21 14:35:15;20,4;73,8;;
41;2022-05-21 14:40:15;20,4;73,8;;
42;2022-05-21 14:45:15;20,4;73,8;;
43;2022-05-21 14:50:15;20,4;73,8;;
44;2022-05-21 14:55:15;20,4;73,8;;
45;2022-05-21 15:00:15;20,4;73,8;;
46;2022-05-21 15:05:15;20,4;73,8;;
47;2022-05-21 15:10:15;20,4;73,4;;
