Informe de datos;;;;;
Archivo creado el:2022-05-28 18:49:47;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:18
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V798;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2104;;MKT;21,2;
Primera lectura;2022-05-21 11:32:18;;Última lectura;2022-05-28 18:47:18;
Máximo(Temperatura);25,5°C;;Mínimo(Temperatura);17,5°C;
Promedio(Temperatura);21,0°C;;Tiempo de grabación;7D 7H 15M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);78,7%;;Mínimo(Humedad);53,3%;
Promedio(Humedad);68,6%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:18;24,8;57,5;;
2;2022-05-21 11:37:18;23,5;61,2;;
3;2022-05-21 11:42:18;22,5;63,4;;
4;2022-05-21 11:47:18;22,1;64,3;;
5;2022-05-21 11:52:18;21,5;65,5;;
6;2022-05-21 11:57:18;21,2;66,4;;
7;2022-05-21 12:02:18;20,9;67,3;;
8;2022-05-21 12:07:18;20,7;67,7;;
9;2022-05-21 12:12:18;20,5;68,1;;
10;2022-05-21 12:17:18;20,4;68,5;;
11;2022-05-21 12:22:18;20,3;69;;
12;2022-05-21 12:27:18;20,3;69,4;;
13;2022-05-21 12:32:18;20,3;70,3;;
14;2022-05-21 12:37:18;20,9;70,4;;
15;2022-05-21 12:42:18;21,2;70;;
16;2022-05-21 12:47:18;21,4;69,2;;
17;2022-05-21 12:52:18;21,4;69,2;;
18;2022-05-21 12:57:18;23,2;69,5;;
19;2022-05-21 13:02:18;22,7;67,1;;
20;2022-05-21 13:07:18;22,4;66,6;;
21;2022-05-21 13:12:18;22,4;66,2;;
22;2022-05-21 13:17:18;22,5;66,2;;
23;2022-05-21 13:22:18;22,6;66,2;;
24;2022-05-21 13:27:18;22,7;66,2;;
25;2022-05-21 13:32:18;22,9;66,2;;
26;2022-05-21 13:37:18;22,9;66,2;;
27;2022-05-21 13:42:18;23;65,8;;
28;2022-05-21 13:47:18;23;65,3;;
29;2022-05-21 13:52:18;22,9;65,8;;
30;2022-05-21 13:57:18;22,9;66,7;;
31;2022-05-21 14:02:18;22,9;66,2;;
32;2022-05-21 14:07:18;22,9;66,7;;
33;2022-05-21 14:12:18;22,8;66,7;;
34;2022-05-21 14:17:18;22,8;66,7;;
35;2022-05-21 14:22:18;22,7;67,1;;
36;2022-05-21 14:27:18;22,7;68;;
37;2022-05-21 14:32:18;22,6;67,6;;
38;2022-05-21 14:37:18;22,5;67,5;;
39;2022-05-21 14:42:18;22,4;67,1;;
40;2022-05-21 14:47:18;22,3;67,1;;
41;2022-05-21 14:52:18;22,3;67,1;;
42;2022-05-21 14:57:18;22,2;67;;
43;2022-05-21 15:02:18;22,2;67;;
44;2022-05-21 15:07:18;22,2;67;;
45;2022-05-21 15:12:18;22,2;67;;
46;2022-05-21 15:17:18;22,2;67;;
47;2022-05-21 15:22:18;22,2;67;;
