Informe de datos;;;;;
Archivo creado el:2022-05-28 18:07:50;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:20
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V815;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2096;;MKT;21,0;
Primera lectura;2022-05-21 11:32:20;;Última lectura;2022-05-28 18:07:20;
Máximo(Temperatura);26,6°C;;Mínimo(Temperatura);18,0°C;
Promedio(Temperatura);20,8°C;;Tiempo de grabación;7D 6H 35M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);78,7%;;Mínimo(Humedad);55,7%;
Promedio(Humedad);69,6%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:20;24;59,8;;
2;2022-05-21 11:37:20;23,2;62,5;;
3;2022-05-21 11:42:20;22,3;65,2;;
4;2022-05-21 11:47:20;21,9;65,1;;
5;2022-05-21 11:52:20;21,4;66,4;;
6;2022-05-21 11:57:20;21;67,3;;
7;2022-05-21 12:02:20;20,9;67,7;;
8;2022-05-21 12:07:20;20,7;68,1;;
9;2022-05-21 12:12:20;20,5;68,6;;
10;2022-05-21 12:17:20;25,5;74,3;;
11;2022-05-21 12:22:20;26,6;61,7;;
12;2022-05-21 12:27:20;24;61,8;;
13;2022-05-21 12:32:20;23;63,5;;
14;2022-05-21 12:37:20;22,4;65,7;;
15;2022-05-21 12:42:20;22;66,6;;
16;2022-05-21 12:47:20;21,8;67,4;;
17;2022-05-21 12:52:20;21,6;67,8;;
18;2022-05-21 12:57:20;21,5;68,3;;
19;2022-05-21 13:02:20;21,5;68,3;;
20;2022-05-21 13:07:20;21,6;68,7;;
21;2022-05-21 13:12:20;21,7;67,9;;
22;2022-05-21 13:17:20;21,9;67,9;;
23;2022-05-21 13:22:20;22;67,9;;
24;2022-05-21 13:27:20;22,1;68,4;;
25;2022-05-21 13:32:20;22,2;68,4;;
26;2022-05-21 13:37:20;22,3;68,4;;
27;2022-05-21 13:42:20;22,3;67,5;;
28;2022-05-21 13:47:20;22,4;67,5;;
29;2022-05-21 13:52:20;22,4;67,5;;
30;2022-05-21 13:57:20;22,4;68;;
31;2022-05-21 14:02:20;22,4;68;;
32;2022-05-21 14:07:20;22,4;68,4;;
33;2022-05-21 14:12:20;22,4;68,4;;
34;2022-05-21 14:17:20;22,4;68,4;;
35;2022-05-21 14:22:20;22,3;68,9;;
36;2022-05-21 14:27:20;22,3;69,3;;
37;2022-05-21 14:32:20;22,2;68,9;;
38;2022-05-21 14:37:20;22,2;68,8;;
39;2022-05-21 14:42:20;22,1;68,8;;
40;2022-05-21 14:47:20;22,1;68,4;;
41;2022-05-21 14:52:20;22,1;68,4;;
42;2022-05-21 14:57:20;22;68,4;;
43;2022-05-21 15:02:20;22;68,8;;
44;2022-05-21 15:07:20;22;68,4;;
45;2022-05-21 15:12:20;21,9;68,4;;
46;2022-05-21 15:17:20;22;68,4;;
47;2022-05-21 15:22:20;21,9;68,4;;
