Informe de datos;;;;;
Archivo creado el:2022-05-28 17:28:37;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:17:18
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V828;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2073;;MKT;19,9;
Primera lectura;2022-05-21 11:17:18;;Última lectura;2022-05-28 15:57:18;
Máximo(Temperatura);22,3°C;;Mínimo(Temperatura);18,8°C;
Promedio(Temperatura);19,9°C;;Tiempo de grabación;7D 4H 40M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);77,6%;;Mínimo(Humedad);63,1%;
Promedio(Humedad);72,6%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:17:18;22,3;64,8;;
2;2022-05-21 11:22:18;22,1;64,8;;
3;2022-05-21 11:27:18;21,3;66;;
4;2022-05-21 11:32:18;20,8;66,8;;
5;2022-05-21 11:37:18;20,5;67,7;;
6;2022-05-21 11:42:18;20,3;68,6;;
7;2022-05-21 11:47:18;20,3;69;;
8;2022-05-21 11:52:18;20,2;69,4;;
9;2022-05-21 11:57:18;20,2;69,4;;
10;2022-05-21 12:02:18;20,1;69,9;;
11;2022-05-21 12:07:18;20,1;69,9;;
12;2022-05-21 12:12:18;20,1;69,9;;
13;2022-05-21 12:17:18;20;70,3;;
14;2022-05-21 12:22:18;20;70,3;;
15;2022-05-21 12:27:18;20;70,3;;
16;2022-05-21 12:32:18;20;70,3;;
17;2022-05-21 12:37:18;20,1;70,3;;
18;2022-05-21 12:42:18;20,1;70,7;;
19;2022-05-21 12:47:18;20;71,2;;
20;2022-05-21 12:52:18;20;71,2;;
21;2022-05-21 12:57:18;20;71,2;;
22;2022-05-21 13:02:18;20,1;71,6;;
23;2022-05-21 13:07:18;20,1;71,6;;
24;2022-05-21 13:12:18;20,1;71,6;;
25;2022-05-21 13:17:18;20,2;71,6;;
26;2022-05-21 13:22:18;20,2;71,7;;
27;2022-05-21 13:27:18;20,3;71,7;;
28;2022-05-21 13:32:18;20,3;72,1;;
29;2022-05-21 13:37:18;20,3;72,1;;
30;2022-05-21 13:42:18;20,4;72,1;;
31;2022-05-21 13:47:18;20,4;72,1;;
32;2022-05-21 13:52:18;20,4;72,1;;
33;2022-05-21 13:57:18;20,4;72,2;;
34;2022-05-21 14:02:18;20,5;72,1;;
35;2022-05-21 14:07:18;20,5;72,6;;
36;2022-05-21 14:12:18;20,5;72,6;;
37;2022-05-21 14:17:18;20,5;72,6;;
38;2022-05-21 14:22:18;20,5;72,6;;
39;2022-05-21 14:27:18;20,5;73;;
40;2022-05-21 14:32:18;20,5;73;;
41;2022-05-21 14:37:18;20,5;73;;
42;2022-05-21 14:42:18;20,5;73;;
43;2022-05-21 14:47:18;20,5;73;;
44;2022-05-21 14:52:18;20,4;73;;
45;2022-05-21 14:57:18;20,4;72,6;;
46;2022-05-21 15:02:18;20,4;72,6;;
47;2022-05-21 15:07:18;20,4;72,6;;
