RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V145;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3642;;
Temperature Maximum;25,1°C;;
Temperature Minimum;10,7°C;;
Temperature Average;15,9°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;70,4%RH;;
Humidity Minimum;47,3%RH;;
Humidity Average;60,2%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 7:13;;
End Time;28-05-2022 22:38;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 07:13:49;18,5;53,6
2;2022-05-16 07:18:49;18,4;53,6
3;2022-05-16 07:23:49;18,4;53,6
4;2022-05-16 07:28:49;18,3;53,6
5;2022-05-16 07:33:49;18,3;53,6
6;2022-05-16 07:38:49;18,3;53,6
7;2022-05-16 07:43:49;18,3;53,6
8;2022-05-16 07:48:49;18,3;53,6
9;2022-05-16 07:53:49;18,3;53,6
10;2022-05-16 07:58:49;18,3;53,6
11;2022-05-16 08:03:49;18,3;53,6
12;2022-05-16 08:08:49;18,3;53,6
13;2022-05-16 08:13:49;18,4;53,6
14;2022-05-16 08:18:49;18,4;53,6
15;2022-05-16 08:23:49;18,4;53,6
16;2022-05-16 08:28:49;18,4;54,1
17;2022-05-16 08:33:49;18,5;53,6
18;2022-05-16 08:38:49;18,5;54,1
19;2022-05-16 08:43:49;18,5;53,6
20;2022-05-16 08:48:49;18,5;54,1
21;2022-05-16 08:53:49;18,6;54,1
22;2022-05-16 08:58:49;18,6;54,1
23;2022-05-16 09:03:49;18,6;54,1
24;2022-05-16 09:08:49;18,6;54,1
25;2022-05-16 09:13:49;18,7;54,1
26;2022-05-16 09:18:49;18,7;54,1
27;2022-05-16 09:23:49;18,8;54,2
