Informe de datos;;;;;
Archivo creado el:2022-05-28 19:03:36;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:02
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V829;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;13;;MKT;22,7;
Primera lectura;2022-05-21 11:33:02;;Última lectura;2022-05-21 12:33:02;
Máximo(Temperatura);24,9°C;;Mínimo(Temperatura);20,8°C;
Promedio(Temperatura);22,6°C;;Tiempo de grabación;0D 1H 0M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);76,6%;;Mínimo(Humedad);60,4%;
Promedio(Humedad);66,3%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:56;241666666666667,0;596666666666667,0;;
2;2022-05-21 11:37:56;229666666666667,0;625333333333333,0;;
3;2022-05-21 11:42:56;222666666666667,0;647666666666667,0;;
4;2022-05-21 11:47:56;217666666666667,0;651333333333333,0;;
5;2022-05-21 11:52:56;212333333333333,0;662666666666667,0;;
6;2022-05-21 11:57:56;209333333333333,0;671333333333333,0;;
7;2022-05-21 12:02:56;227333333333333,0;664666666666667,0;;
8;2022-05-21 12:07:56;23,1;64,2;;
9;2022-05-21 12:12:56;227333333333333,0;635333333333333,0;;
10;2022-05-21 12:17:56;216666666666667,0;649333333333333,0;;
11;2022-05-21 12:22:56;211666666666667,0;657666666666667,0;;
12;2022-05-21 12:27:56;20,8;663333333333333,0;;
13;2022-05-21 12:32:56;21,5;706666666666667,0;;
14;2022-05-21 12:37:56;22,1;680666666666667,0;;
15;2022-05-21 12:42:56;218333333333333,0;678666666666667,0;;
16;2022-05-21 12:47:56;22,6;67,1;;
17;2022-05-21 12:52:56;219666666666667,0;67,3;;
18;2022-05-21 12:57:56;216666666666667,0;67,6;;
19;2022-05-21 13:02:56;22,0;692333333333333,0;;
20;2022-05-21 13:07:56;22,1;670333333333333,0;;
21;2022-05-21 13:12:56;22,0;667333333333333,0;;
22;2022-05-21 13:17:56;226333333333333,0;70,9;;
23;2022-05-21 13:22:56;227333333333333,0;666666666666667,0;;
24;2022-05-21 13:27:56;22,5;671333333333333,0;;
25;2022-05-21 13:32:56;224666666666667,0;672666666666667,0;;
26;2022-05-21 13:37:56;22,5;66,8;;
27;2022-05-21 13:42:56;22,5;666333333333333,0;;
28;2022-05-21 13:47:56;22,5;664666666666667,0;;
29;2022-05-21 13:52:56;224666666666667,0;669666666666667,0;;
30;2022-05-21 13:57:56;22,4;67,2;;
31;2022-05-21 14:02:56;223666666666667,0;673666666666667,0;;
32;2022-05-21 14:07:56;22,4;678333333333333,0;;
33;2022-05-21 14:12:56;223666666666667,0;675333333333333,0;;
34;2022-05-21 14:17:56;222666666666667,0;676666666666667,0;;
35;2022-05-21 14:22:56;222666666666667,0;687333333333333,0;;
36;2022-05-21 14:27:56;222333333333333,0;68,9;;
37;2022-05-21 14:32:56;221333333333333,0;68,1;;
38;2022-05-21 14:37:56;22,1;682333333333333,0;;
