Informe de datos;;;;;
Archivo creado el:2022-05-28 18:03:52;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:29
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V735;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2095;;MKT;20,1;
Primera lectura;2022-05-21 11:33:29;;Última lectura;2022-05-28 18:03:29;
Máximo(Temperatura);24,6°C;;Mínimo(Temperatura);17,3°C;
Promedio(Temperatura);20,0°C;;Tiempo de grabación;7D 6H 30M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);81,1%;;Mínimo(Humedad);59,0%;
Promedio(Humedad);72,3%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:33:29;24,6;59,4;;
2;2022-05-21 11:38:29;23,3;62,1;;
3;2022-05-21 11:43:29;22,4;64,3;;
4;2022-05-21 11:48:29;22,8;63;;
5;2022-05-21 11:53:29;22;63,8;;
6;2022-05-21 11:58:29;21,5;65,1;;
7;2022-05-21 12:03:29;21,2;66,4;;
8;2022-05-21 12:08:29;21;66,9;;
9;2022-05-21 12:13:29;20,9;66,4;;
10;2022-05-21 12:18:29;20,9;66,8;;
11;2022-05-21 12:23:29;20,9;67,3;;
12;2022-05-21 12:28:29;21;67,8;;
13;2022-05-21 12:33:29;20,9;68,2;;
14;2022-05-21 12:38:29;20,9;69,1;;
15;2022-05-21 12:43:29;20,8;69,5;;
16;2022-05-21 12:48:29;20,8;69,5;;
17;2022-05-21 12:53:29;20,7;70;;
18;2022-05-21 12:58:29;20,8;70;;
19;2022-05-21 13:03:29;20,8;70,4;;
20;2022-05-21 13:08:29;20,9;70,4;;
21;2022-05-21 13:13:29;21;70;;
22;2022-05-21 13:18:29;21,1;69,6;;
23;2022-05-21 13:23:29;21,2;70,1;;
24;2022-05-21 13:28:29;21,3;70,1;;
25;2022-05-21 13:33:29;21,4;70,5;;
26;2022-05-21 13:38:29;21,5;70,1;;
27;2022-05-21 13:43:29;21,5;69,7;;
28;2022-05-21 13:48:29;21,6;69,7;;
29;2022-05-21 13:53:29;21,6;69,7;;
30;2022-05-21 13:58:29;21,6;69,7;;
31;2022-05-21 14:03:29;21,6;70,1;;
32;2022-05-21 14:08:29;21,7;70,1;;
33;2022-05-21 14:13:29;21,7;70,2;;
34;2022-05-21 14:18:29;21,7;70,2;;
35;2022-05-21 14:23:29;21,7;71,1;;
36;2022-05-21 14:28:29;21,7;71,1;;
37;2022-05-21 14:33:29;21,6;70,1;;
38;2022-05-21 14:38:29;21,6;70,6;;
39;2022-05-21 14:43:29;21,5;70,1;;
40;2022-05-21 14:48:29;21,5;70,1;;
41;2022-05-21 14:53:29;21,5;70,1;;
42;2022-05-21 14:58:29;21,5;70,1;;
43;2022-05-21 15:03:29;21,4;70,1;;
44;2022-05-21 15:08:29;21,4;70,1;;
45;2022-05-21 15:13:29;21,6;69,7;;
46;2022-05-21 15:18:29;21,5;69,7;;
47;2022-05-21 15:23:29;21,5;69,7;;
