RC-4HC Temperature+Humidity Data Logger;;;
User Information;00V282;;
Number;00v282;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;1905-10-19 00:00:00;;
Temperature Maximum;28.2°C;;
Temperature Minimum;19.6°C;;
Temperature Average;22.6°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;45.6%RH;;
Humidity Minimum;29.6%RH;;
Humidity Average;38.8%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 13:30:52;;
End Time;2022-03-10 22:00:52;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 13:30:52;22;41
2;2022-03-03 13:35:52;24.1;41.8
3;2022-03-03 13:40:52;25.1;39.7
4;2022-03-03 13:45:52;25.5;38.4
5;2022-03-03 13:50:52;25.8;38
6;2022-03-03 13:55:52;26;37.4
7;2022-03-03 14:00:52;26.2;37.2
8;2022-03-03 14:05:52;26.3;36.7
9;2022-03-03 14:10:52;26.4;36.6
10;2022-03-03 14:15:52;26.5;36.6
11;2022-03-03 14:20:52;26.5;36.3
12;2022-03-03 14:25:52;27;37.1
13;2022-03-03 14:30:52;27.4;36
14;2022-03-03 14:35:52;27.3;35.7
15;2022-03-03 14:40:52;27.4;35.9
16;2022-03-03 14:45:52;27.4;35.4
17;2022-03-03 14:50:52;27.1;34.6
18;2022-03-03 14:55:52;27.1;34.8
19;2022-03-03 15:00:52;27.3;35.6
20;2022-03-03 15:05:52;27.6;34.8
21;2022-03-03 15:10:52;27.6;34.5
22;2022-03-03 15:15:52;27.4;34.1
23;2022-03-03 15:20:52;27.8;34.9
24;2022-03-03 15:25:52;27.7;33.8
25;2022-03-03 15:30:52;27.7;34
26;2022-03-03 15:35:52;27.6;33.9
27;2022-03-03 15:40:52;27.5;33.7
28;2022-03-03 15:45:52;27.4;33.7
29;2022-03-03 15:50:52;28;34.7
30;2022-03-03 15:55:52;27.9;33.4
31;2022-03-03 16:00:52;27.7;33.4
32;2022-03-03 16:05:52;27.6;33.5
33;2022-03-03 16:10:52;27.6;33.4
34;2022-03-03 16:15:52;27.5;33.3
35;2022-03-03 16:20:52;27.4;33.2
36;2022-03-03 16:25:52;27.4;33.2
37;2022-03-03 16:30:52;27.4;33.1
38;2022-03-03 16:35:52;27.4;33
39;2022-03-03 16:40:52;27.4;32.8
40;2022-03-03 16:45:52;27.4;33.1
41;2022-03-03 16:50:52;27.6;33.3
42;2022-03-03 16:55:52;27.9;33.8
43;2022-03-03 17:00:52;28;33.4
44;2022-03-03 17:05:52;27.8;33
45;2022-03-03 17:10:52;27.7;33
46;2022-03-03 17:15:52;27.6;33.1
47;2022-03-03 17:20:52;27.6;33.3
48;2022-03-03 17:25:52;27.4;33
49;2022-03-03 17:30:52;27.3;32.9
50;2022-03-03 17:35:52;27.1;32.8
51;2022-03-03 17:40:52;27;33
52;2022-03-03 17:45:52;26.9;32.8
53;2022-03-03 17:50:52;26.8;32.7
54;2022-03-03 17:55:52;26.7;32.9
55;2022-03-03 18:00:52;26.6;32.8
56;2022-03-03 18:05:52;26.5;33
57;2022-03-03 18:10:52;26.5;33
58;2022-03-03 18:15:52;26.4;32.9
59;2022-03-03 18:20:52;26.3;33
60;2022-03-03 18:25:52;26.2;32.9
61;2022-03-03 18:30:52;26.1;32.9
62;2022-03-03 18:35:52;26;33.1
63;2022-03-03 18:40:52;25.9;33
64;2022-03-03 18:45:52;25.8;33
65;2022-03-03 18:50:52;25.7;33.1
66;2022-03-03 18:55:52;25.6;33.1
67;2022-03-03 19:00:52;25.4;33.1
68;2022-03-03 19:05:52;25.4;33.3
69;2022-03-03 19:10:52;25.3;33.4
70;2022-03-03 19:15:52;25.1;33.3
71;2022-03-03 19:20:52;25;33.5
72;2022-03-03 19:25:52;24.9;33.8
73;2022-03-03 19:30:52;24.8;33.5
74;2022-03-03 19:35:52;24.7;33.5
75;2022-03-03 19:40:52;24.6;34.1
76;2022-03-03 19:45:52;24.5;34
77;2022-03-03 19:50:52;24.4;34.5
78;2022-03-03 19:55:52;24.3;34.7
79;2022-03-03 20:00:52;24.2;34.7
80;2022-03-03 20:05:52;24.1;34.9
81;2022-03-03 20:10:52;24;34.9
82;2022-03-03 20:15:52;24;34.6
83;2022-03-03 20:20:52;23.9;34.8
