Informe de datos;;;;;
Archivo creado el:2022-05-28 17:57:12;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:11:06
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V732;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2098;;MKT;19,6;
Primera lectura;2022-05-21 11:11:06;;Última lectura;2022-05-28 17:56:06;
Máximo(Temperatura);26,7°C;;Mínimo(Temperatura);18,4°C;
Promedio(Temperatura);19,6°C;;Tiempo de grabación;7D 6H 45M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,2%;;Mínimo(Humedad);58,7%;
Promedio(Humedad);73,8%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:11:06;23;63;;
2;2022-05-21 11:16:06;22,1;63,3;;
3;2022-05-21 11:21:06;21,1;65,9;;
4;2022-05-21 11:26:06;20,6;67,2;;
5;2022-05-21 11:31:06;20,3;68,5;;
6;2022-05-21 11:36:06;20,1;69,4;;
7;2022-05-21 11:41:06;20;69,8;;
8;2022-05-21 11:46:06;19,9;70,2;;
9;2022-05-21 11:51:06;19,9;70,7;;
10;2022-05-21 11:56:06;19,9;70,7;;
11;2022-05-21 12:01:06;19,9;71,1;;
12;2022-05-21 12:06:06;19,8;71,1;;
13;2022-05-21 12:11:06;19,8;71,1;;
14;2022-05-21 12:16:06;19,8;71,1;;
15;2022-05-21 12:21:06;19,8;71,1;;
16;2022-05-21 12:26:06;19,8;71,5;;
17;2022-05-21 12:31:06;19,8;71,5;;
18;2022-05-21 12:36:06;19,8;71,5;;
19;2022-05-21 12:41:06;19,8;72;;
20;2022-05-21 12:46:06;19,8;72;;
21;2022-05-21 12:51:06;19,8;72,4;;
22;2022-05-21 12:56:06;19,8;72,4;;
23;2022-05-21 13:01:06;19,8;72,9;;
24;2022-05-21 13:06:06;19,8;72,9;;
25;2022-05-21 13:11:06;19,8;72,9;;
26;2022-05-21 13:16:06;19,8;72,9;;
27;2022-05-21 13:21:06;19,8;73,3;;
28;2022-05-21 13:26:06;19,9;73,3;;
29;2022-05-21 13:31:06;19,9;73,3;;
30;2022-05-21 13:36:06;19,9;73,7;;
31;2022-05-21 13:41:06;19,9;73,7;;
32;2022-05-21 13:46:06;19,9;73,7;;
33;2022-05-21 13:51:06;19,9;73,7;;
34;2022-05-21 13:56:06;19,9;74,2;;
35;2022-05-21 14:01:06;20;74,2;;
36;2022-05-21 14:06:06;20;74,2;;
37;2022-05-21 14:11:06;20;74,6;;
38;2022-05-21 14:16:06;20;74,6;;
39;2022-05-21 14:21:06;20;74,6;;
40;2022-05-21 14:26:06;20;74,6;;
41;2022-05-21 14:31:06;20;75,1;;
42;2022-05-21 14:36:06;20;75,1;;
43;2022-05-21 14:41:06;20;75,1;;
44;2022-05-21 14:46:06;20;75,1;;
45;2022-05-21 14:51:06;20;75,1;;
46;2022-05-21 14:56:06;20;75,1;;
47;2022-05-21 15:01:06;20;74,6;;
