RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V522;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3623;;
Temperature Maximum;28,2°C;;
Temperature Minimum;12°C;;
Temperature Average;16,6°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;66,5%RH;;
Humidity Minimum;45,3%RH;;
Humidity Average;57,6%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:56;;
End Time;28-05-2022 23:46;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:56:12;18,3;47,6
2;2022-05-16 10:01:12;18,5;50,1
3;2022-05-16 10:06:12;18,8;51,7
4;2022-05-16 10:11:12;19;54,7
5;2022-05-16 10:16:12;19,2;52,2
6;2022-05-16 10:21:12;18,3;45,5
7;2022-05-16 10:26:12;16,7;45,3
8;2022-05-16 10:31:12;15,9;46,3
9;2022-05-16 10:36:12;15,5;47,2
10;2022-05-16 10:41:12;15,3;47,2
11;2022-05-16 10:46:12;15,2;47,7
12;2022-05-16 10:51:12;15,1;47,7
13;2022-05-16 10:56:12;15,1;48,2
14;2022-05-16 11:01:12;15,1;48,2
15;2022-05-16 11:06:12;15,2;48,2
16;2022-05-16 11:11:12;15,2;47,7
17;2022-05-16 11:16:12;15,3;48,2
18;2022-05-16 11:21:12;15,3;47,7
19;2022-05-16 11:26:12;15,4;48,2
20;2022-05-16 11:31:12;15,5;48,2
21;2022-05-16 11:36:12;15,5;48,2
22;2022-05-16 11:41:12;15,6;47,7
23;2022-05-16 11:46:12;15,7;48,3
24;2022-05-16 11:51:12;15,7;48,3
25;2022-05-16 11:56:12;15,7;47,8
26;2022-05-16 12:01:12;15,8;47,8
27;2022-05-16 12:06:12;15,8;47,8
28;2022-05-16 12:11:12;15,9;48,3
29;2022-05-16 12:16:12;16;48,3
30;2022-05-16 12:21:12;16;48,3
31;2022-05-16 12:26:12;16,1;48,3
32;2022-05-16 12:31:12;16,1;48,3
33;2022-05-16 12:36:12;16,2;48,3
34;2022-05-16 12:41:12;16,2;48,8
35;2022-05-16 12:46:12;16,3;49,3
36;2022-05-16 12:51:12;16,3;49,4
37;2022-05-16 12:56:12;16,3;49,4
38;2022-05-16 13:01:12;16,4;49,4
39;2022-05-16 13:06:12;16,4;49,4
40;2022-05-16 13:11:12;16,4;49,4
41;2022-05-16 13:16:12;16,5;49,9
42;2022-05-16 13:21:12;16,5;49,4
43;2022-05-16 13:26:12;16,6;49,9
44;2022-05-16 13:31:12;16,6;49,9
45;2022-05-16 13:36:12;16,7;49,9
46;2022-05-16 13:41:12;16,7;50,4
47;2022-05-16 13:46:12;16,8;50,4
48;2022-05-16 13:51:12;16,8;50,4
49;2022-05-16 13:56:12;16,8;50,4
50;2022-05-16 14:01:12;16,9;50,4
51;2022-05-16 14:06:12;16,9;50,4
52;2022-05-16 14:11:12;17;50,4
53;2022-05-16 14:16:12;17;50,4
54;2022-05-16 14:21:12;17;50,5
55;2022-05-16 14:26:12;17,1;50
56;2022-05-16 14:31:12;17,1;50,5
57;2022-05-16 14:36:12;17,2;50,5
58;2022-05-16 14:41:12;17,2;51
59;2022-05-16 14:46:12;17,3;51
60;2022-05-16 14:51:12;17,3;51
61;2022-05-16 14:56:12;17,4;51
62;2022-05-16 15:01:12;17,4;51
63;2022-05-16 15:06:12;17,4;51,5
64;2022-05-16 15:11:12;17,5;51
65;2022-05-16 15:16:12;17,5;51
66;2022-05-16 15:21:12;17,5;51
67;2022-05-16 15:26:12;17,6;51
68;2022-05-16 15:31:12;17,6;51
69;2022-05-16 15:36:12;17,6;51
70;2022-05-16 15:41:12;17,6;51
71;2022-05-16 15:46:12;17,6;51
72;2022-05-16 15:51:12;17,7;50,5
