RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;C038;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3570;;
Temperature Maximum;30,8°C;;
Temperature Minimum;12°C;;
Temperature Average;16,6°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;65,7%RH;;
Humidity Minimum;47,1%RH;;
Humidity Average;55,8%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 15:09;;
End Time;29-05-2022 0:34;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 15:09:58;19,1;57
2;2022-05-16 15:14:58;19,2;47,7
3;2022-05-16 15:19:58;19;47,7
4;2022-05-16 15:24:58;18,8;47,7
5;2022-05-16 15:29:58;18,8;47,7
6;2022-05-16 15:34:58;18,8;47,7
7;2022-05-16 15:39:58;18,8;47,7
8;2022-05-16 15:44:58;18,7;47,7
9;2022-05-16 15:49:58;18,7;47,7
10;2022-05-16 15:54:58;18,7;47,7
11;2022-05-16 15:59:58;18,7;47,7
12;2022-05-16 16:04:58;18,7;47,6
13;2022-05-16 16:09:58;18,6;47,6
14;2022-05-16 16:14:58;18,6;47,1
15;2022-05-16 16:19:58;18,6;47,1
16;2022-05-16 16:24:58;18,6;47,6
17;2022-05-16 16:29:58;18,6;47,6
18;2022-05-16 16:34:58;18,6;47,6
19;2022-05-16 16:39:58;18,5;47,6
20;2022-05-16 16:44:58;18,5;47,6
21;2022-05-16 16:49:58;18,4;47,6
22;2022-05-16 16:54:58;18,4;47,6
23;2022-05-16 16:59:58;18,4;47,6
24;2022-05-16 17:04:58;18,4;47,6
25;2022-05-16 17:09:58;18,3;47,6
26;2022-05-16 17:14:58;18,3;47,6
27;2022-05-16 17:19:58;18,2;47,6
28;2022-05-16 17:24:58;18,2;48,1
29;2022-05-16 17:29:58;18,1;48,1
30;2022-05-16 17:34:58;18;48,6
31;2022-05-16 17:39:58;17,9;48,6
32;2022-05-16 17:44:58;17,9;48,6
33;2022-05-16 17:49:58;17,7;48,5
34;2022-05-16 17:54:58;17,6;48,5
35;2022-05-16 17:59:58;17,5;48,5
36;2022-05-16 18:04:58;17,4;49
37;2022-05-16 18:09:58;17,4;49,5
38;2022-05-16 18:14:58;17,3;49,5
39;2022-05-16 18:19:58;17,2;49,5
40;2022-05-16 18:24:58;17,1;49,5
41;2022-05-16 18:29:58;17;50
42;2022-05-16 18:34:58;16,9;49,9
43;2022-05-16 18:39:58;16,8;50,4
44;2022-05-16 18:44:58;16,7;50,4
45;2022-05-16 18:49:58;16,7;50,4
46;2022-05-16 18:54:58;16,6;50,9
47;2022-05-16 18:59:58;16,5;50,9
48;2022-05-16 19:04:58;16,4;50,9
49;2022-05-16 19:09:58;16,3;51,4
50;2022-05-16 19:14:58;16,2;51,4
51;2022-05-16 19:19:58;16,2;51,3
52;2022-05-16 19:24:58;16,1;51,3
53;2022-05-16 19:29:58;16;51,3
54;2022-05-16 19:34:58;16;51,8
55;2022-05-16 19:39:58;16;51,8
56;2022-05-16 19:44:58;15,9;51,8
57;2022-05-16 19:49:58;15,9;51,8
58;2022-05-16 19:54:58;15,8;52,3
59;2022-05-16 19:59:58;15,8;52,3
60;2022-05-16 20:04:58;15,7;52,3
61;2022-05-16 20:09:58;15,7;52,3
62;2022-05-16 20:14:58;15,7;52,3
63;2022-05-16 20:19:58;15,6;52,3
64;2022-05-16 20:24:58;15,6;52,2
65;2022-05-16 20:29:58;15,5;52,2
66;2022-05-16 20:34:58;15,5;52,7
67;2022-05-16 20:39:58;15,5;52,7
68;2022-05-16 20:44:58;15,4;52,7
69;2022-05-16 20:49:58;15,4;52,7
70;2022-05-16 20:54:58;15,4;53,2
71;2022-05-16 20:59:58;15,4;53,2
72;2022-05-16 21:04:58;15,4;53,2
73;2022-05-16 21:09:58;15,3;53,2
74;2022-05-16 21:14:58;15,3;53,2
75;2022-05-16 21:19:58;15,3;53,2
76;2022-05-16 21:24:58;15,2;53,2
77;2022-05-16 21:29:58;15,2;53,7
78;2022-05-16 21:34:58;15,1;53,6
79;2022-05-16 21:39:58;15,1;53,6
80;2022-05-16 21:44:58;15,1;53,6
81;2022-05-16 21:49:58;15;53,6
82;2022-05-16 21:54:58;15;53,6
83;2022-05-16 21:59:58;14,9;53,6
84;2022-05-16 22:04:58;14,9;54,1
85;2022-05-16 22:09:58;14,9;54,1
86;2022-05-16 22:14:58;14,8;54,1
87;2022-05-16 22:19:58;14,8;54,1
88;2022-05-16 22:24:58;14,8;54,1
89;2022-05-16 22:29:58;14,7;54,1
90;2022-05-16 22:34:58;14,7;54,1
91;2022-05-16 22:39:58;14,7;54,1
92;2022-05-16 22:44:58;14,7;54,1
93;2022-05-16 22:49:58;14,6;54,1
94;2022-05-16 22:54:58;14,6;54,1
95;2022-05-16 22:59:58;14,6;54,1
96;2022-05-16 23:04:58;14,5;54
97;2022-05-16 23:09:58;14,5;54
