RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;7184200116;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2556;;
Temperature Maximum;22,9°C;;
Temperature Minimum;14,3°C;;
Temperature Average;17,6°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;64,8%RH;;
Humidity Minimum;44,7%RH;;
Humidity Average;55,7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-25 15:30:06;;
End Time;2022-05-04 12:25:06;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-04-25 15:30:06;22,9;50,2
2;2022-04-25 15:35:06;22,8;50,7
3;2022-04-25 15:40:06;22,3;50,1
4;2022-04-25 15:45:06;22;51,1
5;2022-04-25 15:50:06;21,9;51,1
6;2022-04-25 15:55:06;21,8;51,1
7;2022-04-25 16:00:06;22;51,6
8;2022-04-25 16:05:06;22,1;51,1
9;2022-04-25 16:10:06;22,1;51,1
10;2022-04-25 16:15:06;22,2;51,1
11;2022-04-25 16:20:06;22,2;51,1
12;2022-04-25 16:25:06;22,2;51,1
13;2022-04-25 16:30:06;22,2;51,1
14;2022-04-25 16:35:06;22,2;51,1
15;2022-04-25 16:40:06;22,3;51,1
16;2022-04-25 16:45:06;22,4;51,1
17;2022-04-25 16:50:06;22,5;51,2
18;2022-04-25 16:55:06;22,6;51,2
19;2022-04-25 17:00:06;22,7;51,2
20;2022-04-25 17:05:06;22,7;51,2
21;2022-04-25 17:10:06;22,7;51,2
22;2022-04-25 17:15:06;22,7;51,2
23;2022-04-25 17:20:06;22,7;51,2
24;2022-04-25 17:25:06;22,7;51,2
25;2022-04-25 17:30:06;22,6;51,2
26;2022-04-25 17:35:06;22,6;50,6
27;2022-04-25 17:40:06;22,5;50,6
28;2022-04-25 17:45:06;22,5;50,6
29;2022-04-25 17:50:06;22,4;50,6
30;2022-04-25 17:55:06;22,4;50,1
31;2022-04-25 18:00:06;22,3;50,1
32;2022-04-25 18:05:06;22,3;50,1
33;2022-04-25 18:10:06;22,2;50,1
34;2022-04-25 18:15:06;22,2;50,1
35;2022-04-25 18:20:06;22,2;50,1
36;2022-04-25 18:25:06;22,2;50,1
37;2022-04-25 18:30:06;22,1;50,1
38;2022-04-25 18:35:06;22,1;50,1
39;2022-04-25 18:40:06;22,1;50,1
40;2022-04-25 18:45:06;22,1;50,1
41;2022-04-25 18:50:06;22;50,1
42;2022-04-25 18:55:06;22;50,1
43;2022-04-25 19:00:06;22;50,1
44;2022-04-25 19:05:06;22;50,1
45;2022-04-25 19:10:06;22;50,1
46;2022-04-25 19:15:06;21,9;50,1
47;2022-04-25 19:20:06;21,9;50,1
48;2022-04-25 19:25:06;21,9;50
49;2022-04-25 19:30:06;21,9;50
50;2022-04-25 19:35:06;21,9;50
51;2022-04-25 19:40:06;21,8;50
52;2022-04-25 19:45:06;21,8;50
53;2022-04-25 19:50:06;21,8;50
54;2022-04-25 19:55:06;21,8;50
55;2022-04-25 20:00:06;21,8;50
56;2022-04-25 20:05:06;21,7;50
57;2022-04-25 20:10:06;21,7;50
