Informe de datos;;;;;
Archivo creado el:2022-05-28 18:16:19;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:00
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V747;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2097;;MKT;13,6;
Primera lectura;2022-05-21 11:32:00;;Última lectura;2022-05-28 18:12:00;
Máximo(Temperatura);19,5°C;;Mínimo(Temperatura);11,2°C;
Promedio(Temperatura);13,5°C;;Tiempo de grabación;7D 6H 40M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);81,1%;;Mínimo(Humedad);57,5%;
Promedio(Humedad);73,9%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:00;18,7;57,5;;
2;2022-05-21 11:37:00;17,2;61,2;;
3;2022-05-21 11:42:00;16;64,3;;
4;2022-05-21 11:47:00;19,5;66,7;;
5;2022-05-21 11:52:00;17;61,1;;
6;2022-05-21 11:57:00;15,6;63,7;;
7;2022-05-21 12:02:00;14,9;65,9;;
8;2022-05-21 12:07:00;14,6;66,8;;
9;2022-05-21 12:12:00;14,4;67,7;;
10;2022-05-21 12:17:00;14,3;68,1;;
11;2022-05-21 12:22:00;14,2;68,5;;
12;2022-05-21 12:27:00;14,2;69;;
13;2022-05-21 12:32:00;14,2;69,4;;
14;2022-05-21 12:37:00;14,1;69,9;;
15;2022-05-21 12:42:00;14,1;70,3;;
16;2022-05-21 12:47:00;14,1;70,7;;
17;2022-05-21 12:52:00;14,1;70,7;;
18;2022-05-21 12:57:00;14,1;71,2;;
19;2022-05-21 13:02:00;14,1;71,6;;
20;2022-05-21 13:07:00;14,2;71,6;;
21;2022-05-21 13:12:00;14,2;71,6;;
22;2022-05-21 13:17:00;14,3;71,2;;
23;2022-05-21 13:22:00;14,4;71,2;;
24;2022-05-21 13:27:00;14,4;71,7;;
25;2022-05-21 13:32:00;14,5;71,7;;
26;2022-05-21 13:37:00;14,6;72,2;;
27;2022-05-21 13:42:00;14,7;72,2;;
28;2022-05-21 13:47:00;14,7;71,7;;
29;2022-05-21 13:52:00;14,7;71,7;;
30;2022-05-21 13:57:00;14,8;71,7;;
31;2022-05-21 14:02:00;14,8;72,2;;
32;2022-05-21 14:07:00;14,8;72,2;;
33;2022-05-21 14:12:00;14,8;72,2;;
34;2022-05-21 14:17:00;14,8;72,2;;
35;2022-05-21 14:22:00;14,8;72,2;;
36;2022-05-21 14:27:00;14,9;73,1;;
37;2022-05-21 14:32:00;14,8;72,6;;
38;2022-05-21 14:37:00;14,9;72,2;;
39;2022-05-21 14:42:00;14,8;72,2;;
40;2022-05-21 14:47:00;14,8;72,2;;
41;2022-05-21 14:52:00;14,8;71,8;;
42;2022-05-21 14:57:00;14,8;71,8;;
43;2022-05-21 15:02:00;14,9;71,8;;
44;2022-05-21 15:07:00;14,9;71,8;;
45;2022-05-21 15:12:00;14,8;71,8;;
46;2022-05-21 15:17:00;14,9;71,3;;
