Informe de datos;;;;;
Archivo creado el:2022-05-28 18:39:27;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:57
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V785;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;12;;MKT;22,7;
Primera lectura;2022-05-21 11:32:57;;Última lectura;2022-05-21 12:27:57;
Máximo(Temperatura);25,3°C;;Mínimo(Temperatura);20,8°C;
Promedio(Temperatura);22,6°C;;Tiempo de grabación;0D 0H 55M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);71,2%;;Mínimo(Humedad);59,2%;
Promedio(Humedad);63,6%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:34:05;24,2;587333333333333,0;;
2;2022-05-21 11:39:05;23,1;619333333333333,0;;
3;2022-05-21 11:44:05;22,5;637333333333333,0;;
4;2022-05-21 11:49:05;219666666666667,0;645666666666667,0;;
5;2022-05-21 11:54:05;213666666666667,0;65,7;;
6;2022-05-21 11:59:05;210333333333333,0;665666666666667,0;;
7;2022-05-21 12:04:05;21,1;667333333333333,0;;
8;2022-05-21 12:09:05;209333333333333,0;666666666666667,0;;
9;2022-05-21 12:14:05;20,9;666666666666667,0;;
10;2022-05-21 12:19:05;206666666666667,0;67,4;;
11;2022-05-21 12:24:05;205333333333333,0;678333333333333,0;;
12;2022-05-21 12:29:05;20,4;679333333333333,0;;
13;2022-05-21 12:34:05;204666666666667,0;693333333333333,0;;
14;2022-05-21 12:39:05;21,0;695666666666667,0;;
15;2022-05-21 12:44:05;21,3;691666666666667,0;;
16;2022-05-21 12:49:05;218333333333333,0;70,6;;
17;2022-05-21 12:54:05;228333333333333,0;663333333333333,0;;
18;2022-05-21 12:59:05;226333333333333,0;660666666666667,0;;
19;2022-05-21 13:04:05;23,2;69,0;;
20;2022-05-21 13:09:05;22,9;65,5;;
21;2022-05-21 13:14:05;22,4;654333333333333,0;;
22;2022-05-21 13:19:05;22,8;700333333333333,0;;
23;2022-05-21 13:24:05;22,9;658333333333333,0;;
24;2022-05-21 13:29:05;225333333333333,0;663666666666667,0;;
25;2022-05-21 13:34:05;22,4;66,8;;
26;2022-05-21 13:39:05;223666666666667,0;666666666666667,0;;
27;2022-05-21 13:44:05;22,4;663333333333333,0;;
28;2022-05-21 13:49:05;22,4;66,2;;
29;2022-05-21 13:54:05;223666666666667,0;666333333333333,0;;
30;2022-05-21 13:59:05;22,3;67,1;;
31;2022-05-21 14:04:05;22,3;672333333333333,0;;
32;2022-05-21 14:09:05;22,3;675333333333333,0;;
33;2022-05-21 14:14:05;22,3;675333333333333,0;;
34;2022-05-21 14:19:05;222333333333333,0;675333333333333,0;;
35;2022-05-21 14:24:05;222333333333333,0;684333333333333,0;;
36;2022-05-21 14:29:05;22,2;68,6;;
37;2022-05-21 14:34:05;22,1;679333333333333,0;;
38;2022-05-21 14:39:05;220333333333333,0;68,1;;
39;2022-05-21 14:44:05;22,0;67,8;;
