Informe de datos;;;;;
Archivo creado el:2022-05-28 19:04:50;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:05
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V778;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2107;;MKT;20,6;
Primera lectura;2022-05-21 11:33:05;;Última lectura;2022-05-28 19:03:05;
Máximo(Temperatura);26,4°C;;Mínimo(Temperatura);16,8°C;
Promedio(Temperatura);20,4°C;;Tiempo de grabación;7D 7H 30M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);80,7%;;Mínimo(Humedad);55,3%;
Promedio(Humedad);70,6%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:33:05;24;60,3;;
2;2022-05-21 11:38:05;22,9;63;;
3;2022-05-21 11:43:05;22;64,7;;
4;2022-05-21 11:48:05;21,6;65,6;;
5;2022-05-21 11:53:05;21;66,9;;
6;2022-05-21 11:58:05;20,8;67,3;;
7;2022-05-21 12:03:05;24,3;71,4;;
8;2022-05-21 12:08:05;26,4;67,7;;
9;2022-05-21 12:13:05;26;59,7;;
10;2022-05-21 12:18:05;23,5;61,2;;
11;2022-05-21 12:23:05;22,1;62,9;;
12;2022-05-21 12:28:05;21,4;64,1;;
13;2022-05-21 12:33:05;23,3;73,1;;
14;2022-05-21 12:38:05;24,8;64,3;;
15;2022-05-21 12:43:05;23;64,9;;
16;2022-05-21 12:48:05;22,2;66,1;;
17;2022-05-21 12:53:05;21,7;67,4;;
18;2022-05-21 12:58:05;21,5;67,8;;
19;2022-05-21 13:03:05;21,5;67,8;;
20;2022-05-21 13:08:05;21,6;67,8;;
21;2022-05-21 13:13:05;21,7;67,4;;
22;2022-05-21 13:18:05;21,9;67,4;;
23;2022-05-21 13:23:05;22,2;67,9;;
24;2022-05-21 13:28:05;22,2;68;;
25;2022-05-21 13:33:05;22,2;68;;
26;2022-05-21 13:38:05;22,4;67,1;;
27;2022-05-21 13:43:05;22,5;67,1;;
28;2022-05-21 13:48:05;22,5;66,6;;
29;2022-05-21 13:53:05;22,5;67,1;;
30;2022-05-21 13:58:05;22,4;67,5;;
31;2022-05-21 14:03:05;22,4;67,5;;
32;2022-05-21 14:08:05;22,4;68;;
33;2022-05-21 14:13:05;22,4;68;;
34;2022-05-21 14:18:05;22,3;68;;
35;2022-05-21 14:23:05;22,3;68,9;;
36;2022-05-21 14:28:05;22,2;68,9;;
37;2022-05-21 14:33:05;22,1;68;;
38;2022-05-21 14:38:05;22,1;68,4;;
39;2022-05-21 14:43:05;22;68,4;;
40;2022-05-21 14:48:05;22;67,9;;
41;2022-05-21 14:53:05;22;68,4;;
42;2022-05-21 14:58:05;21,9;68,4;;
43;2022-05-21 15:03:05;21,8;68,4;;
44;2022-05-21 15:08:05;21,8;68,4;;
45;2022-05-21 15:13:05;21,9;68,4;;
46;2022-05-21 15:18:05;21,8;68,3;;
47;2022-05-21 15:23:05;21,8;67,9;;
