RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V231;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3609;;
Temperature Maximum;25,1°C;;
Temperature Minimum;12°C;;
Temperature Average;16,6°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;68,6%RH;;
Humidity Minimum;46,9%RH;;
Humidity Average;57,1%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16/5/2022 09:55;;
End Time;28/5/2022 22:35;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:55:48;18;47,7
2;2022-05-16 10:00:48;17,8;47,9
3;2022-05-16 10:05:48;17,7;48,3
4;2022-05-16 10:10:48;17,6;48,5
5;2022-05-16 10:15:48;17,5;48,5
6;2022-05-16 10:20:48;17,5;48,5
7;2022-05-16 10:25:48;17,4;48,5
8;2022-05-16 10:30:48;17,4;48,5
9;2022-05-16 10:35:48;17,3;48,6
10;2022-05-16 10:40:48;17,3;48,5
11;2022-05-16 10:45:48;17,2;48,5
12;2022-05-16 10:50:48;17,2;48,5
13;2022-05-16 10:55:48;17,2;48,5
14;2022-05-16 11:00:48;17,2;48,6
15;2022-05-16 11:05:48;17,1;48,7
16;2022-05-16 11:10:48;17,1;48,8
17;2022-05-16 11:15:48;17,1;48,8
18;2022-05-16 11:20:48;17,1;48,8
19;2022-05-16 11:25:48;17;48,8
20;2022-05-16 11:30:48;17;48,8
21;2022-05-16 11:35:48;17;48,8
22;2022-05-16 11:40:48;17;48,8
23;2022-05-16 11:45:48;17;49
24;2022-05-16 11:50:48;17;49,1
25;2022-05-16 11:55:48;17;49,3
26;2022-05-16 12:00:48;17;49,4
27;2022-05-16 12:05:48;17;49,4
28;2022-05-16 12:10:48;17;49,5
29;2022-05-16 12:15:48;17;49,5
30;2022-05-16 12:20:48;17;49,6
31;2022-05-16 12:25:48;17;49,6
32;2022-05-16 12:30:48;17;49,6
33;2022-05-16 12:35:48;17;49,6
34;2022-05-16 12:40:48;17;49,7
35;2022-05-16 12:45:48;17;49,7
36;2022-05-16 12:50:48;17;49,7
37;2022-05-16 12:55:48;17;49,7
38;2022-05-16 13:00:48;17;49,8
39;2022-05-16 13:05:48;17;49,8
40;2022-05-16 13:10:48;17;49,8
41;2022-05-16 13:15:48;17;49,7
42;2022-05-16 13:20:48;17;49,7
43;2022-05-16 13:25:48;17;49,8
44;2022-05-16 13:30:48;17;49,7
45;2022-05-16 13:35:48;17;49,7
46;2022-05-16 13:40:48;17;49,7
47;2022-05-16 13:45:48;17;49,7
48;2022-05-16 13:50:48;17;49,8
49;2022-05-16 13:55:48;17;49,8
50;2022-05-16 14:00:48;17;49,7
51;2022-05-16 14:05:48;17;49,8
52;2022-05-16 14:10:48;17;49,8
53;2022-05-16 14:15:48;17;50
54;2022-05-16 14:20:48;17;50,1
55;2022-05-16 14:25:48;17;50,2
56;2022-05-16 14:30:48;17;50,4
57;2022-05-16 14:35:48;17,1;50,5
58;2022-05-16 14:40:48;17,1;50,7
59;2022-05-16 14:45:48;17,2;50,8
60;2022-05-16 14:50:48;17,2;50,9
61;2022-05-16 14:55:48;17,3;50,8
62;2022-05-16 15:00:48;17,3;50,9
63;2022-05-16 15:05:48;17,4;51,2
64;2022-05-16 15:10:48;19,3;56,8
65;2022-05-16 15:15:48;20,2;58,9
66;2022-05-16 15:20:48;20,9;61
67;2022-05-16 15:25:48;22;58,9
68;2022-05-16 15:30:48;22,3;60,3
69;2022-05-16 15:35:48;22,9;62,1
70;2022-05-16 15:40:48;23,6;63,3
71;2022-05-16 15:45:48;24,4;60
72;2022-05-16 15:50:48;24,3;55,9
73;2022-05-16 15:55:48;24,7;54,9
74;2022-05-16 16:00:48;23,2;48,2
75;2022-05-16 16:05:48;21,2;46,9
76;2022-05-16 16:10:48;20,2;47,3
77;2022-05-16 16:15:48;19,6;47,5
78;2022-05-16 16:20:48;19,2;47,9
79;2022-05-16 16:25:48;19;48,1
80;2022-05-16 16:30:48;18,9;48,3
81;2022-05-16 16:35:48;18,8;48,4
82;2022-05-16 16:40:48;18,7;48,6
83;2022-05-16 16:45:48;18,6;48,7
84;2022-05-16 16:50:48;18,6;48,8
85;2022-05-16 16:55:48;18,6;48,9
86;2022-05-16 17:00:48;18,5;49
87;2022-05-16 17:05:48;18,5;48,9
88;2022-05-16 17:10:48;18,5;48,9
89;2022-05-16 17:15:48;18,4;48,9
90;2022-05-16 17:20:48;18,3;49,1
91;2022-05-16 17:25:48;18,3;49,3
92;2022-05-16 17:30:48;18,2;49,4
93;2022-05-16 17:35:48;18,1;49,5
94;2022-05-16 17:40:48;18;49,7
95;2022-05-16 17:45:48;18;49,7
96;2022-05-16 17:50:48;17,9;49,9
97;2022-05-16 17:55:48;17,8;49,9
98;2022-05-16 18:00:48;17,7;50
99;2022-05-16 18:05:48;17,6;50,1
100;2022-05-16 18:10:48;17,5;50,3
101;2022-05-16 18:15:48;17,4;50,5
102;2022-05-16 18:20:48;17,3;50,8
103;2022-05-16 18:25:48;17,2;50,8
104;2022-05-16 18:30:48;17,1;51
105;2022-05-16 18:35:48;17;51,1
106;2022-05-16 18:40:48;17;51,3
107;2022-05-16 18:45:48;16,9;51,4
108;2022-05-16 18:50:48;16,8;51,6
109;2022-05-16 18:55:48;16,7;51,7
110;2022-05-16 19:00:48;16,6;51,9
111;2022-05-16 19:05:48;16,6;52
112;2022-05-16 19:10:48;16,5;52,1
113;2022-05-16 19:15:48;16,4;52,2
114;2022-05-16 19:20:48;16,3;52,3
115;2022-05-16 19:25:48;16,3;52,4
116;2022-05-16 19:30:48;16,2;52,5
117;2022-05-16 19:35:48;16,1;52,7
118;2022-05-16 19:40:48;16,1;52,8
119;2022-05-16 19:45:48;16;52,8
120;2022-05-16 19:50:48;16;52,9
121;2022-05-16 19:55:48;16;53
122;2022-05-16 20:00:48;15,9;53,1
123;2022-05-16 20:05:48;15,9;53,1
124;2022-05-16 20:10:48;15,8;53,2
125;2022-05-16 20:15:48;15,8;53,3
126;2022-05-16 20:20:48;15,7;53,4
127;2022-05-16 20:25:48;15,7;53,4
128;2022-05-16 20:30:48;15,7;53,6
129;2022-05-16 20:35:48;15,6;53,7
130;2022-05-16 20:40:48;15,6;53,8
131;2022-05-16 20:45:48;15,6;53,9
132;2022-05-16 20:50:48;15,5;54
133;2022-05-16 20:55:48;15,5;54,2
134;2022-05-16 21:00:48;15,5;54,3
135;2022-05-16 21:05:48;15,4;54,4
136;2022-05-16 21:10:48;15,4;54,5
137;2022-05-16 21:15:48;15,4;54,6
138;2022-05-16 21:20:48;15,4;54,7
139;2022-05-16 21:25:48;15,3;54,7
140;2022-05-16 21:30:48;15,3;54,8
141;2022-05-16 21:35:48;15,2;55
142;2022-05-16 21:40:48;15,2;55
143;2022-05-16 21:45:48;15,2;55,1
144;2022-05-16 21:50:48;15,1;55,1
145;2022-05-16 21:55:48;15,1;55,3
146;2022-05-16 22:00:48;15,1;55,4
147;2022-05-16 22:05:48;15;55,5
148;2022-05-16 22:10:48;15;55,6
149;2022-05-16 22:15:48;15;55,7
150;2022-05-16 22:20:48;14,9;55,7
151;2022-05-16 22:25:48;14,9;55,7
152;2022-05-16 22:30:48;14,9;55,8
153;2022-05-16 22:35:48;14,8;56,3
154;2022-05-16 22:40:48;14,8;56,2
155;2022-05-16 22:45:48;14,8;56,3
156;2022-05-16 22:50:48;14,7;56,2
157;2022-05-16 22:55:48;14,7;56,2
158;2022-05-16 23:00:48;14,7;56,4
159;2022-05-16 23:05:48;14,6;56
160;2022-05-16 23:10:48;14,6;56,4
161;2022-05-16 23:15:48;14,6;56,4
162;2022-05-16 23:20:48;14,5;56,4
163;2022-05-16 23:25:48;14,5;56,4
164;2022-05-16 23:30:48;14,5;56,4
165;2022-05-16 23:35:48;14,5;56,4
166;2022-05-16 23:40:48;14,4;56,4
167;2022-05-16 23:45:48;14,4;56,4
168;2022-05-16 23:50:48;14,4;56,4
169;2022-05-16 23:55:48;14,3;56,4
170;2022-05-17 00:00:48;14,3;56,4
171;2022-05-17 00:05:48;14,3;56,4
172;2022-05-17 00:10:48;14,3;56,4
173;2022-05-17 00:15:48;14,2;56,4
174;2022-05-17 00:20:48;14,2;56,4
175;2022-05-17 00:25:48;14,2;56,4
176;2022-05-17 00:30:48;14,2;56,4
177;2022-05-17 00:35:48;14,2;56,4
178;2022-05-17 00:40:48;14,1;56,4
179;2022-05-17 00:45:48;14,1;56,4
180;2022-05-17 00:50:48;14,1;56,4
181;2022-05-17 00:55:48;14,1;56,4
182;2022-05-17 01:00:48;14;56,3
183;2022-05-17 01:05:48;14;56,3
184;2022-05-17 01:10:48;14;56,3
185;2022-05-17 01:15:48;14;56,3
186;2022-05-17 01:20:48;14;56,3
187;2022-05-17 01:25:48;13,9;56,3
188;2022-05-17 01:30:48;13,9;56,3
189;2022-05-17 01:35:48;13,9;56,3
190;2022-05-17 01:40:48;13,8;56,3
191;2022-05-17 01:45:48;13,8;56,3
192;2022-05-17 01:50:48;13,8;56,3
193;2022-05-17 01:55:48;13,8;56,3
194;2022-05-17 02:00:48;13,7;56,3
195;2022-05-17 02:05:48;13,7;56,3
196;2022-05-17 02:10:48;13,7;56,3
197;2022-05-17 02:15:48;13,6;56,3
198;2022-05-17 02:20:48;13,6;56
199;2022-05-17 02:25:48;13,6;56,1
200;2022-05-17 02:30:48;13,6;55,7
201;2022-05-17 02:35:48;13,5;55,8
202;2022-05-17 02:40:48;13,5;55,4
203;2022-05-17 02:45:48;13,5;55,2
204;2022-05-17 02:50:48;13,5;55
205;2022-05-17 02:55:48;13,5;54,8
206;2022-05-17 03:00:48;13,4;54,7
207;2022-05-17 03:05:48;13,4;54,6
208;2022-05-17 03:10:48;13,4;54,5
209;2022-05-17 03:15:48;13,4;54,4
210;2022-05-17 03:20:48;13,4;54,2
211;2022-05-17 03:25:48;13,3;54,2
212;2022-05-17 03:30:48;13,3;54,1
213;2022-05-17 03:35:48;13,3;54
214;2022-05-17 03:40:48;13,2;53,9
215;2022-05-17 03:45:48;13,2;53,9
216;2022-05-17 03:50:48;13,2;53,8
217;2022-05-17 03:55:48;13,2;53,8
218;2022-05-17 04:00:48;13,1;53,7
219;2022-05-17 04:05:48;13,1;53,7
220;2022-05-17 04:10:48;13,1;53,7
221;2022-05-17 04:15:48;13,1;53,7
222;2022-05-17 04:20:48;13;53,6
223;2022-05-17 04:25:48;13;53,6
224;2022-05-17 04:30:48;13;53,6
225;2022-05-17 04:35:48;13;53,6
226;2022-05-17 04:40:48;13;53,6
227;2022-05-17 04:45:48;12,9;53,5
228;2022-05-17 04:50:48;12,9;53,5
229;2022-05-17 04:55:48;12,9;53,5
230;2022-05-17 05:00:48;12,9;53,4
231;2022-05-17 05:05:48;12,9;53,3
232;2022-05-17 05:10:48;12,8;53,3
233;2022-05-17 05:15:48;12,8;53,3
234;2022-05-17 05:20:48;12,8;53,3
235;2022-05-17 05:25:48;12,8;53,3
236;2022-05-17 05:30:48;12,8;53,4
237;2022-05-17 05:35:48;12,8;53,3
238;2022-05-17 05:40:48;12,7;53,3
239;2022-05-17 05:45:48;12,7;53,3
240;2022-05-17 05:50:48;12,7;53,5
241;2022-05-17 05:55:48;12,7;53,5
242;2022-05-17 06:00:48;12,7;53,4
243;2022-05-17 06:05:48;12,7;53,5
244;2022-05-17 06:10:48;12,7;53,5
245;2022-05-17 06:15:48;12,7;53,4
246;2022-05-17 06:20:48;12,7;53,5
247;2022-05-17 06:25:48;12,7;53,5
248;2022-05-17 06:30:48;12,6;53,5
249;2022-05-17 06:35:48;12,6;53,6
250;2022-05-17 06:40:48;12,6;53,6
251;2022-05-17 06:45:48;12,6;53,5
252;2022-05-17 06:50:48;12,5;53,5
253;2022-05-17 06:55:48;12,5;53,5
254;2022-05-17 07:00:48;12,5;53,5
255;2022-05-17 07:05:48;12,5;53,5
256;2022-05-17 07:10:48;12,5;53,4
257;2022-05-17 07:15:48;12,5;53,5
258;2022-05-17 07:20:48;12,5;53,5
259;2022-05-17 07:25:48;12,4;53,5
260;2022-05-17 07:30:48;12,4;53,5
261;2022-05-17 07:35:48;12,4;53,4
262;2022-05-17 07:40:48;12,4;53,4
263;2022-05-17 07:45:48;12,4;53,4
264;2022-05-17 07:50:48;12,4;53,5
265;2022-05-17 07:55:48;12,4;53,5
266;2022-05-17 08:00:48;12,3;53,5
267;2022-05-17 08:05:48;12,3;53,5
268;2022-05-17 08:10:48;12,3;53,5
269;2022-05-17 08:15:48;12,3;53,5
270;2022-05-17 08:20:48;12,4;53,5
271;2022-05-17 08:25:48;12,4;53,5
272;2022-05-17 08:30:48;12,4;53,6
273;2022-05-17 08:35:48;12,4;53,6
274;2022-05-17 08:40:48;12,4;53,7
275;2022-05-17 08:45:48;12,4;53,7
276;2022-05-17 08:50:48;12,5;53,7
277;2022-05-17 08:55:48;12,5;53,7
278;2022-05-17 09:00:48;12,5;53,8
