RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;C098;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3612;;
Temperature Maximum;27,7°C;;
Temperature Minimum;9,1°C;;
Temperature Average;15,8°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;73,7%RH;;
Humidity Minimum;41,4%RH;;
Humidity Average;59,3%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 8:59;;
End Time;28-05-2022 21:54;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 08:59:04;18,4;51,6
2;2022-05-16 09:04:04;18,4;51,6
3;2022-05-16 09:09:04;18,4;51,6
4;2022-05-16 09:14:04;18,5;51,6
5;2022-05-16 09:19:04;18,5;51,6
6;2022-05-16 09:24:04;18,5;51,6
7;2022-05-16 09:29:04;18,5;51,6
8;2022-05-16 09:34:04;18,5;51,6
9;2022-05-16 09:39:04;18,5;51,6
10;2022-05-16 09:44:04;18,5;51,6
11;2022-05-16 09:49:04;18,5;49,1
12;2022-05-16 09:54:04;19,5;53,7
13;2022-05-16 09:59:04;19,8;51,7
14;2022-05-16 10:04:04;20;50,7
15;2022-05-16 10:09:04;20,1;51,2
16;2022-05-16 10:14:04;20,2;50,3
17;2022-05-16 10:19:04;20,3;50,8
18;2022-05-16 10:24:04;20,3;47,8
19;2022-05-16 10:29:04;19,3;45,6
20;2022-05-16 10:34:04;19;44,6
21;2022-05-16 10:39:04;19,1;41,4
22;2022-05-16 10:44:04;19,3;42,5
23;2022-05-16 10:49:04;18;42,9
24;2022-05-16 10:54:04;16,4;45,3
25;2022-05-16 10:59:04;15,6;46,2
26;2022-05-16 11:04:04;15,3;47,2
27;2022-05-16 11:09:04;15,1;47,6
28;2022-05-16 11:14:04;15;47,6
29;2022-05-16 11:19:04;15;48,1
30;2022-05-16 11:24:04;15;48,1
31;2022-05-16 11:29:04;15,1;48,6
32;2022-05-16 11:34:04;15,1;49,1
33;2022-05-16 11:39:04;15,2;48,6
34;2022-05-16 11:44:04;15,2;49,2
35;2022-05-16 11:49:04;15,3;49,2
36;2022-05-16 11:54:04;15,4;49,2
37;2022-05-16 11:59:04;15,4;48,7
38;2022-05-16 12:04:04;15,4;49,2
39;2022-05-16 12:09:04;15,5;49,2
40;2022-05-16 12:14:04;15,6;49,2
41;2022-05-16 12:19:04;15,6;49,2
42;2022-05-16 12:24:04;15,7;48,7
43;2022-05-16 12:29:04;15,8;48,7
44;2022-05-16 12:34:04;15,8;48,7
45;2022-05-16 12:39:04;15,9;49,2
46;2022-05-16 12:44:04;15,9;49,2
47;2022-05-16 12:49:04;16;49,8
48;2022-05-16 12:54:04;16;50,3
49;2022-05-16 12:59:04;16;50,3
50;2022-05-16 13:04:04;16;50,8
51;2022-05-16 13:09:04;16,1;50,8
52;2022-05-16 13:14:04;16,1;50,8
53;2022-05-16 13:19:04;16,2;50,8
54;2022-05-16 13:24:04;16,2;50,3
55;2022-05-16 13:29:04;16,3;50,3
56;2022-05-16 13:34:04;16,3;50,3
57;2022-05-16 13:39:04;16,4;49,8
58;2022-05-16 13:44:04;16,4;50,3
59;2022-05-16 13:49:04;16,5;50,3
60;2022-05-16 13:54:04;16,5;49,8
61;2022-05-16 13:59:04;16,5;49,8
62;2022-05-16 14:04:04;16,6;49,8
63;2022-05-16 14:09:04;16,6;49,8
64;2022-05-16 14:14:04;16,7;49,8
65;2022-05-16 14:19:04;16,7;49,3
66;2022-05-16 14:24:04;16,7;49,4
67;2022-05-16 14:29:04;16,8;49,4
68;2022-05-16 14:34:04;16,9;49,4
69;2022-05-16 14:39:04;16,9;49,4
70;2022-05-16 14:44:04;17;49,4
71;2022-05-16 14:49:04;17;49,4
72;2022-05-16 14:54:04;17,1;49,4
73;2022-05-16 14:59:04;17,1;49,4
74;2022-05-16 15:04:04;17,1;50,4
75;2022-05-16 15:09:04;17,2;50,4
76;2022-05-16 15:14:04;17,2;49,9
77;2022-05-16 15:19:04;17,3;49,9
