RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V399;;
Number;V399;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3609;;
Temperature Maximum;25,6°C;;
Temperature Minimum;12,1°C;;
Temperature Average;16,6°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;70,8%RH;;
Humidity Minimum;42,5%RH;;
Humidity Average;58,6%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16/5/2022 09:50;;
End Time;28/5/2022 22:30;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:50:59;18,6;52,2
2;2022-05-16 09:55:59;19,4;50,8
3;2022-05-16 10:00:59;19,4;49,8
4;2022-05-16 10:05:59;19,4;49,3
5;2022-05-16 10:10:59;19,5;51,3
6;2022-05-16 10:15:59;19,8;51,9
7;2022-05-16 10:20:59;19,9;49,4
8;2022-05-16 10:25:59;20,2;46,8
9;2022-05-16 10:30:59;20,3;45,8
10;2022-05-16 10:35:59;19,6;42,5
11;2022-05-16 10:40:59;17,4;44,4
12;2022-05-16 10:45:59;16,5;46,4
13;2022-05-16 10:50:59;16;46,8
14;2022-05-16 10:55:59;15,8;47,3
15;2022-05-16 11:00:59;15,6;48,3
16;2022-05-16 11:05:59;15,5;48,3
17;2022-05-16 11:10:59;15,5;48,3
18;2022-05-16 11:15:59;15,6;48,3
19;2022-05-16 11:20:59;15,6;49,3
20;2022-05-16 11:25:59;15,6;49,3
21;2022-05-16 11:30:59;15,6;49,3
22;2022-05-16 11:35:59;15,7;49,8
23;2022-05-16 11:40:59;15,7;49,3
24;2022-05-16 11:45:59;15,8;49,8
25;2022-05-16 11:50:59;15,9;49,3
26;2022-05-16 11:55:59;15,9;49,3
27;2022-05-16 12:00:59;16;49,3
28;2022-05-16 12:05:59;16;49,3
29;2022-05-16 12:10:59;16;49,3
30;2022-05-16 12:15:59;16;49,9
31;2022-05-16 12:20:59;16,1;49,4
32;2022-05-16 12:25:59;16,1;49,4
33;2022-05-16 12:30:59;16,2;50,4
34;2022-05-16 12:35:59;16,2;50,4
35;2022-05-16 12:40:59;16,3;50,4
36;2022-05-16 12:45:59;16,3;50,4
37;2022-05-16 12:50:59;16,4;50,9
38;2022-05-16 12:55:59;16,4;50,9
39;2022-05-16 13:00:59;16,5;51,4
40;2022-05-16 13:05:59;16,5;51,4
41;2022-05-16 13:10:59;16,5;51,4
42;2022-05-16 13:15:59;16,6;50,9
43;2022-05-16 13:20:59;16,6;50,9
44;2022-05-16 13:25:59;16,7;50,9
45;2022-05-16 13:30:59;16,7;50,9
46;2022-05-16 13:35:59;16,7;51,4
47;2022-05-16 13:40:59;16,7;51,4
48;2022-05-16 13:45:59;16,8;51,5
49;2022-05-16 13:50:59;16,8;51,5
50;2022-05-16 13:55:59;16,9;51,5
51;2022-05-16 14:00:59;16,9;51,5
52;2022-05-16 14:05:59;16,9;51,5
53;2022-05-16 14:10:59;17;51,5
54;2022-05-16 14:15:59;17;51,5
55;2022-05-16 14:20:59;17;51,5
56;2022-05-16 14:25:59;17,1;51,5
57;2022-05-16 14:30:59;17,1;51,5
58;2022-05-16 14:35:59;17,2;51,5
59;2022-05-16 14:40:59;17,3;51,5
60;2022-05-16 14:45:59;17,3;52
61;2022-05-16 14:50:59;17,3;52
62;2022-05-16 14:55:59;17,4;52,5
63;2022-05-16 15:00:59;17,4;52,5
64;2022-05-16 15:05:59;17,4;52,5
65;2022-05-16 15:10:59;17,4;52,5
66;2022-05-16 15:15:59;17,4;52,5
67;2022-05-16 15:20:59;17,4;52,5
68;2022-05-16 15:25:59;17,4;52,5
69;2022-05-16 15:30:59;17,4;52,5
70;2022-05-16 15:35:59;17,4;52,5
71;2022-05-16 15:40:59;17,4;52,5
72;2022-05-16 15:45:59;17,4;52
73;2022-05-16 15:50:59;17,5;52
74;2022-05-16 15:55:59;17,5;52
75;2022-05-16 16:00:59;17,5;52
76;2022-05-16 16:05:59;17,5;52
77;2022-05-16 16:10:59;17,5;52
78;2022-05-16 16:15:59;17,5;52
79;2022-05-16 16:20:59;17,5;52
80;2022-05-16 16:25:59;17,5;52
81;2022-05-16 16:30:59;17,5;52
82;2022-05-16 16:35:59;17,5;52
83;2022-05-16 16:40:59;17,5;52,5
84;2022-05-16 16:45:59;17,4;52,5
85;2022-05-16 16:50:59;17,4;52,5
86;2022-05-16 16:55:59;17,4;52,5
87;2022-05-16 17:00:59;17,4;52,5
88;2022-05-16 17:05:59;17,4;52,5
89;2022-05-16 17:10:59;17,4;52,5
90;2022-05-16 17:15:59;17,4;52,5
91;2022-05-16 17:20:59;17,4;52,5
92;2022-05-16 17:25:59;17,3;53
93;2022-05-16 17:30:59;17,3;53
94;2022-05-16 17:35:59;17,2;53
95;2022-05-16 17:40:59;17,2;53
96;2022-05-16 17:45:59;17,2;53
97;2022-05-16 17:50:59;17,1;53
98;2022-05-16 17:55:59;17;53,5
99;2022-05-16 18:00:59;16,9;53,5
100;2022-05-16 18:05:59;16,9;53,4
101;2022-05-16 18:10:59;16,8;53,4
102;2022-05-16 18:15:59;16,7;53,4
103;2022-05-16 18:20:59;16,7;53,4
104;2022-05-16 18:25:59;16,7;53,9
105;2022-05-16 18:30:59;16,7;53,9
106;2022-05-16 18:35:59;16,6;53,9
107;2022-05-16 18:40:59;16,6;53,9
108;2022-05-16 18:45:59;16,5;53,9
109;2022-05-16 18:50:59;16,5;54,4
110;2022-05-16 18:55:59;16,4;54,4
111;2022-05-16 19:00:59;16,4;54,4
112;2022-05-16 19:05:59;16,3;54,4
113;2022-05-16 19:10:59;16,3;54,4
114;2022-05-16 19:15:59;16,2;54,3
115;2022-05-16 19:20:59;16,2;54,3
116;2022-05-16 19:25:59;16,1;54,8
117;2022-05-16 19:30:59;16,1;54,8
118;2022-05-16 19:35:59;16;54,8
119;2022-05-16 19:40:59;16;54,8
120;2022-05-16 19:45:59;16;54,8
121;2022-05-16 19:50:59;16;55,3
122;2022-05-16 19:55:59;15,9;55,3
123;2022-05-16 20:00:59;15,9;55,3
124;2022-05-16 20:05:59;15,9;55,3
125;2022-05-16 20:10:59;15,8;55,3
126;2022-05-16 20:15:59;15,8;55,3
127;2022-05-16 20:20:59;15,8;55,3
128;2022-05-16 20:25:59;15,8;55,2
129;2022-05-16 20:30:59;15,7;55,7
130;2022-05-16 20:35:59;15,7;55,7
131;2022-05-16 20:40:59;15,7;55,7
132;2022-05-16 20:45:59;15,6;55,7
133;2022-05-16 20:50:59;15,6;55,7
134;2022-05-16 20:55:59;15,6;56,2
135;2022-05-16 21:00:59;15,5;56,2
136;2022-05-16 21:05:59;15,5;56,2
137;2022-05-16 21:10:59;15,4;56,2
138;2022-05-16 21:15:59;15,4;56,2
139;2022-05-16 21:20:59;15,4;56,2
140;2022-05-16 21:25:59;15,4;56,2
141;2022-05-16 21:30:59;15,4;56,2
142;2022-05-16 21:35:59;15,3;56,2
143;2022-05-16 21:40:59;15,3;56,6
144;2022-05-16 21:45:59;15,2;56,6
145;2022-05-16 21:50:59;15,2;56,6
146;2022-05-16 21:55:59;15,2;56,6
147;2022-05-16 22:00:59;15,1;56,6
148;2022-05-16 22:05:59;15,1;56,6
149;2022-05-16 22:10:59;15,1;56,6
150;2022-05-16 22:15:59;15;56,6
151;2022-05-16 22:20:59;15;56,6
152;2022-05-16 22:25:59;14,9;56,6
153;2022-05-16 22:30:59;14,9;56,6
154;2022-05-16 22:35:59;14,9;56,6
155;2022-05-16 22:40:59;14,8;56,6
156;2022-05-16 22:45:59;14,8;56,6
157;2022-05-16 22:50:59;14,8;57
158;2022-05-16 22:55:59;14,7;56,6
159;2022-05-16 23:00:59;14,7;57
160;2022-05-16 23:05:59;14,7;57
161;2022-05-16 23:10:59;14,7;57
162;2022-05-16 23:15:59;14,7;57
163;2022-05-16 23:20:59;14,7;57
164;2022-05-16 23:25:59;14,6;57
165;2022-05-16 23:30:59;14,6;57
166;2022-05-16 23:35:59;14,6;57
167;2022-05-16 23:40:59;14,6;57
168;2022-05-16 23:45:59;14,5;57
169;2022-05-16 23:50:59;14,5;57
170;2022-05-16 23:55:59;14,5;57
171;2022-05-17 00:00:59;14,5;57
172;2022-05-17 00:05:59;14,4;57
173;2022-05-17 00:10:59;14,4;57
174;2022-05-17 00:15:59;14,4;57
175;2022-05-17 00:20:59;14,4;57
176;2022-05-17 00:25:59;14,3;57
177;2022-05-17 00:30:59;14,3;57
