RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V447;;
Number;v158;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3612;;
Temperature Maximum;24,5°C;;
Temperature Minimum;11,8°C;;
Temperature Average;16,3°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;71,2%RH;;
Humidity Minimum;48,1%RH;;
Humidity Average;58,7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:44;;
End Time;28-05-2022 22:39;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:44:59;18,6;51,7
2;2022-05-16 09:49:59;17,9;48,1
3;2022-05-16 09:54:59;17,7;49,1
4;2022-05-16 09:59:59;17,5;49,5
5;2022-05-16 10:04:59;17,5;50
6;2022-05-16 10:09:59;17,4;50
7;2022-05-16 10:14:59;17,4;50,5
8;2022-05-16 10:19:59;17,3;50,5
9;2022-05-16 10:24:59;17,3;50,5
10;2022-05-16 10:29:59;17,2;50,5
11;2022-05-16 10:34:59;17,1;50,5
12;2022-05-16 10:39:59;17;50,5
13;2022-05-16 10:44:59;17;50,5
14;2022-05-16 10:49:59;16,9;50,5
15;2022-05-16 10:54:59;16,8;51
16;2022-05-16 10:59:59;16,8;51
17;2022-05-16 11:04:59;16,8;51,5
18;2022-05-16 11:09:59;16,8;51,5
19;2022-05-16 11:14:59;16,8;51,5
20;2022-05-16 11:19:59;16,9;51,5
21;2022-05-16 11:24:59;16,9;51,5
22;2022-05-16 11:29:59;17;51,5
23;2022-05-16 11:34:59;17;51,5
24;2022-05-16 11:39:59;17;51,5
25;2022-05-16 11:44:59;17;51,5
26;2022-05-16 11:49:59;17;51,5
27;2022-05-16 11:54:59;17;51,5
28;2022-05-16 11:59:59;17;51,5
29;2022-05-16 12:04:59;17;51,5
30;2022-05-16 12:09:59;17;51,5
31;2022-05-16 12:14:59;17;51,5
32;2022-05-16 12:19:59;17;51,5
33;2022-05-16 12:24:59;16,9;51,5
34;2022-05-16 12:29:59;16,9;51,5
35;2022-05-16 12:34:59;16,9;51,5
36;2022-05-16 12:39:59;16,9;51,5
37;2022-05-16 12:44:59;16,9;51,5
38;2022-05-16 12:49:59;16,9;51,5
39;2022-05-16 12:54:59;16,8;51,5
40;2022-05-16 12:59:59;16,8;51,5
41;2022-05-16 13:04:59;16,8;51,5
42;2022-05-16 13:09:59;16,8;51,5
43;2022-05-16 13:14:59;16,8;51,5
44;2022-05-16 13:19:59;16,8;51,5
45;2022-05-16 13:24:59;16,8;52
46;2022-05-16 13:29:59;16,8;52
47;2022-05-16 13:34:59;16,8;52
48;2022-05-16 13:39:59;16,8;52
49;2022-05-16 13:44:59;16,8;52
50;2022-05-16 13:49:59;16,8;52
51;2022-05-16 13:54:59;16,8;52
52;2022-05-16 13:59:59;16,8;52
53;2022-05-16 14:04:59;16,8;52
54;2022-05-16 14:09:59;16,8;52
55;2022-05-16 14:14:59;16,8;52
56;2022-05-16 14:19:59;16,8;52
57;2022-05-16 14:24:59;16,9;52
58;2022-05-16 14:29:59;16,9;52
59;2022-05-16 14:34:59;16,9;52,5
60;2022-05-16 14:39:59;16,9;52
61;2022-05-16 14:44:59;17;52,5
62;2022-05-16 14:49:59;17;52,5
63;2022-05-16 14:54:59;17;52,5
64;2022-05-16 14:59:59;17,1;52,5
65;2022-05-16 15:04:59;17,1;52,5
66;2022-05-16 15:09:59;19,2;67,2
67;2022-05-16 15:14:59;21,4;57,1
