RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V546;;
Number;719AH10172;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;1905-10-23 00:00:00;;
Temperature Maximum;25°C;;
Temperature Minimum;19°C;;
Temperature Average;20.8°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;52.8%RH;;
Humidity Minimum;42.5%RH;;
Humidity Average;47.9%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 13:09:07;;
End Time;2022-03-10 21:59:07;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 13:09:07;23;44.9
2;2022-03-03 13:14:07;22.8;46
3;2022-03-03 13:19:07;21.7;46.9
4;2022-03-03 13:24:07;21.2;47.3
5;2022-03-03 13:29:07;20.9;48.3
6;2022-03-03 13:34:07;20.8;48.3
7;2022-03-03 13:39:07;20.8;48.3
8;2022-03-03 13:44:07;20.7;48.3
9;2022-03-03 13:49:07;20.7;48.8
10;2022-03-03 13:54:07;20.7;48.3
11;2022-03-03 13:59:07;20.7;48.3
12;2022-03-03 14:04:07;20.7;48.8
13;2022-03-03 14:09:07;20.8;48.8
14;2022-03-03 14:14:07;20.8;48.8
15;2022-03-03 14:19:07;20.8;48.3
16;2022-03-03 14:24:07;20.8;48.8
17;2022-03-03 14:29:07;20.9;48.8
18;2022-03-03 14:34:07;21.2;49.4
19;2022-03-03 14:39:07;21.5;49.9
20;2022-03-03 14:44:07;21.7;49.9
21;2022-03-03 14:49:07;21.7;48.9
22;2022-03-03 14:54:07;21.4;48.4
23;2022-03-03 14:59:07;21.1;48.3
24;2022-03-03 15:04:07;21;48.3
25;2022-03-03 15:09:07;20.9;48.3
26;2022-03-03 15:14:07;20.8;48.3
27;2022-03-03 15:19:07;20.7;48.8
28;2022-03-03 15:24:07;20.8;48.8
29;2022-03-03 15:29:07;20.8;48.3
30;2022-03-03 15:34:07;20.7;48.3
31;2022-03-03 15:39:07;20.7;48.3
32;2022-03-03 15:44:07;20.6;48.3
33;2022-03-03 15:49:07;20.7;48.8
34;2022-03-03 15:54:07;20.8;48.8
35;2022-03-03 15:59:07;20.8;48.8
36;2022-03-03 16:04:07;20.8;48.3
37;2022-03-03 16:09:07;20.8;48.3
38;2022-03-03 16:14:07;20.7;48.3
39;2022-03-03 16:19:07;20.7;48.3
40;2022-03-03 16:24:07;20.6;48.3
41;2022-03-03 16:29:07;20.6;48.3
42;2022-03-03 16:34:07;20.5;47.7
43;2022-03-03 16:39:07;20.5;47.7
44;2022-03-03 16:44:07;20.5;47.7
45;2022-03-03 16:49:07;20.5;47.7
46;2022-03-03 16:54:07;20.6;47.7
47;2022-03-03 16:59:07;20.7;48.3
48;2022-03-03 17:04:07;20.8;48.3
49;2022-03-03 17:09:07;20.9;48.3
50;2022-03-03 17:14:07;20.8;47.8
51;2022-03-03 17:19:07;20.8;47.8
52;2022-03-03 17:24:07;20.7;47.8
53;2022-03-03 17:29:07;20.6;47.7
54;2022-03-03 17:34:07;20.5;47.7
55;2022-03-03 17:39:07;20.4;47.7
56;2022-03-03 17:44:07;20.4;47.7
57;2022-03-03 17:49:07;20.3;47.2
58;2022-03-03 17:54:07;20.3;47.2
59;2022-03-03 17:59:07;20.3;47.2
60;2022-03-03 18:04:07;20.3;47.2
61;2022-03-03 18:09:07;20.3;47.2
62;2022-03-03 18:14:07;20.2;47.2
63;2022-03-03 18:19:07;20.2;47.2
64;2022-03-03 18:24:07;20.2;46.7
65;2022-03-03 18:29:07;20.1;46.6
66;2022-03-03 18:34:07;20.1;46.6
67;2022-03-03 18:39:07;20;46.6
68;2022-03-03 18:44:07;20;46.6
69;2022-03-03 18:49:07;20;46.6
70;2022-03-03 18:54:07;19.9;46.6
71;2022-03-03 18:59:07;19.9;46.6
72;2022-03-03 19:04:07;19.9;46.6
73;2022-03-03 19:09:07;19.8;46.6
74;2022-03-03 19:14:07;19.8;46.6
75;2022-03-03 19:19:07;19.8;46.6
76;2022-03-03 19:24:07;19.8;46.6
77;2022-03-03 19:29:07;19.7;46.6
78;2022-03-03 19:34:07;19.7;46.6
79;2022-03-03 19:39:07;19.7;47.1
80;2022-03-03 19:44:07;19.7;46.6
81;2022-03-03 19:49:07;19.7;47.1
82;2022-03-03 19:54:07;19.7;47.1
83;2022-03-03 19:59:07;19.7;47.1
84;2022-03-03 20:04:07;19.6;46.6
85;2022-03-03 20:09:07;19.6;46.6
86;2022-03-03 20:14:07;19.5;46.6
87;2022-03-03 20:19:07;19.5;47.1
88;2022-03-03 20:24:07;19.5;46.6
89;2022-03-03 20:29:07;19.4;47.6
90;2022-03-03 20:34:07;19.4;47.1
91;2022-03-03 20:39:07;19.4;47.6
92;2022-03-03 20:44:07;19.4;47.1
93;2022-03-03 20:49:07;19.5;47.6
94;2022-03-03 20:54:07;19.7;49.1
95;2022-03-03 20:59:07;19.8;49.7
96;2022-03-03 21:04:07;20.2;50.2
97;2022-03-03 21:09:07;20.2;49.2
98;2022-03-03 21:14:07;20;48.7
99;2022-03-03 21:19:07;19.9;48.7
100;2022-03-03 21:24:07;19.9;48.7
101;2022-03-03 21:29:07;19.9;48.7
102;2022-03-03 21:34:07;20.2;49.7
103;2022-03-03 21:39:07;20.5;49.8
104;2022-03-03 21:44:07;20.4;49.8
105;2022-03-03 21:49:07;20.7;49.8
106;2022-03-03 21:54:07;20.9;49.8
107;2022-03-03 21:59:07;21.1;49.3
108;2022-03-03 22:04:07;21.3;48.9
109;2022-03-03 22:09:07;21.4;48.9
110;2022-03-03 22:14:07;21.5;48.9
111;2022-03-03 22:19:07;21.6;48.4
112;2022-03-03 22:24:07;21.6;48.4
113;2022-03-03 22:29:07;21.7;48.4
114;2022-03-03 22:34:07;21.7;47.9
115;2022-03-03 22:39:07;21.7;47.9
116;2022-03-03 22:44:07;21.8;47.9
117;2022-03-03 22:49:07;21.8;47.9
118;2022-03-03 22:54:07;21.8;47.9
119;2022-03-03 22:59:07;21.8;47.9
120;2022-03-03 23:04:07;21.9;47.9
121;2022-03-03 23:09:07;21.8;47.9
122;2022-03-03 23:14:07;21.9;47.9
123;2022-03-03 23:19:07;21.9;47.9
124;2022-03-03 23:24:07;21.9;47.9
125;2022-03-03 23:29:07;21.9;47.9
126;2022-03-03 23:34:07;21.9;47.9
127;2022-03-03 23:39:07;21.9;47.9
128;2022-03-03 23:44:07;21.9;47.9
129;2022-03-03 23:49:07;21.9;47.9
130;2022-03-03 23:54:07;21.8;47.9
131;2022-03-03 23:59:07;21.9;47.4
132;2022-03-04 00:04:07;21.8;47.9
133;2022-03-04 00:09:07;21.8;47.4
134;2022-03-04 00:14:07;21.8;47.9
135;2022-03-04 00:19:07;21.8;47.9
136;2022-03-04 00:24:07;21.8;47.9
137;2022-03-04 00:29:07;21.8;47.9
138;2022-03-04 00:34:07;21.8;47.9
139;2022-03-04 00:39:07;21.8;47.9
140;2022-03-04 00:44:07;21.8;47.9
141;2022-03-04 00:49:07;21.8;47.9
142;2022-03-04 00:54:07;21.8;47.9
143;2022-03-04 00:59:07;21.7;47.9
144;2022-03-04 01:04:07;21.7;47.9
145;2022-03-04 01:09:07;21.7;47.9
146;2022-03-04 01:14:07;21.7;47.9
147;2022-03-04 01:19:07;21.7;47.9
148;2022-03-04 01:24:07;21.7;47.9
149;2022-03-04 01:29:07;21.7;47.9
150;2022-03-04 01:34:07;21.7;47.9
151;2022-03-04 01:39:07;21.7;47.9
152;2022-03-04 01:44:07;21.7;47.9
153;2022-03-04 01:49:07;21.7;47.9
154;2022-03-04 01:54:07;21.6;47.9
155;2022-03-04 01:59:07;21.6;47.9
156;2022-03-04 02:04:07;21.6;47.9
157;2022-03-04 02:09:07;21.6;47.9
158;2022-03-04 02:14:07;21.6;47.9
159;2022-03-04 02:19:07;21.6;47.9
160;2022-03-04 02:24:07;21.6;47.9
161;2022-03-04 02:29:07;21.6;47.9
162;2022-03-04 02:34:07;21.6;47.9
163;2022-03-04 02:39:07;21.5;47.9
164;2022-03-04 02:44:07;21.5;47.9
165;2022-03-04 02:49:07;21.5;47.9
166;2022-03-04 02:54:07;21.5;47.9
167;2022-03-04 02:59:07;21.5;47.9
168;2022-03-04 03:04:07;21.5;47.9
169;2022-03-04 03:09:07;21.5;47.9
170;2022-03-04 03:14:07;21.5;47.9
171;2022-03-04 03:19:07;21.5;47.9
172;2022-03-04 03:24:07;21.5;47.9
173;2022-03-04 03:29:07;21.5;47.9
174;2022-03-04 03:34:07;21.5;47.9
175;2022-03-04 03:39:07;21.5;47.9
176;2022-03-04 03:44:07;21.4;47.9
177;2022-03-04 03:49:07;21.4;47.9
178;2022-03-04 03:54:07;21.4;47.9
179;2022-03-04 03:59:07;21.4;47.9
180;2022-03-04 04:04:07;21.4;48.4
181;2022-03-04 04:09:07;21.4;48.4
182;2022-03-04 04:14:07;21.4;48.4
183;2022-03-04 04:19:07;21.4;48.4
184;2022-03-04 04:24:07;21.4;48.4
185;2022-03-04 04:29:07;21.3;48.4
186;2022-03-04 04:34:07;21.3;48.4
187;2022-03-04 04:39:07;21.3;48.4
188;2022-03-04 04:44:07;21.3;48.4
189;2022-03-04 04:49:07;21.3;48.4
190;2022-03-04 04:54:07;21.3;48.4
191;2022-03-04 04:59:07;21.3;48.4
192;2022-03-04 05:04:07;21.3;48.4
193;2022-03-04 05:09:07;21.3;48.4
194;2022-03-04 05:14:07;21.2;48.3
195;2022-03-04 05:19:07;21.2;48.3
196;2022-03-04 05:24:07;21.2;48.9
197;2022-03-04 05:29:07;21.2;48.9
198;2022-03-04 05:34:07;21.2;48.9
199;2022-03-04 05:39:07;21.2;48.9
200;2022-03-04 05:44:07;21.2;48.9
201;2022-03-04 05:49:07;21.2;48.9
202;2022-03-04 05:54:07;21.2;48.9
203;2022-03-04 05:59:07;21.1;48.9
204;2022-03-04 06:04:07;21.1;48.8
205;2022-03-04 06:09:07;21.1;48.8
206;2022-03-04 06:14:07;21.1;48.8
207;2022-03-04 06:19:07;21.1;48.8
208;2022-03-04 06:24:07;21.1;48.8
209;2022-03-04 06:29:07;21.1;48.8
210;2022-03-04 06:34:07;21.1;48.8
211;2022-03-04 06:39:07;21;48.8
212;2022-03-04 06:44:07;21;48.8
213;2022-03-04 06:49:07;21;48.8
214;2022-03-04 06:54:07;21;48.8
215;2022-03-04 06:59:07;21;48.8
216;2022-03-04 07:04:07;21;48.8
217;2022-03-04 07:09:07;21;48.8
218;2022-03-04 07:14:07;21;48.8
219;2022-03-04 07:19:07;21;48.8
220;2022-03-04 07:24:07;21;48.8
221;2022-03-04 07:29:07;20.9;48.8
222;2022-03-04 07:34:07;20.9;48.8
223;2022-03-04 07:39:07;20.9;48.8
224;2022-03-04 07:44:07;20.9;48.8
225;2022-03-04 07:49:07;20.9;48.8
226;2022-03-04 07:54:07;20.9;48.8
227;2022-03-04 07:59:07;20.9;48.8
228;2022-03-04 08:04:07;20.9;48.8
229;2022-03-04 08:09:07;20.9;48.8
230;2022-03-04 08:14:07;20.9;48.8
231;2022-03-04 08:19:07;20.9;48.8
232;2022-03-04 08:24:07;20.9;48.8
233;2022-03-04 08:29:07;20.9;48.8
234;2022-03-04 08:34:07;20.9;48.8
235;2022-03-04 08:39:07;20.9;49.3
236;2022-03-04 08:44:07;20.9;49.3
237;2022-03-04 08:49:07;20.9;49.8
238;2022-03-04 08:54:07;20.9;50.3
239;2022-03-04 08:59:07;20.9;50.9
240;2022-03-04 09:04:07;20.9;50.9
241;2022-03-04 09:09:07;20.9;50.9
242;2022-03-04 09:14:07;21;50.9
243;2022-03-04 09:19:07;21;50.9
244;2022-03-04 09:24:07;21;50.9
245;2022-03-04 09:29:07;21;50.9
246;2022-03-04 09:34:07;21.1;50.9
247;2022-03-04 09:39:07;21.1;50.9
248;2022-03-04 09:44:07;21.2;50.9
249;2022-03-04 09:49:07;21.2;50.9
250;2022-03-04 09:54:07;21.3;50.9
251;2022-03-04 09:59:07;21.3;51.4
252;2022-03-04 10:04:07;21.4;51.4
253;2022-03-04 10:09:07;21.4;50.9
254;2022-03-04 10:14:07;21.4;51.4
255;2022-03-04 10:19:07;21.5;51.4
256;2022-03-04 10:24:07;21.5;50.9
257;2022-03-04 10:29:07;21.5;51.4
258;2022-03-04 10:34:07;21.5;50.9
259;2022-03-04 10:39:07;21.6;51
