RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;7201300569;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;2133;;
Temperature Maximum;24.8°C;;
Temperature Minimum;19.2°C;;
Temperature Average;20.7°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;51.9%RH;;
Humidity Minimum;37.7%RH;;
Humidity Average;47.7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 12:39:58;;
End Time;2022-03-10 22:19:58;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 12:39:58;23.8;41.9
2;2022-03-03 12:44:58;24;40.9
3;2022-03-03 12:49:58;22.9;41.8
4;2022-03-03 12:54:58;22.1;42.3
5;2022-03-03 12:59:58;21.6;42.8
6;2022-03-03 13:04:58;21.3;42.7
7;2022-03-03 13:09:58;21.2;43.8
8;2022-03-03 13:14:58;21.1;43.8
9;2022-03-03 13:19:58;21.1;44.3
10;2022-03-03 13:24:58;21;43.8
11;2022-03-03 13:29:58;21;43.7
12;2022-03-03 13:34:58;20.9;43.7
13;2022-03-03 13:39:58;20.9;43.7
14;2022-03-03 13:44:58;20.9;43.7
15;2022-03-03 13:49:58;20.9;43.7
16;2022-03-03 13:54:58;20.9;43.7
17;2022-03-03 13:59:58;20.9;43.7
18;2022-03-03 14:04:58;20.9;43.7
19;2022-03-03 14:09:58;20.9;43.7
20;2022-03-03 14:14:58;20.9;43.7
21;2022-03-03 14:19:58;20.9;43.7
22;2022-03-03 14:24:58;21;43.7
23;2022-03-03 14:29:58;21.1;44.3
24;2022-03-03 14:34:58;21.1;44.3
25;2022-03-03 14:39:58;21.2;44.3
26;2022-03-03 14:44:58;21.3;44.3
27;2022-03-03 14:49:58;21.4;44.8
28;2022-03-03 14:54:58;21.4;44.3
29;2022-03-03 14:59:58;21.3;43.8
30;2022-03-03 15:04:58;21.2;44.3
31;2022-03-03 15:09:58;21.2;44.3
32;2022-03-03 15:14:58;21.2;43.8
33;2022-03-03 15:19:58;21.2;43.8
34;2022-03-03 15:24:58;21.2;44.3
35;2022-03-03 15:29:58;21.2;43.8
36;2022-03-03 15:34:58;21.2;43.8
37;2022-03-03 15:39:58;21.2;43.8
38;2022-03-03 15:44:58;21.2;43.8
39;2022-03-03 15:49:58;21.2;43.8
40;2022-03-03 15:54:58;21.2;44.3
41;2022-03-03 15:59:58;21.2;43.8
42;2022-03-03 16:04:58;21.2;43.8
43;2022-03-03 16:09:58;21.2;43.8
44;2022-03-03 16:14:58;21.2;43.8
45;2022-03-03 16:19:58;21.2;43.8
