Informe de datos;;;;;
Archivo creado el:2022-05-28 18:26:09;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:13
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V782;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2072;;MKT;20,8;
Primera lectura;2022-05-21 11:33:13;;Última lectura;2022-05-28 16:08:13;
Máximo(Temperatura);25,7°C;;Mínimo(Temperatura);17,4°C;
Promedio(Temperatura);20,7°C;;Tiempo de grabación;7D 4H 35M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,5%;;Mínimo(Humedad);53,8%;
Promedio(Humedad);69,5%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:33:13;24;59,8;;
2;2022-05-21 11:38:13;22,9;63;;
3;2022-05-21 11:43:13;22,1;65,6;;
4;2022-05-21 11:48:13;21,7;65,1;;
5;2022-05-21 11:53:13;21,2;66,4;;
6;2022-05-21 11:58:13;20,9;66,8;;
7;2022-05-21 12:03:13;24,6;68,2;;
8;2022-05-21 12:08:13;25,7;63,3;;
9;2022-05-21 12:13:13;24,2;61,3;;
10;2022-05-21 12:18:13;22,7;62,5;;
11;2022-05-21 12:23:13;21,8;63,7;;
12;2022-05-21 12:28:13;21,3;64,6;;
13;2022-05-21 12:33:13;23,4;73,9;;
14;2022-05-21 12:38:13;24,2;65,1;;
15;2022-05-21 12:43:13;22,8;65,3;;
16;2022-05-21 12:48:13;22,1;66,1;;
17;2022-05-21 12:53:13;21,7;67,4;;
18;2022-05-21 12:58:13;21,5;67,4;;
19;2022-05-21 13:03:13;21,5;67,4;;
20;2022-05-21 13:08:13;21,8;67,4;;
21;2022-05-21 13:13:13;22;67;;
22;2022-05-21 13:18:13;22,2;66,6;;
23;2022-05-21 13:23:13;22,4;67;;
24;2022-05-21 13:28:13;22,4;67,1;;
25;2022-05-21 13:33:13;22,5;67,1;;
26;2022-05-21 13:38:13;22,7;66,2;;
27;2022-05-21 13:43:13;22,7;66,2;;
28;2022-05-21 13:48:13;22,7;66,2;;
29;2022-05-21 13:53:13;22,7;66,7;;
30;2022-05-21 13:58:13;22,6;66,6;;
31;2022-05-21 14:03:13;22,5;67,1;;
32;2022-05-21 14:08:13;22,6;67,5;;
33;2022-05-21 14:13:13;22,5;67,1;;
34;2022-05-21 14:18:13;22,4;67,5;;
35;2022-05-21 14:23:13;22,4;68,4;;
36;2022-05-21 14:28:13;22,3;68,4;;
37;2022-05-21 14:33:13;22,2;67,9;;
38;2022-05-21 14:38:13;22,2;67,9;;
39;2022-05-21 14:43:13;22,1;67,9;;
40;2022-05-21 14:48:13;22,1;67,5;;
41;2022-05-21 14:53:13;22,1;67,9;;
42;2022-05-21 14:58:13;22;67,9;;
43;2022-05-21 15:03:13;22;67,9;;
44;2022-05-21 15:08:13;22;67,9;;
45;2022-05-21 15:13:13;22;67,4;;
46;2022-05-21 15:18:13;22;67,4;;
47;2022-05-21 15:23:13;22;67,4;;
