RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V473;;
Number;719AH10167;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;2362;;
Temperature Maximum;24.5°C;;
Temperature Minimum;17.3°C;;
Temperature Average;21.7°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;69.5%RH;;
Humidity Minimum;38.1%RH;;
Humidity Average;48.8%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;21/09/2020 11:18;;
End Time;29/09/2020 16:03;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2020/03/24  11:02:00;-48,4;51,5
2;2020/03/24  11:02:00;-44,4;50,5
3;2020/03/24  11:03:00;-40,4;51
4;2020/03/24  11:03:00;-36,4;56,1
5;2020/03/24  11:04:00;-32,4;51,6
6;2020/03/24  11:04:00;-28,4;52
7;2020/03/24  11:05:00;-24,4;53
8;2020/03/24  11:05:00;-20,4;54
9;2020/03/24  11:06:00;-16,4;54
10;2020/03/24  11:06:00;-12,4;54
11;2020/03/24  11:07:00;-8,4;53,5
12;2020/03/24  11:07:00;-4,4;53,5
13;2020/03/24  11:08:00;-0,4;54
14;2020/03/24  11:08:00;-73,4;54,4
15;2020/03/24  11:09:00;-69,4;55
16;2020/03/24  11:09:00;-65,4;55
17;2020/03/24  11:10:00;-61,4;55,5
18;2020/03/24  11:10:00;-57,4;55
19;2020/03/24  11:11:00;-53,4;55
20;2020/03/24  11:11:00;-49,4;50,9
21;2020/03/24  11:12:00;-45,4;61,9
22;2020/03/24  11:12:00;-41,4;62,5
23;2020/03/24  11:13:00;-37,4;51,3
24;2020/03/24  11:13:00;-33,4;49
25;2020/03/24  11:14:00;-29,4;66,4
26;2020/03/24  11:14:00;-25,4;66,2
27;2020/03/24  11:15:00;-21,4;60,8
28;2020/03/24  11:15:00;-17,4;50,8
29;2020/03/24  11:16:00;-13,4;66,6
30;2020/03/24  11:16:00;-9,4;63,1
31;2020/03/24  11:17:00;-5,4;58,7
32;2020/03/24  11:17:00;-1,4;64,4
33;2020/03/24  11:18:00;2,6;56,5
34;2020/03/24  11:18:00;-22,4;63,9
35;2020/03/24  11:19:00;-47,4;61,2
36;2020/03/24  11:19:00;-45,4;58
37;2020/03/24  11:20:00;-43,4;54,1
38;2020/03/24  11:20:00;-41,4;53,9
39;2020/03/24  11:21:00;-39,4;61,2
40;2020/03/24  11:21:00;-37,4;58
41;2020/03/24  11:22:00;-35,4;49,4
42;2020/03/24  11:22:00;-33,4;62,1
43;2020/03/24  11:23:00;-31,4;58,9
44;2020/03/24  11:23:00;-29,4;51
45;2020/03/24  11:24:00;-27,4;62,6
46;2020/03/24  11:24:00;-25,4;60,7
47;2020/03/24  11:25:00;-23,4;58
48;2020/03/24  11:25:00;-21,4;56,1
49;2020/03/24  11:26:00;-19,4;49,5
50;2020/03/24  11:26:00;-17,4;61,6
51;2020/03/24  11:27:00;-15,4;59,8
52;2020/03/24  11:27:00;-13,4;52
53;2020/03/24  11:28:00;-11,4;62,5
54;2020/03/24  11:28:00;-9,4;60,7
55;2020/03/24  11:29:00;-7,4;58
56;2020/03/24  11:29:00;-5,4;55,6
57;2020/03/24  11:30:00;-3,4;51,7
58;2020/03/24  11:30:00;-1,4;60,8
59;2020/03/24  11:31:00;-48,4;58,4
60;2020/03/24  11:31:00;-44,4;56,1
61;2020/03/24  11:32:00;-40,4;54,7
62;2020/03/24  11:32:00;-36,4;54,2
63;2020/03/24  11:33:00;-32,4;51
64;2020/03/24  11:33:00;-28,4;58,9
65;2020/03/24  11:34:00;-24,4;56,6
66;2020/03/24  11:34:00;-20,4;50,1
67;2020/03/24  11:35:00;-16,4;58,8
68;2020/03/24  11:35:00;-12,4;57,4
69;2020/03/24  11:36:00;-8,4;55,6
70;2020/03/24  11:36:00;-4,4;54,2
71;2020/03/24  11:37:00;-0,4;57,9
72;2020/03/24  11:37:00;-73,4;56,5
73;2020/03/24  11:38:00;-69,4;62,4
74;2020/03/24  11:38:00;-65,4;63,9
75;2020/03/24  11:39:00;-61,4;63,9
76;2020/03/24  11:39:00;-57,4;62,5
77;2020/03/24  11:40:00;-53,4;61,1
78;2020/03/24  11:40:00;-49,4;54,6
79;2020/03/24  11:41:00;-45,4;64,6
80;2020/03/24  11:41:00;-41,4;62,8
81;2020/03/24  11:42:00;-37,4;60,5
82;2020/03/24  11:42:00;-33,4;60
83;2020/03/24  11:43:00;-29,4;59,1
84;2020/03/24  11:43:00;-25,4;58,1
85;2020/03/24  11:44:00;-21,4;57,2
86;2020/03/24  11:44:00;-17,4;49,1
87;2020/03/24  11:45:00;-13,4;61,8
88;2020/03/24  11:45:00;-9,4;59,9
89;2020/03/24  11:46:00;-5,4;58
90;2020/03/24  11:46:00;-1,4;56,6
91;2020/03/24  11:47:00;2,6;55,7
92;2020/03/24  11:47:00;-22,4;50,1
93;2020/03/24  11:48:00;-47,4;59,9
94;2020/03/24  11:48:00;-45,4;58,5
95;2020/03/24  11:49:00;-43,4;56,6
96;2020/03/24  11:49:00;-41,4;56,1
97;2020/03/24  11:50:00;-39,4;55,6
98;2020/03/24  11:50:00;-37,4;53,1
99;2020/03/24  11:51:00;-35,4;58,4
100;2020/03/24  11:51:00;-33,4;56,6
101;2020/03/24  11:52:00;-31,4;54,2
102;2020/03/24  11:52:00;-29,4;54,1
103;2020/03/24  11:53:00;-27,4;54,1
104;2020/03/24  11:53:00;-25,4;53,2
105;2020/03/24  11:54:00;-23,4;53,2
106;2020/03/24  11:54:00;-21,4;49,6
107;2020/03/24  11:55:00;-19,4;57,9
108;2020/03/24  11:55:00;-17,4;56
109;2020/03/24  11:56:00;-15,4;54,6
110;2020/03/24  11:56:00;-13,4;54,1
111;2020/03/24  11:57:00;-11,4;53,6
112;2020/03/24  11:57:00;-9,4;52,7
113;2020/03/24  11:58:00;-7,4;52,2
114;2020/03/24  11:58:00;-5,4;51,2
115;2020/03/24  11:59:00;-3,4;51,2
116;2020/03/24  11:59:00;-1,4;51,7
117;2020/03/24  12:00:00;-48,4;52,2
118;2020/03/24  12:00:00;-44,4;51,7
119;2020/03/24  12:01:00;-40,4;51,2
120;2020/03/24  12:01:00;-36,4;50,7
121;2020/03/24  12:02:00;-32,4;50,7
122;2020/03/24  12:02:00;-28,4;54,1
123;2020/03/24  12:03:00;-24,4;54
124;2020/03/24  12:03:00;-20,4;53,6
125;2020/03/24  12:04:00;-16,4;52,1
126;2020/03/24  12:04:00;-12,4;52,1
127;2020/03/24  12:05:00;-8,4;51,2
128;2020/03/24  12:05:00;-4,4;50,7
129;2020/03/24  12:06:00;-0,4;50,7
130;2020/03/24  12:06:00;-73,4;51,2
131;2020/03/24  12:07:00;-69,4;51,1
132;2020/03/24  12:07:00;-65,4;50,7
133;2020/03/24  12:08:00;-61,4;50,2
134;2020/03/24  12:08:00;-57,4;50,2
135;2020/03/24  12:09:00;-53,4;51,6
136;2020/03/24  12:09:00;-49,4;54
137;2020/03/24  12:10:00;-45,4;53,5
138;2020/03/24  12:10:00;-41,4;52,1
139;2020/03/24  12:11:00;-37,4;51,6
140;2020/03/24  12:11:00;-33,4;51,2
141;2020/03/24  12:12:00;-29,4;50,2
142;2020/03/24  12:12:00;-25,4;50,2
143;2020/03/24  12:13:00;-21,4;50,1
144;2020/03/24  12:13:00;-17,4;50,6
145;2020/03/24  12:14:00;-13,4;50,6
146;2020/03/24  12:14:00;-9,4;50,2
147;2020/03/24  12:15:00;-5,4;49,7
148;2020/03/24  12:15:00;-1,4;49,2
149;2020/03/24  12:16:00;2,6;49,2
150;2020/03/24  12:16:00;-22,4;49,6
151;2020/03/24  12:17:00;-47,4;50,1
152;2020/03/24  12:17:00;-45,4;50,1
153;2020/03/24  12:18:00;-43,4;49,7
154;2020/03/24  12:18:00;-41,4;49,2
155;2020/03/24  12:19:00;-39,4;47,6
156;2020/03/24  12:19:00;-37,4;52
157;2020/03/24  12:20:00;-35,4;52
158;2020/03/24  12:20:00;-33,4;52,1
159;2020/03/24  12:21:00;-31,4;51,1
160;2020/03/24  12:21:00;-29,4;50,6
161;2020/03/24  12:22:00;-27,4;50,1
162;2020/03/24  12:22:00;-25,4;50,1
163;2020/03/24  12:23:00;-23,4;49,6
164;2020/03/24  12:23:00;-21,4;49,6
165;2020/03/24  12:24:00;-19,4;49,6
166;2020/03/24  12:24:00;-17,4;49,6
167;2020/03/24  12:25:00;-15,4;52
168;2020/03/24  12:25:00;-13,4;51,1
169;2020/03/24  12:26:00;-11,4;47
170;2020/03/24  12:26:00;-9,4;53
171;2020/03/24  12:27:00;-7,4;53
172;2020/03/24  12:27:00;-5,4;51,5
173;2020/03/24  12:28:00;-3,4;50,6
174;2020/03/24  12:28:00;-1,4;50,1
175;2020/03/24  12:29:00;-48,4;47,5
176;2020/03/24  12:29:00;-44,4;52,5
177;2020/03/24  12:30:00;-40,4;52
178;2020/03/24  12:30:00;-36,4;51
179;2020/03/24  12:31:00;-32,4;51,1
180;2020/03/24  12:31:00;-28,4;50,1
181;2020/03/24  12:32:00;-24,4;49,1
182;2020/03/24  12:32:00;-20,4;49,1
183;2020/03/24  12:33:00;-16,4;49,1
184;2020/03/24  12:33:00;-12,4;49,6
185;2020/03/24  12:34:00;-8,4;50,1
186;2020/03/24  12:34:00;-4,4;49,1
187;2020/03/24  12:35:00;-0,4;49,1
188;2020/03/24  12:35:00;-73,4;48,6
189;2020/03/24  12:36:00;-69,4;48,1
190;2020/03/24  12:36:00;-65,4;49,1
191;2020/03/24  12:37:00;-61,4;49,1
192;2020/03/24  12:37:00;-57,4;49,1
193;2020/03/24  12:38:00;-53,4;49,1
194;2020/03/24  12:38:00;-49,4;48,1
195;2020/03/24  12:39:00;-45,4;48,1
196;2020/03/24  12:39:00;-41,4;48,1
197;2020/03/24  12:40:00;-37,4;48,6
198;2020/03/24  12:40:00;-33,4;49,1
199;2020/03/24  12:41:00;-29,4;49,1
200;2020/03/24  12:41:00;-25,4;48,6
201;2020/03/24  12:42:00;-21,4;48,1
202;2020/03/24  12:42:00;-17,4;48,1
203;2020/03/24  12:43:00;-13,4;48,1
204;2020/03/24  12:43:00;-9,4;48,1
205;2020/03/24  12:44:00;-5,4;49,1
206;2020/03/24  12:44:00;-1,4;49,1
207;2020/03/24  12:45:00;2,6;48,1
208;2020/03/24  12:45:00;-22,4;48,1
209;2020/03/24  12:46:00;-47,4;50,1
210;2020/03/24  12:46:00;-45,4;50,5
211;2020/03/24  12:47:00;-43,4;50,5
