RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V373;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3615;;
Temperature Maximum;26,8°C;;
Temperature Minimum;10,6°C;;
Temperature Average;15,8°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;69,9%RH;;
Humidity Minimum;45,8%RH;;
Humidity Average;59,7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16/5/2022 09:58;;
End Time;28/5/2022 23:08;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:58:13;17,9;48,5
2;2022-05-16 10:03:13;18;48,1
3;2022-05-16 10:08:13;18;48,1
4;2022-05-16 10:13:13;17,9;47,5
5;2022-05-16 10:18:13;17,6;46
6;2022-05-16 10:23:13;16,5;45,8
7;2022-05-16 10:28:13;15,3;47,7
8;2022-05-16 10:33:13;14,7;49,1
9;2022-05-16 10:38:13;14,4;50,1
10;2022-05-16 10:43:13;14,3;50,6
11;2022-05-16 10:48:13;14,2;51,1
12;2022-05-16 10:53:13;14,3;51,1
13;2022-05-16 10:58:13;14,3;51,1
14;2022-05-16 11:03:13;14,4;51,1
15;2022-05-16 11:08:13;14,4;51,1
16;2022-05-16 11:13:13;14,5;51,1
17;2022-05-16 11:18:13;14,5;51,6
18;2022-05-16 11:23:13;14,6;52,1
19;2022-05-16 11:28:13;14,7;52,1
20;2022-05-16 11:33:13;14,7;52,1
21;2022-05-16 11:38:13;14,7;52,1
22;2022-05-16 11:43:13;14,7;52,1
23;2022-05-16 11:48:13;14,8;52,1
24;2022-05-16 11:53:13;14,9;52,2
25;2022-05-16 11:58:13;14,9;52,2
26;2022-05-16 12:03:13;15;51,7
27;2022-05-16 12:08:13;15,1;51,7
28;2022-05-16 12:13:13;15,1;51,2
29;2022-05-16 12:18:13;15,2;51,2
30;2022-05-16 12:23:13;15,2;51,7
31;2022-05-16 12:28:13;15,3;51,7
32;2022-05-16 12:33:13;15,4;52,2
33;2022-05-16 12:38:13;15,4;52,2
34;2022-05-16 12:43:13;15,4;52,2
35;2022-05-16 12:48:13;15,4;52,7
36;2022-05-16 12:53:13;15,5;53,2
37;2022-05-16 12:58:13;15,5;53,2
38;2022-05-16 13:03:13;15,6;53,2
39;2022-05-16 13:08:13;15,6;53,2
40;2022-05-16 13:13:13;15,7;52,8
41;2022-05-16 13:18:13;15,7;52,8
42;2022-05-16 13:23:13;15,7;52,8
43;2022-05-16 13:28:13;15,7;52,8
44;2022-05-16 13:33:13;15,8;52,8
45;2022-05-16 13:38:13;15,9;52,8
46;2022-05-16 13:43:13;15,9;53,3
47;2022-05-16 13:48:13;15,9;52,8
48;2022-05-16 13:53:13;16;52,8
49;2022-05-16 13:58:13;16;52,8
50;2022-05-16 14:03:13;16;52,8
51;2022-05-16 14:08:13;16;52,8
52;2022-05-16 14:13:13;16;52,8
53;2022-05-16 14:18:13;16,1;52,8
54;2022-05-16 14:23:13;16,2;53,3
55;2022-05-16 14:28:13;16,3;53,3
56;2022-05-16 14:33:13;16,4;53,3
57;2022-05-16 14:38:13;16,4;53,4
58;2022-05-16 14:43:13;16,5;53,8
59;2022-05-16 14:48:13;16,5;53,9
60;2022-05-16 14:53:13;16,5;53,9
61;2022-05-16 14:58:13;16,6;53,9
62;2022-05-16 15:03:13;16,6;53,9
63;2022-05-16 15:08:13;16,6;53,9
64;2022-05-16 15:13:13;16,7;53,9
65;2022-05-16 15:18:13;16,7;53,9
66;2022-05-16 15:23:13;16,7;53,4
67;2022-05-16 15:28:13;16,7;53,4
68;2022-05-16 15:33:13;16,7;53,4
69;2022-05-16 15:38:13;16,7;53,4
70;2022-05-16 15:43:13;16,7;53,4
71;2022-05-16 15:48:13;16,7;53,4
72;2022-05-16 15:53:13;16,7;53,4
73;2022-05-16 15:58:13;16,7;52,9
74;2022-05-16 16:03:13;16,7;52,9
75;2022-05-16 16:08:13;16,7;52,9
76;2022-05-16 16:13:13;16,7;52,9
77;2022-05-16 16:18:13;16,7;52,9
78;2022-05-16 16:23:13;16,7;53,4
79;2022-05-16 16:28:13;16,7;53,4
80;2022-05-16 16:33:13;16,7;53,4
81;2022-05-16 16:38:13;16,7;53,4
82;2022-05-16 16:43:13;16,6;53,4
83;2022-05-16 16:48:13;16,6;53,4
84;2022-05-16 16:53:13;16,6;53,4
85;2022-05-16 16:58:13;16,5;53,9
86;2022-05-16 17:03:13;16,5;53,8
87;2022-05-16 17:08:13;16,4;53,8
88;2022-05-16 17:13:13;16,4;54,3
89;2022-05-16 17:18:13;16,3;54,3
90;2022-05-16 17:23:13;16,2;54,3
91;2022-05-16 17:28:13;16,1;54,3
92;2022-05-16 17:33:13;16,1;54,3
93;2022-05-16 17:38:13;16;54,8
94;2022-05-16 17:43:13;15,9;54,7
95;2022-05-16 17:48:13;15,8;55,2
96;2022-05-16 17:53:13;15,7;55,2
97;2022-05-16 17:58:13;15,6;55,2
98;2022-05-16 18:03:13;15,5;55,7
99;2022-05-16 18:08:13;15,4;56,1
100;2022-05-16 18:13:13;15,4;56,1
101;2022-05-16 18:18:13;15,4;56,1
102;2022-05-16 18:23:13;15,4;56,1
103;2022-05-16 18:28:13;15,4;56,1
104;2022-05-16 18:33:13;15,3;56,1
105;2022-05-16 18:38:13;15,3;56,1
106;2022-05-16 18:43:13;15,2;56,1
107;2022-05-16 18:48:13;15,2;56,1
108;2022-05-16 18:53:13;15,1;56,6
109;2022-05-16 18:58:13;15,1;56,6
110;2022-05-16 19:03:13;15;56,6
111;2022-05-16 19:08:13;15;56,5
112;2022-05-16 19:13:13;14,9;56,5
113;2022-05-16 19:18:13;14,9;56,5
114;2022-05-16 19:23:13;14,8;57
115;2022-05-16 19:28:13;14,8;57
116;2022-05-16 19:33:13;14,7;57
117;2022-05-16 19:38:13;14,7;57
118;2022-05-16 19:43:13;14,7;57
119;2022-05-16 19:48:13;14,6;57,4
120;2022-05-16 19:53:13;14,6;57,4
121;2022-05-16 19:58:13;14,6;57,4
122;2022-05-16 20:03:13;14,6;57,4
123;2022-05-16 20:08:13;14,5;57,9
124;2022-05-16 20:13:13;14,5;57,9
125;2022-05-16 20:18:13;14,4;57,9
126;2022-05-16 20:23:13;14,4;57,9
