RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;7184200126;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2679;;
Temperature Maximum;22,4°C;;
Temperature Minimum;10,4°C;;
Temperature Average;15,9°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;71,7%RH;;
Humidity Minimum;45,2%RH;;
Humidity Average;60,8%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-23 11:14:09;;
End Time;2022-05-02 18:24:09;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-04-23 11:14:09;19;47
2;2022-04-23 11:19:09;18,8;48,7
3;2022-04-23 11:24:09;18,7;48,6
4;2022-04-23 11:29:09;18,7;48,5
5;2022-04-23 11:34:09;18,7;48,6
6;2022-04-23 11:39:09;18,7;48,2
7;2022-04-23 11:44:09;18,6;49,2
8;2022-04-23 11:49:09;18,6;49,4
9;2022-04-23 11:54:09;18,5;50,1
10;2022-04-23 11:59:09;18,5;49,9
11;2022-04-23 12:04:09;18,4;49,4
12;2022-04-23 12:09:09;18,4;49,3
13;2022-04-23 12:14:09;18,3;49,3
14;2022-04-23 12:19:09;18,3;49,2
15;2022-04-23 12:24:09;18,3;49,4
16;2022-04-23 12:29:09;18,2;49,8
17;2022-04-23 12:34:09;18,2;50
18;2022-04-23 12:39:09;18,2;50,5
19;2022-04-23 12:44:09;18,2;50,6
20;2022-04-23 12:49:09;18,9;51,8
21;2022-04-23 12:54:09;18,3;52,6
22;2022-04-23 12:59:09;18,1;53
23;2022-04-23 13:04:09;18;53,7
24;2022-04-23 13:09:09;18;53,9
25;2022-04-23 13:14:09;18;54
26;2022-04-23 13:19:09;18;54,1
27;2022-04-23 13:24:09;18,1;54,1
28;2022-04-23 13:29:09;18,1;54,1
29;2022-04-23 13:34:09;18,1;54,2
30;2022-04-23 13:39:09;18,1;54,4
31;2022-04-23 13:44:09;18,3;54,2
32;2022-04-23 13:49:09;18,3;54
33;2022-04-23 13:54:09;18,4;54
34;2022-04-23 13:59:09;18,5;53,8
35;2022-04-23 14:04:09;18,5;53,8
36;2022-04-23 14:09:09;18,5;53,9
37;2022-04-23 14:14:09;18,6;53,7
38;2022-04-23 14:19:09;18,6;53,7
39;2022-04-23 14:24:09;18,6;53,7
40;2022-04-23 14:29:09;18,7;53,7
41;2022-04-23 14:34:09;18,6;53,6
42;2022-04-23 14:39:09;18,7;53,5
43;2022-04-23 14:44:09;18,8;53,4
44;2022-04-23 14:49:09;18,8;53,5
45;2022-04-23 14:54:09;18,9;53,4
46;2022-04-23 14:59:09;18,8;53,4
47;2022-04-23 15:04:09;18,8;53,5
48;2022-04-23 15:09:09;18,9;53,5
49;2022-04-23 15:14:09;18,9;53,4
50;2022-04-23 15:19:09;19;53,3
51;2022-04-23 15:24:09;19;53,2
52;2022-04-23 15:29:09;19,1;53,1
53;2022-04-23 15:34:09;19,2;53
54;2022-04-23 15:39:09;19,2;53
55;2022-04-23 15:44:09;19,2;53
56;2022-04-23 15:49:09;19,2;53
57;2022-04-23 15:54:09;19,2;52,9
58;2022-04-23 15:59:09;19,2;52,8
59;2022-04-23 16:04:09;19,2;52,8
60;2022-04-23 16:09:09;19,3;52,8
61;2022-04-23 16:14:09;19,3;52,8
62;2022-04-23 16:19:09;19,3;52,6
63;2022-04-23 16:24:09;19,3;52,5
64;2022-04-23 16:29:09;19,3;52,2
65;2022-04-23 16:34:09;19,4;52,1
66;2022-04-23 16:39:09;19,3;52
67;2022-04-23 16:44:09;19,4;51,9
68;2022-04-23 16:49:09;19,4;51,8
69;2022-04-23 16:54:09;19,4;51,5
70;2022-04-23 16:59:09;19,4;51,5
71;2022-04-23 17:04:09;19,4;51,5
72;2022-04-23 17:09:09;19,4;51,4
73;2022-04-23 17:14:09;19,4;51,4
74;2022-04-23 17:19:09;19,4;51,3
75;2022-04-23 17:24:09;19,4;51,4
76;2022-04-23 17:29:09;19,4;51,3
77;2022-04-23 17:34:09;19,4;51,3
78;2022-04-23 17:39:09;19,4;51,4
79;2022-04-23 17:44:09;19,4;51,3
80;2022-04-23 17:49:09;19,4;51,4
81;2022-04-23 17:54:09;19,4;51,5
82;2022-04-23 17:59:09;19,4;51,5
83;2022-04-23 18:04:09;19,4;51,5
84;2022-04-23 18:09:09;19,4;51,4
85;2022-04-23 18:14:09;19,3;51,6
86;2022-04-23 18:19:09;19,3;51,7
87;2022-04-23 18:24:09;19,2;51,9
88;2022-04-23 18:29:09;19,2;51,9
89;2022-04-23 18:34:09;19,2;52
90;2022-04-23 18:39:09;19,2;52,1
91;2022-04-23 18:44:09;19,1;52,3
92;2022-04-23 18:49:09;19,1;52,3
93;2022-04-23 18:54:09;19;52,4
94;2022-04-23 18:59:09;19;52,6
95;2022-04-23 19:04:09;19;52,7
96;2022-04-23 19:09:09;18,9;52,8
97;2022-04-23 19:14:09;18,9;53
98;2022-04-23 19:19:09;18,9;53
99;2022-04-23 19:24:09;18,8;53,2
100;2022-04-23 19:29:09;18,8;53,3
101;2022-04-23 19:34:09;18,8;53,4
102;2022-04-23 19:39:09;18,7;53,5
103;2022-04-23 19:44:09;18,7;53,6
104;2022-04-23 19:49:09;18,6;53,7
105;2022-04-23 19:54:09;18,6;53,8
106;2022-04-23 19:59:09;18,6;53,9
107;2022-04-23 20:04:09;18,6;54
108;2022-04-23 20:09:09;18,6;54
109;2022-04-23 20:14:09;18,6;54,1
110;2022-04-23 20:19:09;18,6;54,2
111;2022-04-23 20:24:09;18,5;54,3
112;2022-04-23 20:29:09;18,5;54,4
113;2022-04-23 20:34:09;18,5;54,4
114;2022-04-23 20:39:09;18,5;54,5
115;2022-04-23 20:44:09;18,5;54,6
116;2022-04-23 20:49:09;18,5;54,6
117;2022-04-23 20:54:09;18,5;54,7
118;2022-04-23 20:59:09;18,5;54,8
119;2022-04-23 21:04:09;18,5;54,9
120;2022-04-23 21:09:09;18,5;55
121;2022-04-23 21:14:09;18,4;55,1
122;2022-04-23 21:19:09;18,4;55,1
123;2022-04-23 21:24:09;18,4;55,1
124;2022-04-23 21:29:09;18,4;55,2
125;2022-04-23 21:34:09;18,4;55,2
126;2022-04-23 21:39:09;18,4;55,2
127;2022-04-23 21:44:09;18,4;55,3
128;2022-04-23 21:49:09;18,3;55,3
129;2022-04-23 21:54:09;18,3;55,3
130;2022-04-23 21:59:09;18,3;55,3
131;2022-04-23 22:04:09;18,3;55,3
132;2022-04-23 22:09:09;18,3;55,3
133;2022-04-23 22:14:09;18,2;55,3
134;2022-04-23 22:19:09;18,2;55,4
135;2022-04-23 22:24:09;18,2;55,4
136;2022-04-23 22:29:09;18,2;55,4
137;2022-04-23 22:34:09;18,1;55,4
138;2022-04-23 22:39:09;18,1;55,5
139;2022-04-23 22:44:09;18,1;55,5
140;2022-04-23 22:49:09;18,1;55,5
141;2022-04-23 22:54:09;18;55,5
142;2022-04-23 22:59:09;18;55,5
143;2022-04-23 23:04:09;18;55,6
144;2022-04-23 23:09:09;18;55,6
145;2022-04-23 23:14:09;18;55,7
146;2022-04-23 23:19:09;17,9;55,8
147;2022-04-23 23:24:09;17,9;55,8
148;2022-04-23 23:29:09;17,9;55,9
149;2022-04-23 23:34:09;17,8;56
150;2022-04-23 23:39:09;17,8;56
151;2022-04-23 23:44:09;17,8;56
152;2022-04-23 23:49:09;17,7;56,1
153;2022-04-23 23:54:09;17,7;56,1
154;2022-04-23 23:59:09;17,7;56,2
155;2022-04-24 00:04:09;17,6;56,3
156;2022-04-24 00:09:09;17,6;56,4
157;2022-04-24 00:14:09;17,5;56,5
158;2022-04-24 00:19:09;17,5;56,5
159;2022-04-24 00:24:09;17,5;56,6
160;2022-04-24 00:29:09;17,4;56,6
161;2022-04-24 00:34:09;17,4;56,7
162;2022-04-24 00:39:09;17,4;56,8
163;2022-04-24 00:44:09;17,3;56,9
164;2022-04-24 00:49:09;17,3;57
165;2022-04-24 00:54:09;17,2;57
166;2022-04-24 00:59:09;17,2;57
167;2022-04-24 01:04:09;17,2;57,1
168;2022-04-24 01:09:09;17,1;57,1
169;2022-04-24 01:14:09;17,1;57,2
170;2022-04-24 01:19:09;17,1;57,2
171;2022-04-24 01:24:09;17,1;57,2
172;2022-04-24 01:29:09;17,1;57,2
173;2022-04-24 01:34:09;17,1;57,3
174;2022-04-24 01:39:09;17;57,5
175;2022-04-24 01:44:09;16,9;57,6
176;2022-04-24 01:49:09;16,9;57,6
177;2022-04-24 01:54:09;16,9;57,6
178;2022-04-24 01:59:09;16,8;57,7
179;2022-04-24 02:04:09;16,8;57,7
180;2022-04-24 02:09:09;16,8;57,8
181;2022-04-24 02:14:09;16,7;57,9
182;2022-04-24 02:19:09;16,7;58,1
183;2022-04-24 02:24:09;16,7;58,1
184;2022-04-24 02:29:09;16,6;58,2
185;2022-04-24 02:34:09;16,5;58,4
186;2022-04-24 02:39:09;16,4;58,6
187;2022-04-24 02:44:09;16,4;58,6
188;2022-04-24 02:49:09;16,4;58,6
189;2022-04-24 02:54:09;16,3;58,6
190;2022-04-24 02:59:09;16,3;58,6
191;2022-04-24 03:04:09;16,1;58,9
192;2022-04-24 03:09:09;16;59
193;2022-04-24 03:14:09;16;59
194;2022-04-24 03:19:09;16;59
195;2022-04-24 03:24:09;16;59
196;2022-04-24 03:29:09;16;59
197;2022-04-24 03:34:09;15,9;59,4
198;2022-04-24 03:39:09;15,8;59,6
199;2022-04-24 03:44:09;15,9;59,4
200;2022-04-24 03:49:09;15,9;59,4
201;2022-04-24 03:54:09;15,8;59,5
202;2022-04-24 03:59:09;15,8;59,4
203;2022-04-24 04:04:09;15,8;59,4
204;2022-04-24 04:09:09;15,7;59,5
205;2022-04-24 04:14:09;15,6;59,6
206;2022-04-24 04:19:09;15,6;59,6
207;2022-04-24 04:24:09;15,6;59,6
208;2022-04-24 04:29:09;15,4;59,9
209;2022-04-24 04:34:09;15,4;59,9
210;2022-04-24 04:39:09;15,4;59,8
211;2022-04-24 04:44:09;15,4;59,9
212;2022-04-24 04:49:09;15,3;59,9
213;2022-04-24 04:54:09;15,3;59,9
214;2022-04-24 04:59:09;15,2;60,1
215;2022-04-24 05:04:09;15,1;60,4
216;2022-04-24 05:09:09;15,1;60,4
217;2022-04-24 05:14:09;15,1;60,2
218;2022-04-24 05:19:09;15,1;60,2
219;2022-04-24 05:24:09;15,1;60,1
220;2022-04-24 05:29:09;15,1;60,2
221;2022-04-24 05:34:09;15;60,2
222;2022-04-24 05:39:09;15;60,2
223;2022-04-24 05:44:09;14,9;60,5
224;2022-04-24 05:49:09;14,9;60,3
225;2022-04-24 05:54:09;14,9;60,2
226;2022-04-24 05:59:09;14,9;60,1
227;2022-04-24 06:04:09;14,8;60,1
228;2022-04-24 06:09:09;14,8;60
229;2022-04-24 06:14:09;14,7;60,2
230;2022-04-24 06:19:09;14,7;60,3
231;2022-04-24 06:24:09;14,7;60,3
232;2022-04-24 06:29:09;14,7;60,2
233;2022-04-24 06:34:09;14,7;60,1
234;2022-04-24 06:39:09;14,6;60,2
235;2022-04-24 06:44:09;14,5;60,4
236;2022-04-24 06:49:09;14,4;60,4
237;2022-04-24 06:54:09;14,2;60,5
238;2022-04-24 06:59:09;14,2;60,7
239;2022-04-24 07:04:09;14,2;60,6
240;2022-04-24 07:09:09;14,2;60,7
241;2022-04-24 07:14:09;14,2;60,5
242;2022-04-24 07:19:09;14,1;60,6
243;2022-04-24 07:24:09;14,2;60,5
244;2022-04-24 07:29:09;14,3;60,3
245;2022-04-24 07:34:09;14,2;60,2
246;2022-04-24 07:39:09;14,1;60,5
247;2022-04-24 07:44:09;14,1;60,5
248;2022-04-24 07:49:09;14,2;60,4
249;2022-04-24 07:54:09;14,1;60,4
250;2022-04-24 07:59:09;14;60,8
251;2022-04-24 08:04:09;14;60,6
252;2022-04-24 08:09:09;14;60,8
253;2022-04-24 08:14:09;13,9;60,9
254;2022-04-24 08:19:09;13,9;61,1
255;2022-04-24 08:24:09;14;60,9
256;2022-04-24 08:29:09;14;60,8
257;2022-04-24 08:34:09;13,9;60,8
258;2022-04-24 08:39:09;13,9;60,9
259;2022-04-24 08:44:09;13,9;60,8
260;2022-04-24 08:49:09;14;60,7
261;2022-04-24 08:54:09;14,1;60,4
262;2022-04-24 08:59:09;14,1;60,3
263;2022-04-24 09:04:09;14,1;60,3
264;2022-04-24 09:09:09;14,2;60,2
265;2022-04-24 09:14:09;14,1;60,6
266;2022-04-24 09:19:09;14,1;60,6
267;2022-04-24 09:24:09;14,1;60,8
268;2022-04-24 09:29:09;14,1;60,5
269;2022-04-24 09:34:09;14,2;60,5
270;2022-04-24 09:39:09;14,3;60,3
271;2022-04-24 09:44:09;14,4;60,1
272;2022-04-24 09:49:09;14,5;60
273;2022-04-24 09:54:09;14,6;59,9
274;2022-04-24 09:59:09;14,7;59,9
275;2022-04-24 10:04:09;14,8;59,6
276;2022-04-24 10:09:09;15;59,3
277;2022-04-24 10:14:09;15,2;59
278;2022-04-24 10:19:09;15,3;58,8
279;2022-04-24 10:24:09;15,4;58,6
280;2022-04-24 10:29:09;15,5;58,4
281;2022-04-24 10:34:09;15,6;58,3
282;2022-04-24 10:39:09;15,8;58,1
283;2022-04-24 10:44:09;15,9;57,8
284;2022-04-24 10:49:09;16;57,7
285;2022-04-24 10:54:09;16;57,4
286;2022-04-24 10:59:09;16,1;57,1
287;2022-04-24 11:04:09;16,2;56,8
288;2022-04-24 11:09:09;16,3;56,7
289;2022-04-24 11:14:09;16,4;56,6
290;2022-04-24 11:19:09;16,4;56,5
291;2022-04-24 11:24:09;16,5;56,4
292;2022-04-24 11:29:09;16,5;56,4
293;2022-04-24 11:34:09;16,6;56,4
294;2022-04-24 11:39:09;16,6;56,4
295;2022-04-24 11:44:09;16,7;56,3
296;2022-04-24 11:49:09;16,8;56,2
297;2022-04-24 11:54:09;16,8;56,1
298;2022-04-24 11:59:09;16,9;56,1
299;2022-04-24 12:04:09;17;56
300;2022-04-24 12:09:09;17;55,9
301;2022-04-24 12:14:09;17,1;55,9
302;2022-04-24 12:19:09;17,1;55,8
303;2022-04-24 12:24:09;17,2;55,9
304;2022-04-24 12:29:09;17,2;55,8
305;2022-04-24 12:34:09;17,2;55,9
306;2022-04-24 12:39:09;17,3;55,8
307;2022-04-24 12:44:09;17,4;55,7
308;2022-04-24 12:49:09;17,4;55,6
309;2022-04-24 12:54:09;17,5;55,5
310;2022-04-24 12:59:09;17,5;55,5
311;2022-04-24 13:04:09;17,6;55,4
312;2022-04-24 13:09:09;17,6;55,4
313;2022-04-24 13:14:09;17,7;55,3
314;2022-04-24 13:19:09;17,7;55,1
315;2022-04-24 13:24:09;17,8;55,1
316;2022-04-24 13:29:09;17,8;55
317;2022-04-24 13:34:09;17,9;55
318;2022-04-24 13:39:09;17,9;54,9
319;2022-04-24 13:44:09;17,9;54,9
320;2022-04-24 13:49:09;17,9;54,9
321;2022-04-24 13:54:09;18;54,8
322;2022-04-24 13:59:09;18;54,7
323;2022-04-24 14:04:09;18;54,7
324;2022-04-24 14:09:09;18;54,7
325;2022-04-24 14:14:09;18,1;54,7
326;2022-04-24 14:19:09;18,1;54,6
327;2022-04-24 14:24:09;18,2;54,5
