RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V530;;
Number;v530;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;1905-10-21 00:00:00;;
Temperature Maximum;28.4°C;;
Temperature Minimum;19.2°C;;
Temperature Average;22.6°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;99.9%RH;;
Humidity Minimum;22.8%RH;;
Humidity Average;41.6%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 11:54:25;;
End Time;2022-03-10 20:34:25;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 11:54:25;22.9;44
2;2022-03-03 11:59:25;24.6;43.6
3;2022-03-03 12:04:25;24.9;43.7
4;2022-03-03 12:09:25;25.3;43.2
5;2022-03-03 12:14:25;25.4;43.2
6;2022-03-03 12:19:25;25.5;42.7
7;2022-03-03 12:24:25;25.6;42.1
8;2022-03-03 12:29:25;25.8;42.2
9;2022-03-03 12:34:25;26.1;42.2
10;2022-03-03 12:39:25;26.2;41.7
11;2022-03-03 12:44:25;26.2;41.1
12;2022-03-03 12:49:25;26.3;41.1
13;2022-03-03 12:54:25;26.4;41.1
14;2022-03-03 12:59:25;26.6;40.6
15;2022-03-03 13:04:25;26.6;40.6
16;2022-03-03 13:09:25;26.8;40.1
17;2022-03-03 13:14:25;26.8;40.1
18;2022-03-03 13:19:25;27;40.1
19;2022-03-03 13:24:25;27.4;40.1
20;2022-03-03 13:29:25;27.5;40.2
21;2022-03-03 13:34:25;27.5;40.2
22;2022-03-03 13:39:25;27.5;40.2
23;2022-03-03 13:44:25;27.6;39.6
24;2022-03-03 13:49:25;27.5;39.1
25;2022-03-03 13:54:25;27.5;39.1
26;2022-03-03 13:59:25;27.8;39.1
27;2022-03-03 14:04:25;27.9;38.5
28;2022-03-03 14:09:25;27.8;38
29;2022-03-03 14:14:25;27.7;38
30;2022-03-03 14:19:25;28;38
31;2022-03-03 14:24:25;28;38
32;2022-03-03 14:29:25;28;37.5
33;2022-03-03 14:34:25;27.9;36.9
34;2022-03-03 14:39:25;27.8;36.9
35;2022-03-03 14:44:25;27.9;36.9
36;2022-03-03 14:49:25;28.2;36.9
37;2022-03-03 14:54:25;28.1;36.9
38;2022-03-03 14:59:25;28;36.9
39;2022-03-03 15:04:25;28;36.3
40;2022-03-03 15:09:25;27.9;36.3
41;2022-03-03 15:14:25;27.9;36.9
42;2022-03-03 15:19:25;27.9;35.8
43;2022-03-03 15:24:25;27.9;36.3
44;2022-03-03 15:29:25;27.9;35.8
45;2022-03-03 15:34:25;27.9;35.8
46;2022-03-03 15:39:25;27.9;35.8
47;2022-03-03 15:44:25;28;35.8
48;2022-03-03 15:49:25;28.1;36.3
49;2022-03-03 15:54:25;28.4;36.9
50;2022-03-03 15:59:25;28.4;36.4
51;2022-03-03 16:04:25;28.3;35.8
52;2022-03-03 16:09:25;28.1;35.8
53;2022-03-03 16:14:25;28.1;35.8
54;2022-03-03 16:19:25;28;35.8
55;2022-03-03 16:24:25;27.9;36.3
56;2022-03-03 16:29:25;27.7;35.8
57;2022-03-03 16:34:25;27.7;35.7
58;2022-03-03 16:39:25;27.6;36.3
59;2022-03-03 16:44:25;27.5;35.7
60;2022-03-03 16:49:25;27.3;36.3
61;2022-03-03 16:54:25;27.3;36.3
62;2022-03-03 16:59:25;27.2;36.3
63;2022-03-03 17:04:25;27.1;36.8
64;2022-03-03 17:09:25;27;36.2
65;2022-03-03 17:14:25;26.9;36.2
66;2022-03-03 17:19:25;26.8;36.8
67;2022-03-03 17:24:25;26.7;36.8
68;2022-03-03 17:29:25;26.6;36.8
69;2022-03-03 17:34:25;26.5;36.7
70;2022-03-03 17:39:25;26.3;36.7
71;2022-03-03 17:44:25;26.2;36.7
72;2022-03-03 17:49:25;26.2;36.7
73;2022-03-03 17:54:25;26;36.7
74;2022-03-03 17:59:25;25.9;36.7
75;2022-03-03 18:04:25;25.8;36.7
76;2022-03-03 18:09:25;25.7;36.7
77;2022-03-03 18:14:25;25.6;36.7
78;2022-03-03 18:19:25;25.5;36.7
79;2022-03-03 18:24:25;25.4;36.6
80;2022-03-03 18:29:25;25.3;36.6
81;2022-03-03 18:34:25;25.2;36.6
82;2022-03-03 18:39:25;25.1;37.2
83;2022-03-03 18:44:25;25;36.6
84;2022-03-03 18:49:25;24.9;36.6
85;2022-03-03 18:54:25;24.8;37.1
86;2022-03-03 18:59:25;24.7;37.1
87;2022-03-03 19:04:25;24.7;37.1
88;2022-03-03 19:09:25;24.6;37.1
89;2022-03-03 19:14:25;24.5;36.6
90;2022-03-03 19:19:25;24.4;37.1
91;2022-03-03 19:24:25;24.3;37.1
92;2022-03-03 19:29:25;24.2;37.1
93;2022-03-03 19:34:25;24.1;37.1
94;2022-03-03 19:39:25;24;37.1
95;2022-03-03 19:44:25;24;37.1
96;2022-03-03 19:49:25;23.9;37.6
97;2022-03-03 19:54:25;23.8;37.6
98;2022-03-03 19:59:25;23.7;38.7
99;2022-03-03 20:04:25;23.7;38.7
100;2022-03-03 20:09:25;23.6;38.7
101;2022-03-03 20:14:25;23.5;38.7
102;2022-03-03 20:19:25;23.5;38.7
103;2022-03-03 20:24:25;23.4;38.7
104;2022-03-03 20:29:25;23.3;38.6
105;2022-03-03 20:34:25;23.3;39.2
106;2022-03-03 20:39:25;23.3;39.7
107;2022-03-03 20:44:25;23.2;39.7
108;2022-03-03 20:49:25;23.2;40.3
109;2022-03-03 20:54:25;23.1;40.8
110;2022-03-03 20:59:25;23.1;40.8
111;2022-03-03 21:04:25;23;40.8
112;2022-03-03 21:09:25;23;40.8
113;2022-03-03 21:14:25;23;40.8
114;2022-03-03 21:19:25;22.9;40.8
115;2022-03-03 21:24:25;22.9;41.3
116;2022-03-03 21:29:25;22.9;41.3
117;2022-03-03 21:34:25;22.9;41.3
118;2022-03-03 21:39:25;22.8;41.3
119;2022-03-03 21:44:25;22.8;41.3
120;2022-03-03 21:49:25;22.8;41.3
121;2022-03-03 21:54:25;22.8;41.3
122;2022-03-03 21:59:25;22.7;41.3
123;2022-03-03 22:04:25;22.7;41.3
124;2022-03-03 22:09:25;22.7;41.3
125;2022-03-03 22:14:25;22.6;41.8
126;2022-03-03 22:19:25;22.6;41.8
127;2022-03-03 22:24:25;22.6;41.8
128;2022-03-03 22:29:25;22.5;41.8
129;2022-03-03 22:34:25;22.5;41.8
130;2022-03-03 22:39:25;22.4;41.8
131;2022-03-03 22:44:25;22.4;41.8
132;2022-03-03 22:49:25;22.4;41.8
133;2022-03-03 22:54:25;22.3;41.8
134;2022-03-03 22:59:25;22.3;41.8
135;2022-03-03 23:04:25;22.2;41.8
136;2022-03-03 23:09:25;22.2;41.8
137;2022-03-03 23:14:25;22.2;42.3
138;2022-03-03 23:19:25;22.2;42.3
139;2022-03-03 23:24:25;22.1;42.3
140;2022-03-03 23:29:25;22.1;42.3
141;2022-03-03 23:34:25;22.1;42.3
142;2022-03-03 23:39:25;22;42.8
143;2022-03-03 23:44:25;22;42.8
144;2022-03-03 23:49:25;22;42.8
145;2022-03-03 23:54:25;21.9;42.8
146;2022-03-03 23:59:25;21.9;42.8
147;2022-03-04 00:04:25;21.9;42.8
148;2022-03-04 00:09:25;21.8;42.8
149;2022-03-04 00:14:25;21.8;42.8
150;2022-03-04 00:19:25;21.8;42.8
151;2022-03-04 00:24:25;21.7;42.8
152;2022-03-04 00:29:25;21.8;42.8
153;2022-03-04 00:34:25;21.7;43.3
154;2022-03-04 00:39:25;21.7;43.3
155;2022-03-04 00:44:25;21.7;43.3
156;2022-03-04 00:49:25;21.6;43.3
157;2022-03-04 00:54:25;21.6;43.3
158;2022-03-04 00:59:25;21.6;43.3
159;2022-03-04 01:04:25;21.5;43.8
160;2022-03-04 01:09:25;21.5;43.8
161;2022-03-04 01:14:25;21.5;43.8
162;2022-03-04 01:19:25;21.5;43.8
163;2022-03-04 01:24:25;21.5;43.8
164;2022-03-04 01:29:25;21.5;43.8
165;2022-03-04 01:34:25;21.5;43.8
166;2022-03-04 01:39:25;21.5;43.8
167;2022-03-04 01:44:25;21.4;43.8
168;2022-03-04 01:49:25;21.4;43.8
169;2022-03-04 01:54:25;21.4;43.8
170;2022-03-04 01:59:25;21.4;43.8
171;2022-03-04 02:04:25;21.3;43.8
172;2022-03-04 02:09:25;21.3;44.3
173;2022-03-04 02:14:25;21.3;43.8
174;2022-03-04 02:19:25;21.3;44.3
175;2022-03-04 02:24:25;21.3;44.3
176;2022-03-04 02:29:25;21.2;44.3
177;2022-03-04 02:34:25;21.2;44.3
178;2022-03-04 02:39:25;21.2;44.8
179;2022-03-04 02:44:25;21.2;44.8
180;2022-03-04 02:49:25;21.2;44.8
181;2022-03-04 02:54:25;21.2;44.8
182;2022-03-04 02:59:25;21.1;44.8
183;2022-03-04 03:04:25;21.1;44.8
184;2022-03-04 03:09:25;21.1;44.8
185;2022-03-04 03:14:25;21.1;44.8
186;2022-03-04 03:19:25;21.1;44.8
187;2022-03-04 03:24:25;21;44.8
188;2022-03-04 03:29:25;21;44.8
189;2022-03-04 03:34:25;21;44.8
190;2022-03-04 03:39:25;21;44.8
191;2022-03-04 03:44:25;21;44.8
192;2022-03-04 03:49:25;21;44.8
193;2022-03-04 03:54:25;21;44.8
194;2022-03-04 03:59:25;21;44.8
195;2022-03-04 04:04:25;20.9;44.8
196;2022-03-04 04:09:25;20.9;44.8
197;2022-03-04 04:14:25;20.9;45.3
198;2022-03-04 04:19:25;20.9;45.3
199;2022-03-04 04:24:25;20.9;45.3
200;2022-03-04 04:29:25;20.9;45.3
201;2022-03-04 04:34:25;20.9;45.3
202;2022-03-04 04:39:25;20.9;45.3
203;2022-03-04 04:44:25;20.9;45.3
204;2022-03-04 04:49:25;20.9;45.3
205;2022-03-04 04:54:25;20.9;45.3
206;2022-03-04 04:59:25;20.8;45.3
207;2022-03-04 05:04:25;20.8;45.8
208;2022-03-04 05:09:25;20.8;45.8
209;2022-03-04 05:14:25;20.8;45.8
210;2022-03-04 05:19:25;20.8;45.8
211;2022-03-04 05:24:25;20.8;45.8
212;2022-03-04 05:29:25;20.7;45.8
213;2022-03-04 05:34:25;20.7;45.8
214;2022-03-04 05:39:25;20.7;45.8
215;2022-03-04 05:44:25;20.7;45.8
216;2022-03-04 05:49:25;20.7;45.8
217;2022-03-04 05:54:25;20.7;45.8
218;2022-03-04 05:59:25;20.7;45.8
219;2022-03-04 06:04:25;20.7;45.8
220;2022-03-04 06:09:25;20.6;45.8
221;2022-03-04 06:14:25;20.6;45.8
222;2022-03-04 06:19:25;20.6;45.8
223;2022-03-04 06:24:25;20.6;45.8
224;2022-03-04 06:29:25;20.6;45.8
225;2022-03-04 06:34:25;20.6;45.8
226;2022-03-04 06:39:25;20.6;45.8
227;2022-03-04 06:44:25;20.6;45.8
228;2022-03-04 06:49:25;20.5;45.8
229;2022-03-04 06:54:25;20.5;45.8
230;2022-03-04 06:59:25;20.5;45.8
231;2022-03-04 07:04:25;20.5;45.8
232;2022-03-04 07:09:25;20.5;46.3
233;2022-03-04 07:14:25;20.5;45.8
234;2022-03-04 07:19:25;20.5;46.3
235;2022-03-04 07:24:25;20.5;45.8
236;2022-03-04 07:29:25;20.5;46.3
237;2022-03-04 07:34:25;20.5;46.3
238;2022-03-04 07:39:25;20.5;46.8
239;2022-03-04 07:44:25;20.5;46.8
240;2022-03-04 07:49:25;20.6;47.4
241;2022-03-04 07:54:25;20.6;47.9
242;2022-03-04 07:59:25;20.6;47.9
243;2022-03-04 08:04:25;20.7;47.9
244;2022-03-04 08:09:25;20.7;47.9
245;2022-03-04 08:14:25;20.8;47.9
246;2022-03-04 08:19:25;20.8;47.9
247;2022-03-04 08:24:25;20.9;47.9
248;2022-03-04 08:29:25;20.9;47.9
249;2022-03-04 08:34:25;21;47.9
250;2022-03-04 08:39:25;21;47.9
251;2022-03-04 08:44:25;21.1;48
252;2022-03-04 08:49:25;21.2;48
253;2022-03-04 08:54:25;21.3;48
254;2022-03-04 08:59:25;21.4;48
255;2022-03-04 09:04:25;21.5;48
256;2022-03-04 09:09:25;21.5;48
257;2022-03-04 09:14:25;21.6;48
258;2022-03-04 09:19:25;21.7;48
259;2022-03-04 09:24:25;21.8;48
260;2022-03-04 09:29:25;21.9;48
261;2022-03-04 09:34:25;21.9;48.1
262;2022-03-04 09:39:25;22;47.5
263;2022-03-04 09:44:25;22.1;47.6
264;2022-03-04 09:49:25;22.2;47.6
265;2022-03-04 09:54:25;22.2;47.6
266;2022-03-04 09:59:25;22.3;47.6
267;2022-03-04 10:04:25;22.4;47.1
268;2022-03-04 10:09:25;22.5;47.6
269;2022-03-04 10:14:25;22.7;47.6
270;2022-03-04 10:19:25;22.8;47.1
271;2022-03-04 10:24:25;22.9;46.6
272;2022-03-04 10:29:25;22.9;46.1
273;2022-03-04 10:34:25;22.9;46.1
274;2022-03-04 10:39:25;23;45.6
275;2022-03-04 10:44:25;23.2;45.6
276;2022-03-04 10:49:25;23.3;45.1
277;2022-03-04 10:54:25;23.4;45.1
278;2022-03-04 10:59:25;23.5;45.1
279;2022-03-04 11:04:25;23.8;46.2
280;2022-03-04 11:09:25;23.9;44.6
281;2022-03-04 11:14:25;23.9;44.6
282;2022-03-04 11:19:25;24;44.6
283;2022-03-04 11:24:25;24;44.6
284;2022-03-04 11:29:25;24.1;45.2
285;2022-03-04 11:34:25;24.2;44.1
286;2022-03-04 11:39:25;24.3;44.1
287;2022-03-04 11:44:25;24.4;44.2
288;2022-03-04 11:49:25;24.6;44.7
289;2022-03-04 11:54:25;24.8;44.2
290;2022-03-04 11:59:25;25.1;44.2
291;2022-03-04 12:04:25;25.1;43.7
292;2022-03-04 12:09:25;25.2;43.7
293;2022-03-04 12:14:25;25.3;43.2
294;2022-03-04 12:19:25;25.3;43.2
295;2022-03-04 12:24:25;25.4;43.2
296;2022-03-04 12:29:25;25.7;43.2
297;2022-03-04 12:34:25;25.7;42.7
298;2022-03-04 12:39:25;25.8;42.2
299;2022-03-04 12:44:25;25.9;42.2
300;2022-03-04 12:49:25;26;42.2
301;2022-03-04 12:54:25;26;41.6
302;2022-03-04 12:59:25;26.1;41.1
303;2022-03-04 13:04:25;26.1;41.1
304;2022-03-04 13:09:25;26.2;41.1
305;2022-03-04 13:14:25;26.6;41.2
306;2022-03-04 13:19:25;26.7;41.2
307;2022-03-04 13:24:25;26.7;41.2
308;2022-03-04 13:29:25;26.7;40.1
309;2022-03-04 13:34:25;26.6;39.5
310;2022-03-04 13:39:25;26.7;39.5
311;2022-03-04 13:44:25;26.7;39.5
312;2022-03-04 13:49:25;26.7;39.5
313;2022-03-04 13:54:25;26.8;39.5
314;2022-03-04 13:59:25;27.1;40.1
315;2022-03-04 14:04:25;27.5;39.6
316;2022-03-04 14:09:25;27.7;39.6
