Informe de datos;;;;;
Archivo creado el:2022-05-28 17:23:03;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:09:43
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V761;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2079;;MKT;19,8;
Primera lectura;2022-05-21 11:09:43;;Última lectura;2022-05-28 16:19:43;
Máximo(Temperatura);23,7°C;;Mínimo(Temperatura);18,5°C;
Promedio(Temperatura);19,8°C;;Tiempo de grabación;7D 5H 10M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);78,8%;;Mínimo(Humedad);62,9%;
Promedio(Humedad);72,8%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:09:43;23,7;63,1;;
2;2022-05-21 11:14:43;22,5;62,9;;
3;2022-05-21 11:19:43;21,5;65,1;;
4;2022-05-21 11:24:43;20,9;66,9;;
5;2022-05-21 11:29:43;20,6;67,7;;
6;2022-05-21 11:34:43;20,4;68,1;;
7;2022-05-21 11:39:43;20,3;68,6;;
8;2022-05-21 11:44:43;20,3;69;;
9;2022-05-21 11:49:43;20,2;69,5;;
10;2022-05-21 11:54:43;20,2;69,9;;
11;2022-05-21 11:59:43;20,2;69,9;;
12;2022-05-21 12:04:43;20,2;69,9;;
13;2022-05-21 12:09:43;20,2;70,3;;
14;2022-05-21 12:14:43;20,1;70,3;;
15;2022-05-21 12:19:43;20,1;70,3;;
16;2022-05-21 12:24:43;20,1;70,3;;
17;2022-05-21 12:29:43;20,1;70,3;;
18;2022-05-21 12:34:43;20,1;70,8;;
19;2022-05-21 12:39:43;20,1;70,8;;
20;2022-05-21 12:44:43;20,1;70,8;;
21;2022-05-21 12:49:43;20,1;71,2;;
22;2022-05-21 12:54:43;20,1;71,2;;
23;2022-05-21 12:59:43;20,1;71,7;;
24;2022-05-21 13:04:43;20,1;71,7;;
25;2022-05-21 13:09:43;20,1;72,1;;
26;2022-05-21 13:14:43;20,1;72,1;;
27;2022-05-21 13:19:43;20,1;72,1;;
28;2022-05-21 13:24:43;20,2;72,1;;
29;2022-05-21 13:29:43;20,2;72,1;;
30;2022-05-21 13:34:43;20,2;72,6;;
31;2022-05-21 13:39:43;20,3;72,6;;
32;2022-05-21 13:44:43;20,3;73;;
33;2022-05-21 13:49:43;20,3;73;;
34;2022-05-21 13:54:43;20,3;73;;
35;2022-05-21 13:59:43;20,3;73;;
36;2022-05-21 14:04:43;20,3;73;;
37;2022-05-21 14:09:43;20,3;73;;
38;2022-05-21 14:14:43;20,3;73,4;;
39;2022-05-21 14:19:43;20,3;73,4;;
40;2022-05-21 14:24:43;20,3;73,4;;
41;2022-05-21 14:29:43;20,3;73,9;;
42;2022-05-21 14:34:43;20,3;73,9;;
43;2022-05-21 14:39:43;20,3;73,9;;
44;2022-05-21 14:44:43;20,3;73,9;;
45;2022-05-21 14:49:43;20,3;73,9;;
46;2022-05-21 14:54:43;20,3;73,5;;
47;2022-05-21 14:59:43;20,3;73,4;;
