RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V610;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3638;;
Temperature Maximum;25,2°C;;
Temperature Minimum;11,8°C;;
Temperature Average;16,5°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;65,2%RH;;
Humidity Minimum;29,3%RH;;
Humidity Average;56,1%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:45;;
End Time;29-05-2022 0:50;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:45:58;18,3;47,6
2;2022-05-16 09:50:58;18,4;Failure
3;2022-05-16 09:55:58;18,2;46,6
4;2022-05-16 10:00:58;17,9;29,3
5;2022-05-16 10:05:58;17,6;Failure
6;2022-05-16 10:10:58;17,4;44,4
7;2022-05-16 10:15:58;17,3;43,9
8;2022-05-16 10:20:58;17,2;43,9
9;2022-05-16 10:25:58;17,1;Failure
10;2022-05-16 10:30:58;17,1;37,7
11;2022-05-16 10:35:58;17;43,8
12;2022-05-16 10:40:58;17;44,4
13;2022-05-16 10:45:58;17;38,9
14;2022-05-16 10:50:58;17,3;45,4
15;2022-05-16 10:55:58;17,9;Failure
16;2022-05-16 11:00:58;18,5;46,1
17;2022-05-16 11:05:58;18,7;44,6
18;2022-05-16 11:10:58;18,6;43,5
19;2022-05-16 11:15:58;18,4;43,5
20;2022-05-16 11:20:58;18,2;43,5
21;2022-05-16 11:25:58;18,6;48,6
22;2022-05-16 11:30:58;18,5;44,5
23;2022-05-16 11:35:58;18,3;44,5
24;2022-05-16 11:40:58;18,2;44
25;2022-05-16 11:45:58;18;43,5
26;2022-05-16 11:50:58;18;44
27;2022-05-16 11:55:58;18;44,5
28;2022-05-16 12:00:58;18;45
