RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V489;;
Number;719AH10136;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;1905-10-15 00:00:00;;
Temperature Maximum;29,8°C;;
Temperature Minimum;19,6°C;;
Temperature Average;23,2°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;49,5%RH;;
Humidity Minimum;32,3%RH;;
Humidity Average;42,3%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 13:31:33;;
End Time;2022-03-10 21:41:33;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 13:31:33;22,2;44,9
2;2022-03-03 13:36:33;24,3;47,3
3;2022-03-03 13:41:33;25,8;45,3
4;2022-03-03 13:46:33;26,5;43,3
5;2022-03-03 13:51:33;26,9;43,3
6;2022-03-03 13:56:33;27,2;42,3
7;2022-03-03 14:01:33;27,4;41,8
8;2022-03-03 14:06:33;27,6;41,8
9;2022-03-03 14:11:33;27,7;41,8
10;2022-03-03 14:16:33;27,7;41,3
11;2022-03-03 14:21:33;27,8;41,3
12;2022-03-03 14:26:33;28,4;40,8
13;2022-03-03 14:31:33;28,8;40,3
14;2022-03-03 14:36:33;28,7;40,3
15;2022-03-03 14:41:33;28,8;39,7
16;2022-03-03 14:46:33;28,8;39,7
17;2022-03-03 14:51:33;28,6;39,7
18;2022-03-03 14:56:33;28,6;39,1
19;2022-03-03 15:01:33;29;39,2
20;2022-03-03 15:06:33;29,3;39,2
21;2022-03-03 15:11:33;29,4;38,7
22;2022-03-03 15:16:33;29,2;38,7
23;2022-03-03 15:21:33;29,6;38,1
24;2022-03-03 15:26:33;29,5;38,1
25;2022-03-03 15:31:33;29,5;38,1
26;2022-03-03 15:36:33;29,3;38,1
27;2022-03-03 15:41:33;29,3;38,1
28;2022-03-03 15:46:33;29,2;38,1
29;2022-03-03 15:51:33;29,7;37,6
30;2022-03-03 15:56:33;29,7;37
31;2022-03-03 16:01:33;29,5;37,6
32;2022-03-03 16:06:33;29,4;37,6
33;2022-03-03 16:11:33;29,4;37,6
34;2022-03-03 16:16:33;29,3;37,6
35;2022-03-03 16:21:33;29,3;37
36;2022-03-03 16:26:33;29,3;37
37;2022-03-03 16:31:33;29,3;37,5
38;2022-03-03 16:36:33;29,3;37
39;2022-03-03 16:41:33;29,3;37
40;2022-03-03 16:46:33;29,3;36,4
41;2022-03-03 16:51:33;29,4;37
42;2022-03-03 16:56:33;29,7;37
43;2022-03-03 17:01:33;29,8;37
44;2022-03-03 17:06:33;29,6;37
45;2022-03-03 17:11:33;29,5;37
46;2022-03-03 17:16:33;29,3;36,4
47;2022-03-03 17:21:33;29,2;37
48;2022-03-03 17:26:33;29,1;37
49;2022-03-03 17:31:33;29;37
50;2022-03-03 17:36:33;28,9;37
51;2022-03-03 17:41:33;28,7;36,9
52;2022-03-03 17:46:33;28,6;36,9
53;2022-03-03 17:51:33;28,5;36,9
54;2022-03-03 17:56:33;28,5;36,9
55;2022-03-03 18:01:33;28,4;36,9
56;2022-03-03 18:06:33;28,3;36,3
57;2022-03-03 18:11:33;28,2;36,9
58;2022-03-03 18:16:33;28,1;36,9
59;2022-03-03 18:21:33;28;36,9
60;2022-03-03 18:26:33;27,9;36,9
61;2022-03-03 18:31:33;27,7;36,9
62;2022-03-03 18:36:33;27,7;36,8
63;2022-03-03 18:41:33;27,5;36,8
64;2022-03-03 18:46:33;27,4;36,8
65;2022-03-03 18:51:33;27,3;36,8
66;2022-03-03 18:56:33;27,1;36,8
67;2022-03-03 19:01:33;27;36,8
68;2022-03-03 19:06:33;26,9;36,8
69;2022-03-03 19:11:33;26,8;37,3
70;2022-03-03 19:16:33;26,6;36,7
71;2022-03-03 19:21:33;26,5;37,3
72;2022-03-03 19:26:33;26,3;37,8
73;2022-03-03 19:31:33;26,2;37,3
74;2022-03-03 19:36:33;26,1;37,2
75;2022-03-03 19:41:33;26;37,8
76;2022-03-03 19:46:33;25,9;36,7
77;2022-03-03 19:51:33;25,7;37,2
78;2022-03-03 19:56:33;25,6;37,8
79;2022-03-03 20:01:33;25,4;37,7
80;2022-03-03 20:06:33;25,4;37,7
81;2022-03-03 20:11:33;25,2;37,7
82;2022-03-03 20:16:33;25,1;37,7
83;2022-03-03 20:21:33;25;37,1
84;2022-03-03 20:26:33;24,8;37,7
85;2022-03-03 20:31:33;24,7;37,7
