RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;7212101010;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3647;;
Temperature Maximum;29,6°C;;
Temperature Minimum;11,9°C;;
Temperature Average;16,8°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;65%RH;;
Humidity Minimum;40,1%RH;;
Humidity Average;54,5%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:45;;
End Time;29-05-2022 1:35;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:45:57;18,3;44,4
2;2022-05-16 09:50:57;18,4;43,3
3;2022-05-16 09:55:57;18,4;43,1
4;2022-05-16 10:00:57;18,4;43,7
5;2022-05-16 10:05:57;18,1;44
6;2022-05-16 10:10:57;17,8;43,8
7;2022-05-16 10:15:57;17,7;43,7
8;2022-05-16 10:20:57;17,6;43,1
9;2022-05-16 10:25:57;17,7;42,6
10;2022-05-16 10:30:57;17,4;42,5
11;2022-05-16 10:35:57;17,3;42,4
12;2022-05-16 10:40:57;17,2;43,1
13;2022-05-16 10:45:57;17,2;43,4
14;2022-05-16 10:50:57;17,2;43
15;2022-05-16 10:55:57;18;42,7
16;2022-05-16 11:00:57;19;41,2
17;2022-05-16 11:05:57;19,6;40,1
18;2022-05-16 11:10:57;18,8;40,6
19;2022-05-16 11:15:57;18;41,3
20;2022-05-16 11:20:57;17,7;40,4
21;2022-05-16 11:25:57;17,5;41,5
22;2022-05-16 11:30:57;18,4;43,9
23;2022-05-16 11:35:57;18,2;42
24;2022-05-16 11:40:57;18,2;42,8
25;2022-05-16 11:45:57;18,2;42,2
26;2022-05-16 11:50:57;18,1;41,7
27;2022-05-16 11:55:57;18,7;42,5
28;2022-05-16 12:00:57;18,4;42,1
29;2022-05-16 12:05:57;18,3;42,3
30;2022-05-16 12:10:57;18,2;42,3
31;2022-05-16 12:15:57;18,6;41,7
