Informe de datos;;;;;
Archivo creado el:2022-05-28 17:39:18;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:18:16
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V823;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2083;;MKT;20,1;
Primera lectura;2022-05-21 11:18:16;;Última lectura;2022-05-28 16:48:16;
Máximo(Temperatura);24,8°C;;Mínimo(Temperatura);19,0°C;
Promedio(Temperatura);20,1°C;;Tiempo de grabación;7D 5H 30M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);77,6%;;Mínimo(Humedad);63,1%;
Promedio(Humedad);72,4%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:18:16;21,6;65,1;;
2;2022-05-21 11:23:16;22;65,2;;
3;2022-05-21 11:28:16;21,2;66;;
4;2022-05-21 11:33:16;20,8;66,8;;
5;2022-05-21 11:38:16;20,6;67,7;;
6;2022-05-21 11:43:16;20,4;68,6;;
7;2022-05-21 11:48:16;20,3;69;;
8;2022-05-21 11:53:16;20,3;69,5;;
9;2022-05-21 11:58:16;20,3;69,5;;
10;2022-05-21 12:03:16;20,2;69,4;;
11;2022-05-21 12:08:16;20,2;69,4;;
12;2022-05-21 12:13:16;20,2;69,9;;
13;2022-05-21 12:18:16;20,2;69,9;;
14;2022-05-21 12:23:16;20,2;69,9;;
15;2022-05-21 12:28:16;20,2;69,9;;
16;2022-05-21 12:33:16;20,2;69,9;;
17;2022-05-21 12:38:16;20,2;70,3;;
18;2022-05-21 12:43:16;20,2;70,3;;
19;2022-05-21 12:48:16;20,2;70,8;;
20;2022-05-21 12:53:16;20,2;70,8;;
21;2022-05-21 12:58:16;20,2;71,2;;
22;2022-05-21 13:03:16;20,2;71,2;;
23;2022-05-21 13:08:16;20,2;71,7;;
24;2022-05-21 13:13:16;20,2;71,7;;
25;2022-05-21 13:18:16;20,3;71,2;;
26;2022-05-21 13:23:16;20,3;71,7;;
27;2022-05-21 13:28:16;20,3;71,7;;
28;2022-05-21 13:33:16;20,4;71,7;;
29;2022-05-21 13:38:16;20,4;72,1;;
30;2022-05-21 13:43:16;20,5;72,2;;
31;2022-05-21 13:48:16;20,5;72,2;;
32;2022-05-21 13:53:16;20,5;71,7;;
33;2022-05-21 13:58:16;20,6;72,2;;
34;2022-05-21 14:03:16;20,6;72,2;;
35;2022-05-21 14:08:16;20,6;72,2;;
36;2022-05-21 14:13:16;20,6;72,2;;
37;2022-05-21 14:18:16;20,6;72,6;;
38;2022-05-21 14:23:16;20,6;72,6;;
39;2022-05-21 14:28:16;20,6;72,6;;
40;2022-05-21 14:33:16;20,6;73;;
41;2022-05-21 14:38:16;20,6;73;;
42;2022-05-21 14:43:16;20,6;73;;
43;2022-05-21 14:48:16;20,6;72,6;;
44;2022-05-21 14:53:16;20,6;72,6;;
45;2022-05-21 14:58:16;20,6;72,6;;
46;2022-05-21 15:03:16;20,5;72,6;;
