Informe de datos;;;;;
Archivo creado el:2022-05-28 19:06:41;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:14
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V787;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;13;;MKT;23,0;
Primera lectura;2022-05-21 11:33:14;;Última lectura;2022-05-21 12:33:14;
Máximo(Temperatura);25,7°C;;Mínimo(Temperatura);20,8°C;
Promedio(Temperatura);22,9°C;;Tiempo de grabación;0D 1H 0M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);70,0%;;Mínimo(Humedad);59,3%;
Promedio(Humedad);64,3%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:33:10;242666666666667,0;590666666666667,0;;
2;2022-05-21 11:38:10;23,1;62,1;;
3;2022-05-21 11:43:10;223333333333333,0;644666666666667,0;;
4;2022-05-21 11:48:10;219666666666667,0;648666666666667,0;;
5;2022-05-21 11:53:10;213666666666667,0;658333333333333,0;;
6;2022-05-21 11:58:10;210666666666667,0;667333333333333,0;;
7;2022-05-21 12:03:10;217666666666667,0;67,9;;
8;2022-05-21 12:08:10;21,9;674666666666667,0;;
9;2022-05-21 12:13:10;21,9;657333333333333,0;;
10;2022-05-21 12:18:10;212666666666667,0;665666666666667,0;;
11;2022-05-21 12:23:10;20,9;67,0;;
12;2022-05-21 12:28:10;206666666666667,0;675333333333333,0;;
13;2022-05-21 12:33:10;210333333333333,0;700333333333333,0;;
14;2022-05-21 12:38:10;221666666666667,0;71,0;;
15;2022-05-21 12:43:10;22,5;678333333333333,0;;
16;2022-05-21 12:48:10;22,2;67,2;;
17;2022-05-21 12:53:10;219666666666667,0;67,3;;
18;2022-05-21 12:58:10;222333333333333,0;672333333333333,0;;
19;2022-05-21 13:03:10;22,4;687333333333333,0;;
20;2022-05-21 13:08:10;223333333333333,0;66,5;;
21;2022-05-21 13:13:10;22,2;661666666666667,0;;
22;2022-05-21 13:18:10;227666666666667,0;706333333333333,0;;
23;2022-05-21 13:23:10;228666666666667,0;662666666666667,0;;
24;2022-05-21 13:28:10;226666666666667,0;665666666666667,0;;
25;2022-05-21 13:33:10;226333333333333,0;66,7;;
26;2022-05-21 13:38:10;22,6;665333333333333,0;;
27;2022-05-21 13:43:10;226333333333333,0;663666666666667,0;;
28;2022-05-21 13:48:10;226666666666667,0;660666666666667,0;;
29;2022-05-21 13:53:10;226333333333333,0;665333333333333,0;;
30;2022-05-21 13:58:10;225333333333333,0;668333333333333,0;;
31;2022-05-21 14:03:10;225333333333333,0;67,1;;
32;2022-05-21 14:08:10;225333333333333,0;672666666666667,0;;
33;2022-05-21 14:13:10;225333333333333,0;674333333333333,0;;
34;2022-05-21 14:18:10;224333333333333,0;674333333333333,0;;
35;2022-05-21 14:23:10;224333333333333,0;681666666666667,0;;
36;2022-05-21 14:28:10;22,4;68,5;;
37;2022-05-21 14:33:10;223333333333333,0;678333333333333,0;;
