Informe de datos;;;;;
Archivo creado el:2022-05-28 17:54:57;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:10:14
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V795;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2097;;MKT;19,9;
Primera lectura;2022-05-21 11:10:14;;Última lectura;2022-05-28 17:50:14;
Máximo(Temperatura);26,5°C;;Mínimo(Temperatura);18,4°C;
Promedio(Temperatura);19,9°C;;Tiempo de grabación;7D 6H 40M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,1%;;Mínimo(Humedad);59,0%;
Promedio(Humedad);73,0%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:10:14;23,1;65,4;;
2;2022-05-21 11:15:14;22,2;63,8;;
3;2022-05-21 11:20:14;21,5;65,5;;
4;2022-05-21 11:25:14;20,9;67,3;;
5;2022-05-21 11:30:14;20,7;68,1;;
6;2022-05-21 11:35:14;20,5;69;;
7;2022-05-21 11:40:14;20,4;69,4;;
8;2022-05-21 11:45:14;20,3;69,4;;
9;2022-05-21 11:50:14;20,3;69,9;;
10;2022-05-21 11:55:14;20,3;70,3;;
11;2022-05-21 12:00:14;20,3;70,3;;
12;2022-05-21 12:05:14;20,3;70,3;;
13;2022-05-21 12:10:14;20,2;70,7;;
14;2022-05-21 12:15:14;20,2;70,7;;
15;2022-05-21 12:20:14;20,2;70,7;;
16;2022-05-21 12:25:14;20,2;71,1;;
17;2022-05-21 12:30:14;20,1;71,1;;
18;2022-05-21 12:35:14;20,1;71,1;;
19;2022-05-21 12:40:14;20,1;71,1;;
20;2022-05-21 12:45:14;20,1;71,6;;
21;2022-05-21 12:50:14;20,1;71,6;;
22;2022-05-21 12:55:14;20,1;72;;
23;2022-05-21 13:00:14;20,1;72;;
24;2022-05-21 13:05:14;20,1;72;;
25;2022-05-21 13:10:14;20,1;72,5;;
26;2022-05-21 13:15:14;20,2;72,5;;
27;2022-05-21 13:20:14;20,2;72,5;;
28;2022-05-21 13:25:14;20,3;72,5;;
29;2022-05-21 13:30:14;20,3;72,5;;
30;2022-05-21 13:35:14;20,3;72,9;;
31;2022-05-21 13:40:14;20,3;72,9;;
32;2022-05-21 13:45:14;20,3;72,9;;
33;2022-05-21 13:50:14;20,3;73,4;;
34;2022-05-21 13:55:14;20,3;73,4;;
35;2022-05-21 14:00:14;20,3;73,4;;
36;2022-05-21 14:05:14;20,3;73,4;;
37;2022-05-21 14:10:14;20,3;73,8;;
38;2022-05-21 14:15:14;20,3;73,8;;
39;2022-05-21 14:20:14;20,3;73,8;;
40;2022-05-21 14:25:14;20,3;73,8;;
41;2022-05-21 14:30:14;20,3;74,2;;
42;2022-05-21 14:35:14;20,3;74,2;;
43;2022-05-21 14:40:14;20,3;74,2;;
44;2022-05-21 14:45:14;20,3;74,2;;
45;2022-05-21 14:50:14;20,3;74,2;;
46;2022-05-21 14:55:14;20,3;74,2;;
