Informe de datos;;;;;
Archivo creado el:2022-05-28 17:58:20;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:17:15
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;EF7203H01049;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2057;;MKT;19,8;
Primera lectura;2022-05-21 11:17:15;;Última lectura;2022-05-28 14:37:15;
Máximo(Temperatura);21,9°C;;Mínimo(Temperatura);18,7°C;
Promedio(Temperatura);19,8°C;;Tiempo de grabación;7D 3H 20M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);77,5%;;Mínimo(Humedad);63,5%;
Promedio(Humedad);71,9%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:17:15;21,8;65,2;;
2;2022-05-21 11:22:15;21,9;64,7;;
3;2022-05-21 11:27:15;21,1;66;;
4;2022-05-21 11:32:15;20,7;66,8;;
5;2022-05-21 11:37:15;20,4;67,7;;
6;2022-05-21 11:42:15;20,3;68,1;;
7;2022-05-21 11:47:15;20,2;68,5;;
8;2022-05-21 11:52:15;20,2;69;;
9;2022-05-21 11:57:15;20,1;69,4;;
10;2022-05-21 12:02:15;20,1;69,4;;
11;2022-05-21 12:07:15;20,1;69,4;;
12;2022-05-21 12:12:15;20;69,8;;
13;2022-05-21 12:17:15;20;69,8;;
14;2022-05-21 12:22:15;20;69,8;;
15;2022-05-21 12:27:15;20;69,8;;
16;2022-05-21 12:32:15;20;69,8;;
17;2022-05-21 12:37:15;20;70,3;;
18;2022-05-21 12:42:15;20;70,3;;
19;2022-05-21 12:47:15;20;70,7;;
20;2022-05-21 12:52:15;20;70,7;;
21;2022-05-21 12:57:15;20;71,2;;
22;2022-05-21 13:02:15;20;71,2;;
23;2022-05-21 13:07:15;20;71,2;;
24;2022-05-21 13:12:15;20;71,6;;
25;2022-05-21 13:17:15;20,1;71,6;;
26;2022-05-21 13:22:15;20,1;71,6;;
27;2022-05-21 13:27:15;20,2;71,6;;
28;2022-05-21 13:32:15;20,2;71,6;;
29;2022-05-21 13:37:15;20,3;72,1;;
30;2022-05-21 13:42:15;20,3;72,1;;
31;2022-05-21 13:47:15;20,3;72,1;;
32;2022-05-21 13:52:15;20,3;72,1;;
33;2022-05-21 13:57:15;20,3;72,1;;
34;2022-05-21 14:02:15;20,3;72,1;;
35;2022-05-21 14:07:15;20,3;72,6;;
36;2022-05-21 14:12:15;20,3;72,6;;
37;2022-05-21 14:17:15;20,3;72,6;;
38;2022-05-21 14:22:15;20,3;72,6;;
39;2022-05-21 14:27:15;20,3;73;;
40;2022-05-21 14:32:15;20,4;73;;
41;2022-05-21 14:37:15;20,3;73;;
42;2022-05-21 14:42:15;20,3;73;;
43;2022-05-21 14:47:15;20,3;73;;
44;2022-05-21 14:52:15;20,3;73;;
45;2022-05-21 14:57:15;20,3;72,6;;
46;2022-05-21 15:02:15;20,3;72,6;;
47;2022-05-21 15:07:15;20,3;72,6;;
