Informe de datos;;;;;
Archivo creado el:2022-05-28 18:29:15;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:37
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V799;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;21;;MKT;21,7;
Primera lectura;2022-05-21 11:32:37;;Última lectura;2022-05-21 13:12:37;
Máximo(Temperatura);24,9°C;;Mínimo(Temperatura);20,2°C;
Promedio(Temperatura);21,6°C;;Tiempo de grabación;0D 1H 40M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);71,5%;;Mínimo(Humedad);58,5%;
Promedio(Humedad);67,5%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:20;243666666666667,0;592333333333333,0;;
2;2022-05-21 11:37:20;23,1;623666666666667,0;;
3;2022-05-21 11:42:20;223666666666667,0;647666666666667,0;;
4;2022-05-21 11:47:20;21,9;646333333333333,0;;
5;2022-05-21 11:52:20;213333333333333,0;661666666666667,0;;
6;2022-05-21 11:57:20;21,0;675333333333333,0;;
7;2022-05-21 12:02:20;217333333333333,0;68,3;;
8;2022-05-21 12:07:20;218666666666667,0;678666666666667,0;;
9;2022-05-21 12:12:20;218666666666667,0;661666666666667,0;;
10;2022-05-21 12:17:20;212333333333333,0;67,0;;
11;2022-05-21 12:22:20;20,9;67,4;;
12;2022-05-21 12:27:20;206666666666667,0;67,8;;
13;2022-05-21 12:32:20;21,0;701666666666667,0;;
14;2022-05-21 12:37:20;221333333333333,0;715666666666667,0;;
15;2022-05-21 12:42:20;225333333333333,0;681333333333333,0;;
16;2022-05-21 12:47:20;222333333333333,0;674666666666667,0;;
17;2022-05-21 12:52:20;220333333333333,0;67,6;;
18;2022-05-21 12:57:20;219666666666667,0;67,9;;
19;2022-05-21 13:02:20;23,3;688666666666667,0;;
20;2022-05-21 13:07:20;22,9;661333333333333,0;;
21;2022-05-21 13:12:20;225666666666667,0;65,9;;
22;2022-05-21 13:17:20;230666666666667,0;703666666666667,0;;
23;2022-05-21 13:22:20;231333333333333,0;658333333333333,0;;
24;2022-05-21 13:27:20;229333333333333,0;66,3;;
25;2022-05-21 13:32:20;22,9;664333333333333,0;;
26;2022-05-21 13:37:20;228666666666667,0;662333333333333,0;;
27;2022-05-21 13:42:20;228666666666667,0;662333333333333,0;;
28;2022-05-21 13:47:20;22,9;659333333333333,0;;
29;2022-05-21 13:52:20;228666666666667,0;662666666666667,0;;
30;2022-05-21 13:57:20;22,8;665333333333333,0;;
31;2022-05-21 14:02:20;227666666666667,0;666666666666667,0;;
32;2022-05-21 14:07:20;227666666666667,0;67,0;;
33;2022-05-21 14:12:20;227333333333333,0;67,3;;
34;2022-05-21 14:17:20;226666666666667,0;671666666666667,0;;
35;2022-05-21 14:22:20;226333333333333,0;67,9;;
36;2022-05-21 14:27:20;22,6;68,2;;
37;2022-05-21 14:32:20;225333333333333,0;67,7;;
38;2022-05-21 14:37:20;22,4;67,7;;
