Informe de datos;;;;;
Archivo creado el:2022-05-28 18:33:37;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:56
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V768;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2101;;MKT;20,1;
Primera lectura;2022-05-21 11:32:56;;Última lectura;2022-05-28 18:32:56;
Máximo(Temperatura);27,0°C;;Mínimo(Temperatura);16,4°C;
Promedio(Temperatura);20,0°C;;Tiempo de grabación;7D 7H 0M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);81,3%;;Mínimo(Humedad);56,2%;
Promedio(Humedad);71,2%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:56;23,9;59,3;;
2;2022-05-21 11:37:56;22,8;61,6;;
3;2022-05-21 11:42:56;21,8;63,3;;
4;2022-05-21 11:47:56;21,3;65,1;;
5;2022-05-21 11:52:56;22,5;62,9;;
6;2022-05-21 11:57:56;21,6;63,7;;
7;2022-05-21 12:02:56;21,3;64,6;;
8;2022-05-21 12:07:56;21,2;64,6;;
9;2022-05-21 12:12:56;21;65,5;;
10;2022-05-21 12:17:56;21;65,5;;
11;2022-05-21 12:22:56;20,9;65,5;;
12;2022-05-21 12:27:56;20,9;66,4;;
13;2022-05-21 12:32:56;21;67,3;;
14;2022-05-21 12:37:56;21;68,2;;
15;2022-05-21 12:42:56;20,9;68,7;;
16;2022-05-21 12:47:56;20,9;68,2;;
17;2022-05-21 12:52:56;20,9;69,1;;
18;2022-05-21 12:57:56;20,9;68,7;;
19;2022-05-21 13:02:56;21;68,7;;
20;2022-05-21 13:07:56;21;68,7;;
21;2022-05-21 13:12:56;21,2;68,3;;
22;2022-05-21 13:17:56;21,4;68,3;;
23;2022-05-21 13:22:56;21,5;68,3;;
24;2022-05-21 13:27:56;21,5;68,8;;
25;2022-05-21 13:32:56;21,6;68,8;;
26;2022-05-21 13:37:56;21,7;67,9;;
27;2022-05-21 13:42:56;21,8;67,9;;
28;2022-05-21 13:47:56;21,9;67,5;;
29;2022-05-21 13:52:56;22;67,9;;
30;2022-05-21 13:57:56;22;67,9;;
31;2022-05-21 14:02:56;21,9;67,9;;
32;2022-05-21 14:07:56;22;68,4;;
33;2022-05-21 14:12:56;22;68,4;;
34;2022-05-21 14:17:56;22;67,9;;
35;2022-05-21 14:22:56;21,9;68,9;;
36;2022-05-21 14:27:56;21,9;69,3;;
37;2022-05-21 14:32:56;21,8;68,4;;
38;2022-05-21 14:37:56;21,8;68,4;;
39;2022-05-21 14:42:56;21,7;68,4;;
40;2022-05-21 14:47:56;21,7;67,9;;
41;2022-05-21 14:52:56;21,8;67,9;;
42;2022-05-21 14:57:56;21,8;67,9;;
43;2022-05-21 15:02:56;21,7;67,9;;
44;2022-05-21 15:07:56;21,7;67,9;;
45;2022-05-21 15:12:56;21,6;67,9;;
46;2022-05-21 15:17:56;21,6;67,9;;
47;2022-05-21 15:22:56;21,6;67,9;;
