RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;7201H00501;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2552;;
Temperature Maximum;22,8°C;;
Temperature Minimum;14,7°C;;
Temperature Average;17,4°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;62,5%RH;;
Humidity Minimum;42,1%RH;;
Humidity Average;53,5%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-25 15:48:21;;
End Time;2022-05-04 12:23:21;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-04-25 15:48:21;22,2;49,6
2;2022-04-25 15:53:21;22,8;48,2
3;2022-04-25 15:58:21;22,3;48,1
4;2022-04-25 16:03:21;22,1;48,6
5;2022-04-25 16:08:21;21,9;48,5
6;2022-04-25 16:13:21;21,8;49
7;2022-04-25 16:18:21;21,8;49,6
8;2022-04-25 16:23:21;21,9;49,1
9;2022-04-25 16:28:21;22;49,1
10;2022-04-25 16:33:21;22,1;48,6
11;2022-04-25 16:38:21;22,1;49,1
12;2022-04-25 16:43:21;22,2;49,1
13;2022-04-25 16:48:21;22,3;49,1
14;2022-04-25 16:53:21;22,4;49,1
15;2022-04-25 16:58:21;22,5;49,1
16;2022-04-25 17:03:21;22,6;49,1
17;2022-04-25 17:08:21;22,7;48,6
18;2022-04-25 17:13:21;22,7;48,6
19;2022-04-25 17:18:21;22,7;48,1
20;2022-04-25 17:23:21;22,6;48,6
21;2022-04-25 17:28:21;22,5;48,1
22;2022-04-25 17:33:21;22,5;48,1
23;2022-04-25 17:38:21;22,4;48,1
24;2022-04-25 17:43:21;22,3;48,1
25;2022-04-25 17:48:21;22,2;48,1
26;2022-04-25 17:53:21;22,2;48,1
27;2022-04-25 17:58:21;22,1;48,1
28;2022-04-25 18:03:21;22;48,1
29;2022-04-25 18:08:21;22;48
30;2022-04-25 18:13:21;21,9;48
31;2022-04-25 18:18:21;21,8;48
32;2022-04-25 18:23:21;21,8;48
33;2022-04-25 18:28:21;21,7;48
34;2022-04-25 18:33:21;21,7;48
35;2022-04-25 18:38:21;21,7;48
36;2022-04-25 18:43:21;21,6;48
37;2022-04-25 18:48:21;21,6;48
38;2022-04-25 18:53:21;21,6;48
39;2022-04-25 18:58:21;21,5;48
40;2022-04-25 19:03:21;21,5;48
41;2022-04-25 19:08:21;21,5;48
42;2022-04-25 19:13:21;21,5;48
43;2022-04-25 19:18:21;21,5;48
44;2022-04-25 19:23:21;21,5;48
45;2022-04-25 19:28:21;21,5;48
46;2022-04-25 19:33:21;21,5;48
47;2022-04-25 19:38:21;21,4;48
48;2022-04-25 19:43:21;21,4;48
49;2022-04-25 19:48:21;21,4;48
50;2022-04-25 19:53:21;21,4;48
51;2022-04-25 19:58:21;21,4;48
52;2022-04-25 20:03:21;21,4;48
53;2022-04-25 20:08:21;21,3;48
54;2022-04-25 20:13:21;21,3;48
55;2022-04-25 20:18:21;21,3;48
56;2022-04-25 20:23:21;21,3;48
57;2022-04-25 20:28:21;21,3;48
58;2022-04-25 20:33:21;21,3;48
59;2022-04-25 20:38:21;21,2;48,5
60;2022-04-25 20:43:21;21,2;48,5
61;2022-04-25 20:48:21;21,2;48
62;2022-04-25 20:53:21;21,2;48
63;2022-04-25 20:58:21;21,2;47,9
64;2022-04-25 21:03:21;21,2;48,5
65;2022-04-25 21:08:21;21,1;47,9
66;2022-04-25 21:13:21;21,1;47,9
67;2022-04-25 21:18:21;21,1;47,9
68;2022-04-25 21:23:21;21,1;47,9
69;2022-04-25 21:28:21;21,1;48,4
70;2022-04-25 21:33:21;21,1;47,9
71;2022-04-25 21:38:21;21,1;47,9
72;2022-04-25 21:43:21;21;47,9
73;2022-04-25 21:48:21;21;48,4
74;2022-04-25 21:53:21;21;47,9
75;2022-04-25 21:58:21;21;48,4
76;2022-04-25 22:03:21;21;47,9
77;2022-04-25 22:08:21;21;48,4
78;2022-04-25 22:13:21;21;47,9
79;2022-04-25 22:18:21;21;48,4
80;2022-04-25 22:23:21;20,9;48,4
81;2022-04-25 22:28:21;20,9;47,9
82;2022-04-25 22:33:21;20,9;47,9
83;2022-04-25 22:38:21;20,9;48,4
84;2022-04-25 22:43:21;20,9;48,4
85;2022-04-25 22:48:21;20,9;48,4
86;2022-04-25 22:53:21;20,9;48,4
87;2022-04-25 22:58:21;20,9;48,4
88;2022-04-25 23:03:21;20,9;48,4
89;2022-04-25 23:08:21;20,9;48,4
