RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V556;;
Number;719AH10153;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;2128;;
Temperature Maximum;28.5°C;;
Temperature Minimum;19.3°C;;
Temperature Average;22.9°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;49.1%RH;;
Humidity Minimum;33.4%RH;;
Humidity Average;43.1%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 12:57:01;;
End Time;2022-03-10 22:12:01;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 12:57:01;24.5;45.1
2;2022-03-03 13:02:01;25.9;44.8
3;2022-03-03 13:07:01;25.5;44.7
4;2022-03-03 13:12:01;25.5;44.7
5;2022-03-03 13:17:01;25.6;45.3
6;2022-03-03 13:22:01;25.6;45.3
7;2022-03-03 13:27:01;25.7;44.7
8;2022-03-03 13:32:01;25.8;44.8
9;2022-03-03 13:37:01;26;44.8
10;2022-03-03 13:42:01;26.2;44.3
11;2022-03-03 13:47:01;26.2;44.3
12;2022-03-03 13:52:01;26.3;44.3
13;2022-03-03 13:57:01;26.4;44.3
14;2022-03-03 14:02:01;26.5;43.8
15;2022-03-03 14:07:01;26.6;43.8
16;2022-03-03 14:12:01;26.7;43.2
17;2022-03-03 14:17:01;26.8;43.3
18;2022-03-03 14:22:01;26.8;43.3
19;2022-03-03 14:27:01;27.2;43.3
20;2022-03-03 14:32:01;27.4;42.8
21;2022-03-03 14:37:01;27.4;42.8
22;2022-03-03 14:42:01;27.4;42.8
23;2022-03-03 14:47:01;27.5;42.8
24;2022-03-03 14:52:01;27.5;42.3
25;2022-03-03 14:57:01;27.4;42.2
26;2022-03-03 15:02:01;27.7;42.3
27;2022-03-03 15:07:01;27.8;41.8
28;2022-03-03 15:12:01;27.8;41.2
29;2022-03-03 15:17:01;27.7;41.2
30;2022-03-03 15:22:01;28;41.2
31;2022-03-03 15:27:01;28;41.2
32;2022-03-03 15:32:01;28;40.7
33;2022-03-03 15:37:01;28;40.1
34;2022-03-03 15:42:01;28;40.1
35;2022-03-03 15:47:01;28;40.1
