Informe de datos;;;;;
Archivo creado el:2022-05-28 17:31:36;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:09:13
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V118;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:60,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2078;;MKT;19,7;
Primera lectura;2022-05-21 11:09:13;;Última lectura;2022-05-28 16:14:13;
Máximo(Temperatura);23,6°C;;Mínimo(Temperatura);18,1°C;
Promedio(Temperatura);19,6°C;;Tiempo de grabación;7D 5H 5M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,6%;;Mínimo(Humedad);62,5%;
Promedio(Humedad);73,9%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:09:13;23,6;63,1;;
2;2022-05-21 11:14:13;22,5;62,5;;
3;2022-05-21 11:19:13;21,5;65,1;;
4;2022-05-21 11:24:13;20,9;66,8;;
5;2022-05-21 11:29:13;20,5;68,1;;
6;2022-05-21 11:34:13;20,3;69;;
7;2022-05-21 11:39:13;20,3;69,4;;
8;2022-05-21 11:44:13;20,2;69,9;;
9;2022-05-21 11:49:13;20,1;70,3;;
10;2022-05-21 11:54:13;20,1;70,7;;
11;2022-05-21 11:59:13;20,1;70,7;;
12;2022-05-21 12:04:13;20,1;71,2;;
13;2022-05-21 12:09:13;20;71,2;;
14;2022-05-21 12:14:13;20;71,6;;
15;2022-05-21 12:19:13;20;71,6;;
16;2022-05-21 12:24:13;20;71,6;;
17;2022-05-21 12:29:13;20;71,6;;
18;2022-05-21 12:34:13;20;71,6;;
19;2022-05-21 12:39:13;20;71,6;;
20;2022-05-21 12:44:13;20;72;;
21;2022-05-21 12:49:13;20;72;;
22;2022-05-21 12:54:13;20;72,5;;
23;2022-05-21 12:59:13;20;72,5;;
24;2022-05-21 13:04:13;20;72,5;;
25;2022-05-21 13:09:13;20;72,9;;
26;2022-05-21 13:14:13;20;72,9;;
27;2022-05-21 13:19:13;20;72,9;;
28;2022-05-21 13:24:13;20,1;72,9;;
29;2022-05-21 13:29:13;20,1;72,9;;
30;2022-05-21 13:34:13;20,1;73,4;;
31;2022-05-21 13:39:13;20,1;73,4;;
32;2022-05-21 13:44:13;20,1;73,8;;
33;2022-05-21 13:49:13;20,1;73,8;;
34;2022-05-21 13:54:13;20,1;73,8;;
35;2022-05-21 13:59:13;20,1;73,8;;
36;2022-05-21 14:04:13;20,2;73,8;;
37;2022-05-21 14:09:13;20,2;73,8;;
38;2022-05-21 14:14:13;20,2;74,2;;
39;2022-05-21 14:19:13;20,2;74,2;;
40;2022-05-21 14:24:13;20,2;74,2;;
41;2022-05-21 14:29:13;20,2;74,7;;
42;2022-05-21 14:34:13;20,2;74,7;;
43;2022-05-21 14:39:13;20,2;74,7;;
44;2022-05-21 14:44:13;20,2;74,7;;
45;2022-05-21 14:49:13;20,2;74,7;;
46;2022-05-21 14:54:13;20,2;74,7;;
47;2022-05-21 14:59:13;20,2;74,7;;
