Informe de datos;;;;;
Archivo creado el:2022-05-28 18:08:49;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:47
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;00v316;;;;
Descripción del viaje;00V316;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2095;;MKT;19,8;
Primera lectura;2022-05-21 11:33:47;;Última lectura;2022-05-28 18:03:47;
Máximo(Temperatura);24,7°C;;Mínimo(Temperatura);17,3°C;
Promedio(Temperatura);19,8°C;;Tiempo de grabación;7D 6H 30M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);85,4%;;Mínimo(Humedad);61,0%;
Promedio(Humedad);77,0%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:33:47;24;61;;
2;2022-05-21 11:38:47;22,8;63,6;;
3;2022-05-21 11:43:47;22,2;66,1;;
4;2022-05-21 11:48:47;21,5;67,2;;
5;2022-05-21 11:53:47;23,2;64,8;;
6;2022-05-21 11:58:47;21,8;65,9;;
7;2022-05-21 12:03:47;21,1;67,8;;
8;2022-05-21 12:08:47;20,7;69,2;;
9;2022-05-21 12:13:47;20,5;70,4;;
10;2022-05-21 12:18:47;20,3;71,4;;
11;2022-05-21 12:23:47;20,3;71,6;;
12;2022-05-21 12:28:47;20,3;71,5;;
13;2022-05-21 12:33:47;20,3;71,9;;
14;2022-05-21 12:38:47;20,4;72,9;;
15;2022-05-21 12:43:47;20,4;73,3;;
16;2022-05-21 12:48:47;20,3;73,3;;
17;2022-05-21 12:53:47;20,3;73,7;;
18;2022-05-21 12:58:47;20,3;73,8;;
19;2022-05-21 13:03:47;20,4;73,9;;
20;2022-05-21 13:08:47;20,4;74,2;;
21;2022-05-21 13:13:47;20,5;73,8;;
22;2022-05-21 13:18:47;20,6;73,8;;
23;2022-05-21 13:23:47;20,7;74,1;;
24;2022-05-21 13:28:47;20,7;74,3;;
25;2022-05-21 13:33:47;20,8;74,7;;
26;2022-05-21 13:38:47;20,9;74,7;;
27;2022-05-21 13:43:47;20,9;74,4;;
28;2022-05-21 13:48:47;20,9;74,2;;
29;2022-05-21 13:53:47;20,9;74,4;;
30;2022-05-21 13:58:47;20,9;74,7;;
31;2022-05-21 14:03:47;20,9;74,9;;
32;2022-05-21 14:08:47;21;75,1;;
33;2022-05-21 14:13:47;21;75,3;;
34;2022-05-21 14:18:47;21;75;;
35;2022-05-21 14:23:47;21,1;75,4;;
36;2022-05-21 14:28:47;21;75,9;;
37;2022-05-21 14:33:47;21;75,4;;
38;2022-05-21 14:38:47;21;75,3;;
39;2022-05-21 14:43:47;21;75,1;;
40;2022-05-21 14:48:47;20,9;74,7;;
41;2022-05-21 14:53:47;21;74,6;;
42;2022-05-21 14:58:47;21;74,7;;
43;2022-05-21 15:03:47;20,9;74,7;;
44;2022-05-21 15:08:47;21;74,5;;
45;2022-05-21 15:13:47;20,9;74,2;;
46;2022-05-21 15:18:47;20,9;74,2;;
47;2022-05-21 15:23:47;20,9;74,1;;
