RC-4HC Temperature+Humidity Data Logger;;;
User Information;00V282;;
Number;V282;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3630;;
Temperature Maximum;23,6°C;;
Temperature Minimum;11,8°C;;
Temperature Average;16°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;68%RH;;
Humidity Minimum;39,1%RH;;
Humidity Average;55,2%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16/5/2022 09:48;;
End Time;29/5/2022 00:13;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:48:52;17,8;45,5
2;2022-05-16 09:53:52;18,3;46,2
3;2022-05-16 09:58:52;18,4;45
4;2022-05-16 10:03:52;18,3;43,8
5;2022-05-16 10:08:52;18,1;42,8
6;2022-05-16 10:13:52;17,9;42,3
7;2022-05-16 10:18:52;17,6;42,1
8;2022-05-16 10:23:52;17,4;43,4
9;2022-05-16 10:28:52;19,4;41,2
10;2022-05-16 10:33:52;18,6;39,1
11;2022-05-16 10:38:52;16,7;40,8
12;2022-05-16 10:43:52;15,8;42,2
13;2022-05-16 10:48:52;15,3;43,1
14;2022-05-16 10:53:52;15;43,8
15;2022-05-16 10:58:52;14,9;44,3
16;2022-05-16 11:03:52;14,8;44,6
17;2022-05-16 11:08:52;14,8;44,8
18;2022-05-16 11:13:52;14,8;44,8
19;2022-05-16 11:18:52;14,8;45,1
20;2022-05-16 11:23:52;14,8;45,5
21;2022-05-16 11:28:52;14,8;45,7
22;2022-05-16 11:33:52;14,9;45,9
23;2022-05-16 11:38:52;14,9;46,2
24;2022-05-16 11:43:52;15;46,3
25;2022-05-16 11:48:52;15;46,5
26;2022-05-16 11:53:52;15,1;46,7
27;2022-05-16 11:58:52;15,1;46,6
28;2022-05-16 12:03:52;15,2;46,7
29;2022-05-16 12:08:52;15,2;46,4
30;2022-05-16 12:13:52;15,3;46,5
31;2022-05-16 12:18:52;15,3;46,5
32;2022-05-16 12:23:52;15,4;46,6
33;2022-05-16 12:28:52;15,4;46,6
34;2022-05-16 12:33:52;15,4;46,7
35;2022-05-16 12:38:52;15,4;46,8
36;2022-05-16 12:43:52;15,5;47
37;2022-05-16 12:48:52;15,5;46,9
38;2022-05-16 12:53:52;15,6;46,9
39;2022-05-16 12:58:52;15,6;47,1
40;2022-05-16 13:03:52;15,6;47,2
41;2022-05-16 13:08:52;15,7;47,3
