RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V400;;
Number;V400;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3630;;
Temperature Maximum;24,2°C;;
Temperature Minimum;11,7°C;;
Temperature Average;16,4°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;99,9%RH;;
Humidity Minimum;26,4%RH;;
Humidity Average;58,7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16/5/2022 09:56;;
End Time;29/5/2022 00:21;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:56:32;17,7;49
2;2022-05-16 10:01:32;18;49,1
3;2022-05-16 10:06:32;18,2;48,6
4;2022-05-16 10:11:32;18,2;49,6
5;2022-05-16 10:16:32;18,1;47,5
6;2022-05-16 10:21:32;16,5;46,8
7;2022-05-16 10:26:32;15,6;47,8
8;2022-05-16 10:31:32;15,2;48,2
9;2022-05-16 10:36:32;15;48,7
10;2022-05-16 10:41:32;14,9;49,2
11;2022-05-16 10:46:32;14,9;49,2
12;2022-05-16 10:51:32;14,8;49,2
13;2022-05-16 10:56:32;14,9;49,2
14;2022-05-16 11:01:32;14,9;49,2
15;2022-05-16 11:06:32;15;49,2
16;2022-05-16 11:11:32;15;49,2
17;2022-05-16 11:16:32;15,1;49,2
18;2022-05-16 11:21:32;15,1;49,2
19;2022-05-16 11:26:32;15,2;49,2
20;2022-05-16 11:31:32;15,2;49,2
21;2022-05-16 11:36:32;15,3;49,2
22;2022-05-16 11:41:32;15,4;49,2
23;2022-05-16 11:46:32;15,4;49,2
24;2022-05-16 11:51:32;15,4;49,2
25;2022-05-16 11:56:32;15,5;49,8
26;2022-05-16 12:01:32;15,5;49,8
27;2022-05-16 12:06:32;15,6;50,3
28;2022-05-16 12:11:32;15,7;49,8
29;2022-05-16 12:16:32;15,7;50,3
30;2022-05-16 12:21:32;15,8;49,8
31;2022-05-16 12:26:32;15,8;49,8
32;2022-05-16 12:31:32;15,9;50,3
33;2022-05-16 12:36:32;15,9;50,3
34;2022-05-16 12:41:32;16;50,3
