RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V57;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;1905-10-21 00:00:00;;
Temperature Maximum;24.9°C;;
Temperature Minimum;19.8°C;;
Temperature Average;20.7°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;53.9%RH;;
Humidity Minimum;41.9%RH;;
Humidity Average;47%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 13:23:55;;
End Time;2022-03-10 22:03:55;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 13:23:55;23;43.9
2;2022-03-03 13:28:55;23;44.4
3;2022-03-03 13:33:55;22.6;43.9
4;2022-03-03 13:38:55;22.4;44.9
5;2022-03-03 13:43:55;23.2;44
6;2022-03-03 13:48:55;22.3;44.4
7;2022-03-03 13:53:55;21.6;43.8
8;2022-03-03 13:58:55;21.5;44.8
9;2022-03-03 14:03:55;21.3;45.3
10;2022-03-03 14:08:55;20.9;44.7
11;2022-03-03 14:13:55;20.6;45.7
12;2022-03-03 14:18:55;20.8;45.8
13;2022-03-03 14:23:55;20.7;45.2
14;2022-03-03 14:28:55;20.8;45.8
15;2022-03-03 14:33:55;20.9;45.8
16;2022-03-03 14:38:55;21;45.8
17;2022-03-03 14:43:55;21;45.8
18;2022-03-03 14:48:55;21.1;46.3
19;2022-03-03 14:53:55;21.1;46.3
20;2022-03-03 14:58:55;21;45.8
21;2022-03-03 15:03:55;21;46.3
22;2022-03-03 15:08:55;20.9;46.3
23;2022-03-03 15:13:55;20.9;46.3
24;2022-03-03 15:18:55;20.9;46.3
25;2022-03-03 15:23:55;20.9;46.8
26;2022-03-03 15:28:55;20.9;46.3
27;2022-03-03 15:33:55;20.9;46.3
28;2022-03-03 15:38:55;20.9;46.3
29;2022-03-03 15:43:55;20.9;45.8
30;2022-03-03 15:48:55;20.9;46.3
31;2022-03-03 15:53:55;20.9;46.8
32;2022-03-03 15:58:55;20.9;46.3
33;2022-03-03 16:03:55;20.9;46.3
34;2022-03-03 16:08:55;20.9;46.3
35;2022-03-03 16:13:55;20.9;46.3
36;2022-03-03 16:18:55;20.9;46.3
37;2022-03-03 16:23:55;20.9;45.8
38;2022-03-03 16:28:55;20.8;45.8
39;2022-03-03 16:33:55;20.8;45.8
40;2022-03-03 16:38:55;20.8;45.8
41;2022-03-03 16:43:55;20.8;45.8
42;2022-03-03 16:48:55;20.9;45.8
43;2022-03-03 16:53:55;20.9;46.3
44;2022-03-03 16:58:55;20.9;45.8
45;2022-03-03 17:03:55;20.9;46.3
46;2022-03-03 17:08:55;20.9;46.3
47;2022-03-03 17:13:55;20.9;46.3
48;2022-03-03 17:18:55;20.9;45.8
49;2022-03-03 17:23:55;20.9;45.8
50;2022-03-03 17:28:55;20.8;45.8
51;2022-03-03 17:33:55;20.8;45.8
52;2022-03-03 17:38:55;20.7;45.8
53;2022-03-03 17:43:55;20.7;45.2
54;2022-03-03 17:48:55;20.7;45.2
55;2022-03-03 17:53:55;20.6;45.2
56;2022-03-03 17:58:55;20.6;45.2
57;2022-03-03 18:03:55;20.6;45.2
58;2022-03-03 18:08:55;20.6;45.2
59;2022-03-03 18:13:55;20.5;44.7
60;2022-03-03 18:18:55;20.5;44.7
61;2022-03-03 18:23:55;20.5;44.7
62;2022-03-03 18:28:55;20.5;44.7
63;2022-03-03 18:33:55;20.4;44.7
64;2022-03-03 18:38:55;20.4;44.7
65;2022-03-03 18:43:55;20.4;44.7
66;2022-03-03 18:48:55;20.4;44.7
67;2022-03-03 18:53:55;20.4;44.7
68;2022-03-03 18:58:55;20.3;44.7
69;2022-03-03 19:03:55;20.3;44.7
70;2022-03-03 19:08:55;20.3;44.7
71;2022-03-03 19:13:55;20.3;44.1
72;2022-03-03 19:18:55;20.3;44.1
73;2022-03-03 19:23:55;20.3;44.1
74;2022-03-03 19:28:55;20.3;44.1
75;2022-03-03 19:33:55;20.3;44.1
76;2022-03-03 19:38:55;20.3;44.7
77;2022-03-03 19:43:55;20.3;44.6
78;2022-03-03 19:48:55;20.3;45.2
79;2022-03-03 19:53:55;20.3;45.7
80;2022-03-03 19:58:55;20.3;45.2
81;2022-03-03 20:03:55;20.2;44.6
82;2022-03-03 20:08:55;20.2;44.6
83;2022-03-03 20:13:55;20.2;44.6
84;2022-03-03 20:18:55;20.2;45.2
85;2022-03-03 20:23:55;20.1;44.6
86;2022-03-03 20:28:55;20.2;45.7
87;2022-03-03 20:33:55;20.1;44.6
88;2022-03-03 20:38:55;20.2;45.7
89;2022-03-03 20:43:55;20.1;45.2
90;2022-03-03 20:48:55;20.1;45.7
91;2022-03-03 20:53:55;20.1;46.2
92;2022-03-03 20:58:55;20.2;47.2
93;2022-03-03 21:03:55;20.3;47.8
94;2022-03-03 21:08:55;20.3;47.3
95;2022-03-03 21:13:55;20.3;46.7
96;2022-03-03 21:18:55;20.3;46.7
97;2022-03-03 21:23:55;20.3;46.7
98;2022-03-03 21:28:55;20.3;46.7
99;2022-03-03 21:33:55;20.3;47.8
100;2022-03-03 21:38:55;20.4;48.3
101;2022-03-03 21:43:55;20.4;47.8
102;2022-03-03 21:48:55;20.4;48.3
103;2022-03-03 21:53:55;20.4;48.3
104;2022-03-03 21:58:55;20.4;48.8
105;2022-03-03 22:03:55;20.5;48.8
106;2022-03-03 22:08:55;20.5;48.8
107;2022-03-03 22:13:55;20.5;48.8
108;2022-03-03 22:18:55;20.5;48.8
109;2022-03-03 22:23:55;20.5;48.8
110;2022-03-03 22:28:55;20.6;48.8
111;2022-03-03 22:33:55;20.6;48.8
112;2022-03-03 22:38:55;20.6;48.8
113;2022-03-03 22:43:55;20.6;48.8
114;2022-03-03 22:48:55;20.6;48.8
115;2022-03-03 22:53:55;20.6;48.8
116;2022-03-03 22:58:55;20.6;48.8
117;2022-03-03 23:03:55;20.6;48.8
118;2022-03-03 23:08:55;20.6;48.8
119;2022-03-03 23:13:55;20.7;48.8
120;2022-03-03 23:18:55;20.7;48.8
121;2022-03-03 23:23:55;20.7;48.8
122;2022-03-03 23:28:55;20.7;48.8
123;2022-03-03 23:33:55;20.7;48.8
124;2022-03-03 23:38:55;20.7;48.8
125;2022-03-03 23:43:55;20.7;48.8
126;2022-03-03 23:48:55;20.7;48.8
127;2022-03-03 23:53:55;20.7;48.8
128;2022-03-03 23:58:55;20.7;48.8
129;2022-03-04 00:03:55;20.7;48.8
130;2022-03-04 00:08:55;20.7;48.8
131;2022-03-04 00:13:55;20.7;48.8
132;2022-03-04 00:18:55;20.7;48.8
133;2022-03-04 00:23:55;20.7;48.8
134;2022-03-04 00:28:55;20.7;48.8
135;2022-03-04 00:33:55;20.7;48.8
136;2022-03-04 00:38:55;20.7;48.9
137;2022-03-04 00:43:55;20.7;48.8
138;2022-03-04 00:48:55;20.7;48.8
139;2022-03-04 00:53:55;20.7;48.8
140;2022-03-04 00:58:55;20.7;48.8
141;2022-03-04 01:03:55;20.7;48.8
142;2022-03-04 01:08:55;20.8;48.8
143;2022-03-04 01:13:55;20.7;48.8
144;2022-03-04 01:18:55;20.7;48.8
145;2022-03-04 01:23:55;20.7;48.8
