Informe de datos;;;;;
Archivo creado el:2022-05-28 17:43:08;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:10:13
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V738;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2095;;MKT;19,6;
Primera lectura;2022-05-21 11:10:13;;Última lectura;2022-05-28 17:40:13;
Máximo(Temperatura);26,0°C;;Mínimo(Temperatura);18,3°C;
Promedio(Temperatura);19,6°C;;Tiempo de grabación;7D 6H 30M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);78,4%;;Mínimo(Humedad);59,0%;
Promedio(Humedad);73,0%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:10:13;22,9;62,1;;
2;2022-05-21 11:15:13;21,9;62,4;;
3;2022-05-21 11:20:13;21;64,6;;
4;2022-05-21 11:25:13;20,5;66,3;;
5;2022-05-21 11:30:13;20,3;67,2;;
6;2022-05-21 11:35:13;20,1;68,1;;
7;2022-05-21 11:40:13;20;69;;
8;2022-05-21 11:45:13;19,9;69,4;;
9;2022-05-21 11:50:13;19,9;69,4;;
10;2022-05-21 11:55:13;19,8;69,8;;
11;2022-05-21 12:00:13;19,8;69,8;;
12;2022-05-21 12:05:13;19,8;70,3;;
13;2022-05-21 12:10:13;19,8;70,3;;
14;2022-05-21 12:15:13;19,8;70,3;;
15;2022-05-21 12:20:13;19,8;70,3;;
16;2022-05-21 12:25:13;19,8;70,3;;
17;2022-05-21 12:30:13;19,8;70,7;;
18;2022-05-21 12:35:13;19,8;70,7;;
19;2022-05-21 12:40:13;19,8;70,7;;
20;2022-05-21 12:45:13;19,8;71,1;;
21;2022-05-21 12:50:13;19,8;71,1;;
22;2022-05-21 12:55:13;19,8;71,6;;
23;2022-05-21 13:00:13;19,8;71,6;;
24;2022-05-21 13:05:13;19,8;72;;
25;2022-05-21 13:10:13;19,8;72;;
26;2022-05-21 13:15:13;19,8;72;;
27;2022-05-21 13:20:13;19,8;72;;
28;2022-05-21 13:25:13;19,8;72;;
29;2022-05-21 13:30:13;19,8;72,5;;
30;2022-05-21 13:35:13;19,8;72,5;;
31;2022-05-21 13:40:13;19,9;72,9;;
32;2022-05-21 13:45:13;19,9;72,9;;
33;2022-05-21 13:50:13;19,9;72,9;;
34;2022-05-21 13:55:13;19,9;72,9;;
35;2022-05-21 14:00:13;19,9;72,9;;
36;2022-05-21 14:05:13;19,9;73,4;;
37;2022-05-21 14:10:13;19,9;73,4;;
38;2022-05-21 14:15:13;19,9;73,8;;
39;2022-05-21 14:20:13;19,9;73,8;;
40;2022-05-21 14:25:13;20;73,8;;
41;2022-05-21 14:30:13;20;73,8;;
42;2022-05-21 14:35:13;20;74,2;;
43;2022-05-21 14:40:13;20;74,2;;
44;2022-05-21 14:45:13;20;74,2;;
45;2022-05-21 14:50:13;20;74,2;;
46;2022-05-21 14:55:13;20;73,8;;
47;2022-05-21 15:00:13;20;73,8;;
