Informe de datos;;;;;
Archivo creado el:2022-05-28 18:18:48;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:32:45
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V809;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2062;;MKT;20,6;
Primera lectura;2022-05-21 11:32:45;;Última lectura;2022-05-28 15:17:45;
Máximo(Temperatura);24,7°C;;Mínimo(Temperatura);17,5°C;
Promedio(Temperatura);20,5°C;;Tiempo de grabación;7D 3H 45M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);79,5%;;Mínimo(Humedad);55,2%;
Promedio(Humedad);70,0%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
No,;Tiempo;Temperatura°C;Humedad%;;
1;2022-05-21 11:32:45;24,7;58,5;;
2;2022-05-21 11:37:45;23,4;61,6;;
3;2022-05-21 11:42:45;22,5;63,9;;
4;2022-05-21 11:47:45;22,1;64,7;;
5;2022-05-21 11:52:45;21,5;66;;
6;2022-05-21 11:57:45;21,1;66,9;;
7;2022-05-21 12:02:45;20,9;67,3;;
8;2022-05-21 12:07:45;20,6;68,1;;
9;2022-05-21 12:12:45;20,5;68,1;;
10;2022-05-21 12:17:45;20,3;69;;
11;2022-05-21 12:22:45;20,3;69;;
12;2022-05-21 12:27:45;20,2;69,4;;
13;2022-05-21 12:32:45;20,2;69,9;;
14;2022-05-21 12:37:45;20,8;70,8;;
15;2022-05-21 12:42:45;21,2;70;;
16;2022-05-21 12:47:45;21,4;68,7;;
17;2022-05-21 12:52:45;21,5;68,7;;
18;2022-05-21 12:57:45;21,6;68,8;;
19;2022-05-21 13:02:45;22,9;72,9;;
20;2022-05-21 13:07:45;22,9;66,3;;
21;2022-05-21 13:12:45;22,3;66,2;;
22;2022-05-21 13:17:45;23,8;79,1;;
23;2022-05-21 13:22:45;23,8;65,5;;
24;2022-05-21 13:27:45;23;66,3;;
25;2022-05-21 13:32:45;22,7;66,7;;
26;2022-05-21 13:37:45;22,5;67,1;;
27;2022-05-21 13:42:45;22,4;66,6;;
28;2022-05-21 13:47:45;22,4;66,6;;
29;2022-05-21 13:52:45;22,4;67,1;;
30;2022-05-21 13:57:45;22,3;67,5;;
31;2022-05-21 14:02:45;22,3;67,5;;
32;2022-05-21 14:07:45;22,3;68;;
33;2022-05-21 14:12:45;22,3;68;;
34;2022-05-21 14:17:45;22,2;68;;
35;2022-05-21 14:22:45;22,2;68,9;;
36;2022-05-21 14:27:45;22,2;68,9;;
37;2022-05-21 14:32:45;22,1;68,4;;
38;2022-05-21 14:37:45;22;68,4;;
39;2022-05-21 14:42:45;22;68,4;;
40;2022-05-21 14:47:45;21,9;67,9;;
41;2022-05-21 14:52:45;21,9;68,4;;
42;2022-05-21 14:57:45;21,9;68,4;;
43;2022-05-21 15:02:45;21,9;68,4;;
44;2022-05-21 15:07:45;21,8;67,9;;
45;2022-05-21 15:12:45;21,8;67,9;;
46;2022-05-21 15:17:45;21,8;67,9;;
47;2022-05-21 15:22:45;21,8;67,9;;
