RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;7184200163;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;2286;;
Temperature Maximum;27.1°C;;
Temperature Minimum;15.8°C;;
Temperature Average;19°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;69.3%RH;;
Humidity Minimum;46.5%RH;;
Humidity Average;56.3%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-20 09:36:35;;
End Time;2022-04-28 08:01:35;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-04-20 09:36:35;19.6;52.2
2;2022-04-20 09:41:35;19.7;52.2
3;2022-04-20 09:46:35;19.7;52.3
4;2022-04-20 09:51:35;19.8;52.3
5;2022-04-20 09:56:35;19.8;52.3
6;2022-04-20 10:01:35;19.8;52.3
7;2022-04-20 10:06:35;19.9;52.3
8;2022-04-20 10:11:35;19.9;52.3
9;2022-04-20 10:16:35;20;51.8
10;2022-04-20 10:21:35;19.9;51.8
11;2022-04-20 10:26:35;19.9;51.8
12;2022-04-20 10:31:35;19.4;52.7
13;2022-04-20 10:36:35;18.9;53.7
14;2022-04-20 10:41:35;18.6;54.6
15;2022-04-20 10:46:35;18.6;56.1
16;2022-04-20 10:51:35;18.6;55.1
17;2022-04-20 10:56:35;18.5;55.1
18;2022-04-20 11:01:35;18.3;55.6
19;2022-04-20 11:06:35;18.2;56
20;2022-04-20 11:11:35;18.2;56
21;2022-04-20 11:16:35;18.3;56
22;2022-04-20 11:21:35;18.4;56
23;2022-04-20 11:26:35;18.5;56.1
24;2022-04-20 11:31:35;18.6;56.1
25;2022-04-20 11:36:35;18.8;56.1
26;2022-04-20 11:41:35;19;55.7
27;2022-04-20 11:46:35;19.2;55.7
