RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;v607;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;1905-10-18 00:00:00;;
Temperature Maximum;24.7°C;;
Temperature Minimum;19.5°C;;
Temperature Average;20.5°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;51%RH;;
Humidity Minimum;37.8%RH;;
Humidity Average;47.5%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 12:59:52;;
End Time;2022-03-10 21:24:52;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 12:59:52;23.3;42.5
2;2022-03-03 13:04:52;22.7;41.9
3;2022-03-03 13:09:52;22.9;40.8
4;2022-03-03 13:14:52;22.1;41.8
5;2022-03-03 13:19:52;21.6;42.3
6;2022-03-03 13:24:52;21.3;42.8
7;2022-03-03 13:29:52;21;42.8
8;2022-03-03 13:34:52;20.9;43.3
9;2022-03-03 13:39:52;20.8;43.3
10;2022-03-03 13:44:52;20.8;43.3
11;2022-03-03 13:49:52;20.7;43.8
12;2022-03-03 13:54:52;20.7;43.8
13;2022-03-03 13:59:52;20.7;43.8
14;2022-03-03 14:04:52;20.7;43.8
15;2022-03-03 14:09:52;20.7;43.8
16;2022-03-03 14:14:52;20.7;43.8
17;2022-03-03 14:19:52;20.6;43.8
18;2022-03-03 14:24:52;20.6;43.8
19;2022-03-03 14:29:52;20.7;44.3
20;2022-03-03 14:34:52;20.8;44.3
21;2022-03-03 14:39:52;20.9;44.3
22;2022-03-03 14:44:52;20.9;43.8
23;2022-03-03 14:49:52;20.9;44.8
24;2022-03-03 14:54:52;20.9;44.3
25;2022-03-03 14:59:52;20.9;44.3
26;2022-03-03 15:04:52;20.8;44.3
27;2022-03-03 15:09:52;20.8;44.3
28;2022-03-03 15:14:52;20.8;44.3
29;2022-03-03 15:19:52;20.7;44.3
30;2022-03-03 15:24:52;20.7;44.3
31;2022-03-03 15:29:52;20.7;44.3
32;2022-03-03 15:34:52;20.7;44.3
33;2022-03-03 15:39:52;20.6;44.3
34;2022-03-03 15:44:52;20.6;44.3
35;2022-03-03 15:49:52;20.6;44.3
36;2022-03-03 15:54:52;20.6;44.8
37;2022-03-03 15:59:52;20.6;44.3
38;2022-03-03 16:04:52;20.6;44.3
39;2022-03-03 16:09:52;20.6;44.3
40;2022-03-03 16:14:52;20.6;44.3
41;2022-03-03 16:19:52;20.6;44.3
42;2022-03-03 16:24:52;20.6;44.3
43;2022-03-03 16:29:52;20.5;44.3
44;2022-03-03 16:34:52;20.5;44.3
45;2022-03-03 16:39:52;20.5;43.7
46;2022-03-03 16:44:52;20.4;43.7
47;2022-03-03 16:49:52;20.4;43.7
48;2022-03-03 16:54:52;20.5;44.3
49;2022-03-03 16:59:52;20.5;44.3
50;2022-03-03 17:04:52;20.5;44.3
51;2022-03-03 17:09:52;20.5;44.3
52;2022-03-03 17:14:52;20.5;44.3
53;2022-03-03 17:19:52;20.6;44.8
54;2022-03-03 17:24:52;20.7;44.8
55;2022-03-03 17:29:52;20.8;44.8
56;2022-03-03 17:34:52;20.8;44.8
57;2022-03-03 17:39:52;20.9;44.8
58;2022-03-03 17:44:52;20.9;45.4
59;2022-03-03 17:49:52;20.9;45.4
60;2022-03-03 17:54:52;20.9;45.4
61;2022-03-03 17:59:52;20.9;45.4
62;2022-03-03 18:04:52;20.9;45.4
63;2022-03-03 18:09:52;21;45.4
64;2022-03-03 18:14:52;21;45.9
65;2022-03-03 18:19:52;21;45.9
66;2022-03-03 18:24:52;21;45.9
67;2022-03-03 18:29:52;21;45.9
68;2022-03-03 18:34:52;21;45.9
69;2022-03-03 18:39:52;21;45.9
70;2022-03-03 18:44:52;21;45.9
71;2022-03-03 18:49:52;21;45.9
72;2022-03-03 18:54:52;21;45.9
73;2022-03-03 18:59:52;21;45.9
74;2022-03-03 19:04:52;21;45.9
75;2022-03-03 19:09:52;21;45.9
76;2022-03-03 19:14:52;21;45.9
77;2022-03-03 19:19:52;21;45.9
78;2022-03-03 19:24:52;21;46.4
79;2022-03-03 19:29:52;21;45.9
80;2022-03-03 19:34:52;21;46.4
81;2022-03-03 19:39:52;21;46.4
82;2022-03-03 19:44:52;21;46.4
83;2022-03-03 19:49:52;21;46.4
84;2022-03-03 19:54:52;21;46.4
85;2022-03-03 19:59:52;21;46.4
86;2022-03-03 20:04:52;21;46.4
87;2022-03-03 20:09:52;21;46.4
88;2022-03-03 20:14:52;21;46.9
89;2022-03-03 20:19:52;21;46.9
90;2022-03-03 20:24:52;21;46.9
91;2022-03-03 20:29:52;20.9;46.9
92;2022-03-03 20:34:52;20.9;46.9
93;2022-03-03 20:39:52;20.9;46.9
94;2022-03-03 20:44:52;20.9;46.9
95;2022-03-03 20:49:52;20.9;46.9
96;2022-03-03 20:54:52;20.9;46.9
97;2022-03-03 20:59:52;20.9;46.9
98;2022-03-03 21:04:52;20.9;46.9
99;2022-03-03 21:09:52;20.9;46.9
100;2022-03-03 21:14:52;20.9;46.9
101;2022-03-03 21:19:52;20.9;46.9
102;2022-03-03 21:24:52;20.9;46.9
103;2022-03-03 21:29:52;20.9;46.9
104;2022-03-03 21:34:52;20.9;46.9
105;2022-03-03 21:39:52;20.9;46.9
106;2022-03-03 21:44:52;20.9;47.4
107;2022-03-03 21:49:52;20.9;47.4
108;2022-03-03 21:54:52;20.9;47.4
109;2022-03-03 21:59:52;20.9;47.4
110;2022-03-03 22:04:52;20.9;47.4
111;2022-03-03 22:09:52;20.8;47.4
112;2022-03-03 22:14:52;20.8;47.4
113;2022-03-03 22:19:52;20.8;47.4
114;2022-03-03 22:24:52;20.8;47.4
115;2022-03-03 22:29:52;20.8;47.4
116;2022-03-03 22:34:52;20.8;47.4
117;2022-03-03 22:39:52;20.8;47.4
118;2022-03-03 22:44:52;20.8;47.4
119;2022-03-03 22:49:52;20.8;47.4
120;2022-03-03 22:54:52;20.8;47.4
121;2022-03-03 22:59:52;20.8;47.4
