RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
Number;V252;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3859;;
Temperature Maximum;31,7°C;;
Temperature Minimum;11,8°C;;
Temperature Average;16,7°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;65,3%RH;;
Humidity Minimum;41%RH;;
Humidity Average;55,7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;15/5/2022 14:26;;
End Time;28/5/2022 23:56;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-15 14:26:49;20,6;53,3
2;2022-05-15 14:31:49;20,6;53,2
3;2022-05-15 14:36:49;20,7;53,1
4;2022-05-15 14:41:49;20,7;52,9
5;2022-05-15 14:46:49;20,7;52,7
6;2022-05-15 14:51:49;20,6;52,6
7;2022-05-15 14:56:49;20,6;52,5
8;2022-05-15 15:01:49;20,5;52,4
9;2022-05-15 15:06:49;20,5;52,4
10;2022-05-15 15:11:49;20,4;52,3
11;2022-05-15 15:16:49;20,4;52,3
12;2022-05-15 15:21:49;20,3;52,3
13;2022-05-15 15:26:49;20,3;52,3
14;2022-05-15 15:31:49;20,3;52,3
15;2022-05-15 15:36:49;20,2;52,3
16;2022-05-15 15:41:49;20,2;52,3
17;2022-05-15 15:46:49;20,1;52,3
18;2022-05-15 15:51:49;20,1;52,4
19;2022-05-15 15:56:49;20;52,4
20;2022-05-15 16:01:49;20;52,5
21;2022-05-15 16:06:49;20;52,5
22;2022-05-15 16:11:49;19,9;52,6
23;2022-05-15 16:16:49;19,9;52,6
24;2022-05-15 16:21:49;19,9;52,6
25;2022-05-15 16:26:49;19,9;52,7
26;2022-05-15 16:31:49;19,8;52,7
27;2022-05-15 16:36:49;19,8;52,7
28;2022-05-15 16:41:49;19,8;52,7
29;2022-05-15 16:46:49;19,8;52,7
30;2022-05-15 16:51:49;19,8;52,7
31;2022-05-15 16:56:49;19,8;52,8
32;2022-05-15 17:01:49;19,8;52,8
33;2022-05-15 17:06:49;19,8;52,8
34;2022-05-15 17:11:49;19,8;52,8
35;2022-05-15 17:16:49;19,8;52,7
36;2022-05-15 17:21:49;19,8;52,8
37;2022-05-15 17:26:49;19,7;52,8
38;2022-05-15 17:31:49;19,7;52,8
39;2022-05-15 17:36:49;19,7;52,7
40;2022-05-15 17:41:49;19,7;52,7
41;2022-05-15 17:46:49;19,7;52,7
42;2022-05-15 17:51:49;19,7;52,7
43;2022-05-15 17:56:49;19,7;52,7
44;2022-05-15 18:01:49;19,7;52,7
45;2022-05-15 18:06:49;19,6;52,7
46;2022-05-15 18:11:49;19,6;52,7
47;2022-05-15 18:16:49;19,6;52,7
48;2022-05-15 18:21:49;19,6;52,7
49;2022-05-15 18:26:49;19,6;52,7
50;2022-05-15 18:31:49;19,6;52,6
51;2022-05-15 18:36:49;19,6;52,7
52;2022-05-15 18:41:49;19,5;52,7
53;2022-05-15 18:46:49;19,5;52,7
54;2022-05-15 18:51:49;19,5;52,6
55;2022-05-15 18:56:49;19,5;52,7
56;2022-05-15 19:01:49;19,5;52,7
57;2022-05-15 19:06:49;19,5;52,7
58;2022-05-15 19:11:49;19,5;52,7
59;2022-05-15 19:16:49;19,5;52,7
60;2022-05-15 19:21:49;19,5;52,6
61;2022-05-15 19:26:49;19,4;52,7
62;2022-05-15 19:31:49;19,4;52,7
63;2022-05-15 19:36:49;19,4;52,6
64;2022-05-15 19:41:49;19,4;52,7
65;2022-05-15 19:46:49;19,4;52,6
66;2022-05-15 19:51:49;19,4;52,7
67;2022-05-15 19:56:49;19,4;52,7
68;2022-05-15 20:01:49;19,4;52,7
